STATEFP,CD,CD_ID,year,State,Region,Division,gisjn_st,st_abbr,CD_ID1,CDIDYR,asnnh_pct,badeg_pct,blknh_pct,hisp_pct,medhhinc,nonwht_pct,pov100_pct,whtnh_pct,dem_vote,repub_vote,total_vote,pct_dem,pct_gop,dist_omit,uncontest_r,uncontest_d,missing
26,12,G2612,1990,Michigan,Midwest Region,East North Central Division,G26,MI,MI-12,MI-12-1990,1.320755123,13.74818916,0.423618731,1.182175684,63981.2855,3.957681612,5.568886911,96.04231839,137514,119357,261349,52.61699873,45.66958358,0,0,0,0
26,13,G2613,1990,Michigan,Midwest Region,East North Central Division,G26,MI,MI-13,MI-13-1990,1.016108482,14.52502059,3.917695655,1.626843168,66536.3661,9.521734558,6.704103428,90.47826544,127642,105169,245888,51.91062598,42.77109904,0,0,0,0
26,14,G2614,1990,Michigan,Midwest Region,East North Central Division,G26,MI,MI-14,MI-14-1990,0.299289188,7.277452891,85.72154472,0.789242911,39851.2784,87.14430894,26.97889182,12.85569106,165496,32036,200879,82.38591391,15.94790894,0,0,0,0
26,15,G2615,1990,Michigan,Midwest Region,East North Central Division,G26,MI,MI-15,MI-15-1990,0.210526316,5.250596659,86.08881755,0.79086116,24644.106,87.3970346,40.51841746,12.6029654,148908,31849,184694,80.62416754,17.24419851,0,0,0,0
26,16,G2616,1990,Michigan,Midwest Region,East North Central Division,G26,MI,MI-16,MI-16-1990,0.58911312,9.934631224,0.287150917,2.061304567,65545.343,3.728921698,6.334732011,96.2710783,156964,75694,240936,65.14759106,31.41664176,0,0,0,0
27,1,G2701,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-01,MN-01-1990,0.454933182,14.67757459,0.113733295,0.597539543,50747.999,1.570680628,8.422147128,98.42931937,206369,72367,279430,73.85355903,25.89807823,0,0,0,0
27,2,G2702,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-02,MN-02-1990,0.305059376,11.14592384,0.074228619,0.507138359,46191.8315,1.471338507,10.35444334,98.52866149,132156,131587,276403,47.81279509,47.60693625,0,0,0,0
27,3,G2703,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-03,MN-03-1990,1.77089098,31.60749507,1.104761905,1.000172444,76313.3122,4.605511514,3.29512894,95.39448849,104606,200240,314731,33.236637,63.62258564,0,0,0,0
27,4,G2704,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-04,MN-04-1990,2.488062327,24.37090658,1.68444694,1.700223714,57305.2534,6.925279875,6.737987988,93.07472013,159796,101744,277956,57.48967462,36.60435465,0,0,0,0
27,5,G2705,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-05,MN-05-1990,2.063037927,21.13305979,3.953325279,1.666780744,49680.8131,9.967126362,11.50900896,90.03287364,174139,77093,277094,62.84473861,27.82196655,0,0,0,0
27,6,G2706,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-06,MN-06-1990,0.906111432,17.32827062,0.379403794,0.77247191,74445.5102,2.784174168,4.257314329,97.21582583,100016,133564,301023,33.22536816,44.37003153,0,0,0,0
27,7,G2707,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-07,MN-07-1990,0.239152716,12.42180518,0.061425061,0.412067697,41084.3904,1.759834368,14.10317085,98.24016563,133886,130396,265524,50.4233139,49.10893177,0,0,0,0
27,8,G2708,1990,Minnesota,Midwest Region,West North Central Division,G27,MN,MN-08,MN-08-1990,0.264650284,11.93415638,0.136001554,0.402993667,41156.9264,1.879971077,12.99932295,98.12002892,167104,83823,283031,59.04088245,29.61619045,0,0,0,0
28,1,G2801,1990,Mississippi,South Region,East South Central Division,G28,MS,MS-01,MS-01-1990,0.103156592,8.566929134,27.16661803,0.442168955,35664.1378,27.60431865,21.51306062,72.39568135,121664,82952,204616,59.4596708,40.5403292,0,0,0,0
28,2,G2802,1990,Mississippi,South Region,East South Central Division,G28,MS,MS-02,MS-02-1990,0.160099122,12.33988861,62.44231703,0.38887879,27432.2085,63.51756496,35.56715894,36.48243504,133361,41248,174609,76.37693361,23.62306639,0,0,0,0
28,3,G2803,1990,Mississippi,South Region,East South Central Division,G28,MS,MS-03,MS-03-1990,0.175415001,10.54645787,26.78601085,0.46076115,34786.4522,29.88314606,22.42606122,70.11685394,162864,37710,200574,81.19895899,18.80104101,0,0,0,0
28,4,G2804,1990,Mississippi,South Region,East South Central Division,G28,MS,MS-04,MS-04-1990,0.145139851,11.11422328,33.8477674,0.37419611,32652.9871,34.36946841,26.4118076,65.63053159,130927,43705,194544,67.29942841,22.46535488,0,0,0,0
28,5,G2805,1990,Mississippi,South Region,East South Central Division,G28,MS,MS-05,MS-05-1990,0.629881582,13.3220339,16.06266074,1.065022422,38355.2234,19.73307912,19.58525346,80.26692088,120766,67619,191058,63.20907787,35.39187053,0,0,0,0
29,1,G2901,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-01,MO-01-1990,0.524059076,12.25567882,44.23467559,0.899368012,42440.8136,47.70726339,17.36396614,52.29273661,158693,74482,233175,68.05746757,31.94253243,0,0,0,0
29,2,G2902,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-02,MO-02-1990,1.01205432,28.01909166,1.920944973,0.959541058,81440.7007,4.965934434,3.037515417,95.03406557,148729,157594,312442,47.60211495,50.43944156,0,0,0,0
29,3,G2903,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-03,MO-03-1990,0.532481363,12.70047681,0.307188204,1.087948874,52521.5042,2.242302544,5.896159985,97.75769746,1.74E+05,90006,271834,64.00965295,33.11064841,0,0,0,0
29,4,G2904,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-04,MO-04-1990,0.190961171,9.465215334,0.422386484,0.5859375,39102.3442,1.809598741,13.93742381,98.19040126,176977,74475,251452,70.38202122,29.61797878,0,0,0,0
29,5,G2905,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-05,MO-05-1990,0.750577367,12.95215869,15.85106383,1.783630605,41604.8362,22.5068306,14.64935065,77.4931694,151014,93562,255312,59.14880617,36.64614276,0,0,0,0
29,6,G2906,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-06,MO-06-1990,0.208124528,12.74086779,0.711541463,1.025396957,43544.2675,3.693398048,11.95149656,96.30660195,148887,119637,268524,55.44644054,44.55355946,0,0,0,0
29,7,G2907,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-07,MO-07-1990,0.387516642,11.528044,0.340868918,0.75398309,37847.4714,2.672750453,14.73074188,97.32724955,99762,160303,260065,38.3604099,61.6395901,0,0,0,0
29,8,G2908,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-08,MO-08-1990,0.146866841,7.724281261,0.314531348,0.455062571,32202.3572,1.618440412,22.4656811,98.38155959,86730,147398,234418,36.9980121,62.87827727,0,0,0,0
29,9,G2909,1990,Missouri,Midwest Region,West North Central Division,G29,MO,MO-09,MO-09-1990,0.334275749,12.63735347,2.750165822,0.605481114,41883.1931,4.393409538,13.92513117,95.60659046,124694,118811,261335,47.71423652,45.46310291,0,0,0,0
30,0,G3000,1990,Montana,West Region,Mountain Division,G30,MT,MT-00,MT-00-1990,0.290951411,15.54436753,0.070241161,1.12,39951.0154,3.133159269,15.77393505,96.86684073,203711,189570,403735,50.45661139,46.9540664,1,0,0,0
31,1,G3101,1990,Nebraska,Midwest Region,West North Central Division,G31,NE,NE-01,NE-01-1990,0.290237467,13.44743276,0.237771739,0.738077214,44489.9556,1.848140726,9.804389313,98.15185927,96309,142713,239108,40.27845158,59.68558141,0,0,0,0
31,2,G3102,1990,Nebraska,Midwest Region,West North Central Division,G31,NE,NE-02,NE-02-1990,0.924160188,20.36537264,2.708388115,2.058545798,51136.0666,9.354575163,8.695652174,90.64542484,119512,113828,233372,51.21094219,48.7753458,0,0,0,0
31,3,G3103,1990,Nebraska,Midwest Region,West North Central Division,G31,NE,NE-03,NE-03-1990,0.188857581,12.52689124,0.048668506,1.16242816,38612.7262,1.998978779,12.93516641,98.00102122,67457,170857,238355,28.30106354,71.68173523,0,0,0,0
32,1,G3201,1990,Nevada,West Region,Mountain Division,G32,NV,NV-01,NV-01-1990,3.109971145,11.63575042,5.544342871,9.615023474,54162.6312,20.84178499,9.252626552,79.15821501,128278,84217,221488,57.91645597,38.02327891,0,0,0,0
32,2,G3202,1990,Nevada,West Region,Mountain Division,G32,NV,NV-02,NV-02-1990,1.16192523,12.70260169,0.689225411,7.319305939,53573.2762,12.92781981,9.102903875,87.07218019,117199,129575,270461,43.33304987,47.90894066,0,0,0,0
33,1,G3301,1990,New Hampshire,Northeast Region,New England Division,G33,NH,NH-01,NH-01-1990,0.516240052,23.03178484,0.321167883,0.694980695,64419.2216,1.847859563,5.388501323,98.15214044,108578,135936,255681,42.46619811,53.16625013,1,0,0,0
