STATEFP,CD,CD_ID,year,State,Region,Division,gisjn_st,st_abbr,CD_ID1,CDIDYR,asnnh_pct,badeg_pct,blknh_pct,hisp_pct,medhhinc,nonwht_pct,pov100_pct,whtnh_pct,dem_vote,repub_vote,total_vote,pct_dem,pct_gop,dist_omit,uncontest_r,uncontest_d,missing
4,6,G0406,1990,Arizona,West Region,Mountain Division,G04,AZ,AZ-06,AZ-06-1990,0.350123429,11.04148039,0.308564955,6.348067243,40519.5163,20.72404127,16.41986312,79.27595873,124251,97074,234372,53.01443858,41.41877016,0,0,0,0
5,1,G0501,1990,Arkansas,South Region,West South Central Division,G05,AR,AR-01,AR-01-1990,0.118369421,7.336290183,3.95978086,0.49897986,31070.7956,5.206760344,23.22143813,94.79323966,149558,64618,214176,69.82948603,30.17051397,0,0,0,0
5,2,G0502,1990,Arkansas,South Region,West South Central Division,G05,AR,AR-02,AR-02-1990,0.267509728,12.92432264,7.349031523,0.667334001,44051.1128,8.778211806,14.20091324,91.22178819,154946,53978,208924,74.16381076,25.83618924,0,0,0,0
5,3,G0503,1990,Arkansas,South Region,West South Central Division,G05,AR,AR-03,AR-03-1990,0.273972603,9.93360572,0.109673174,1.08040723,37535.5666,2.874581611,14.99526963,97.12541839,117775,125295,249494,47.20554402,50.21964456,0,0,0,0
5,4,G0504,1990,Arkansas,South Region,West South Central Division,G05,AR,AR-04,AR-04-1990,0.159356859,8.953046312,28.05107412,0.604229627,33858.8981,29.15969027,23.29731562,70.84030973,102918,113009,215927,47.66333066,52.33666934,0,0,0,0
6,1,G0601,1990,California,West Region,Pacific Division,G06,CA,CA-01,CA-01-1990,1.548221821,16.97219145,0.828754458,9.865030036,57344.2415,16.08681054,10.36977118,83.91318946,119676,113266,251206,47.64058183,45.08889119,0,0,0,0
6,2,G0602,1990,California,West Region,Pacific Division,G06,CA,CA-02,CA-02-1990,0.892678969,13.82430808,0.479276321,4.666458807,44182.5843,9.048076594,12.57880109,90.95192341,71780,167247,256556,27.97829714,65.18927642,0,0,0,0
6,3,G0603,1990,California,West Region,Pacific Division,G06,CA,CA-03,CA-03-1990,3.537735849,16.43504532,2.185454994,9.108546921,54331.2774,22.36251869,11.43042351,77.63748131,122149,96092,238685,51.1758175,40.25891866,0,0,0,0
6,4,G0604,1990,California,West Region,Pacific Division,G06,CA,CA-04,CA-04-1990,0.994739871,19.81023308,0.434789334,5.041230765,62943.114,9.311527705,7.531273755,90.6884723,129489,141155,283365,45.6968927,49.81384434,0,0,0,0
6,5,G0605,1990,California,West Region,Pacific Division,G06,CA,CA-05,CA-05-1990,8.914795131,20.54794521,9.015256588,12.16216216,55428.3844,34.45143256,13.08247222,65.54856744,158250,58698,230560,68.63723109,25.45888272,0,0,0,0
6,6,G0606,1990,California,West Region,Pacific Division,G06,CA,CA-06,CA-06-1990,3.422319089,30.33558768,1.24729917,7.095204625,76386.7549,12.76535149,5.323749648,87.23464851,190322,98171,291786,65.22657016,33.64486302,0,0,0,0
6,7,G0607,1990,California,West Region,Pacific Division,G06,CA,CA-07,CA-07-1990,9.812039818,20.84882873,8.785532096,9.987153872,67792.1456,35.85504541,7.304263995,64.14495459,153320,54822,217982,70.3360828,25.14978301,0,0,0,0
6,8,G0608,1990,California,West Region,Pacific Division,G06,CA,CA-08,CA-08-1990,23.28218813,35.80310881,4.706583259,7.591785937,63570.5504,50.37158332,10.08645533,49.62841668,191906,25693,232691,82.47246348,11.04168189,0,0,0,0
6,9,G0609,1990,California,West Region,Pacific Division,G06,CA,CA-09,CA-09-1990,10.46771503,28.99549663,25.35781664,7.646661438,49217.4894,60.4339133,14.94956428,39.5660867,164265,53707,228467,71.89878626,23.50755251,0,0,0,0
6,10,G0610,1990,California,West Region,Pacific Division,G06,CA,CA-10,CA-10-1990,5.283488278,33.31768555,1.229099159,7.200829323,97737.7265,16.39289379,2.964660159,83.60710621,134635,145702,280429,48.01036983,51.9568233,0,0,0,0
6,11,G0611,1990,California,West Region,Pacific Division,G06,CA,CA-11,CA-11-1990,5.379761309,11.66187432,2.200181161,17.31736576,57226.3705,29.30396529,11.63486414,70.69603471,90539,94453,198490,45.61388483,47.58577258,0,0,0,0
6,12,G0612,1990,California,West Region,Pacific Division,G06,CA,CA-12,CA-12-1990,17.51047287,29.73644625,1.907535834,10.57865537,83300.3424,31.52776886,4.636119318,68.47223114,157205,53278,228407,68.82669971,23.32590507,0,0,0,0
6,13,G0613,1990,California,West Region,Pacific Division,G06,CA,CA-13,CA-13-1990,14.45964489,19.63745425,4.893369095,15.98781755,81526.8372,42.94410241,5.125228295,57.05589759,123795,64953,205516,60.23618599,31.60483855,0,0,0,0
6,14,G0614,1990,California,West Region,Pacific Division,G06,CA,CA-14,CA-14-1990,10.85151574,44.08888889,1.809954751,6.576797386,99231.0614,23.24955117,4.25,76.75044883,146873,101202,259222,56.65915702,39.04066784,0,0,0,0
6,15,G0615,1990,California,West Region,Pacific Division,G06,CA,CA-15,CA-15-1990,8.176638177,31.10270585,1.644881774,11.90823015,87942.6464,23.13738893,4.924797019,76.86261107,168617,82875,265370,63.5403399,31.22998078,0,0,0,0
6,16,G0616,1990,California,West Region,Pacific Division,G06,CA,CA-16,CA-16-1990,16.83362797,15.06928406,4.685466377,41.48541969,75335.8896,67.16326217,9.825484102,32.83673783,96661,49843,155883,62.008686,31.97462199,0,0,0,0
6,17,G0617,1990,California,West Region,Pacific Division,G06,CA,CA-17,CA-17-1990,3.531158529,18.46585101,1.232677362,17.01538626,59021.6365,34.9768683,9.854488611,65.0231317,151565,49947,210367,72.04789725,23.74279236,0,0,0,0
6,18,G0618,1990,California,West Region,Pacific Division,G06,CA,CA-18,CA-18-1990,3.941136671,10.01494768,1.473435147,20.49539676,49625.5044,29.71698113,15.09827278,70.28301887,139704,0,165011,84.66344668,0,0,1,0,0
