cd_id,year,dem_vote,repub_vote,total_vote,pct_dem,pct_gop
G0610,2015,116470,124761,241141,48.3,51.74
G0611,2015,214868,83341,298209,72.05,27.95
G0612,2015,274035,0,338845,80.87,0
G0613,2015,293117,29754,322871,90.78,9.22
G0614,2015,231630,54817,286447,80.86,19.14
G0615,2015,198578,70619,269197,73.77,26.23
G0616,2015,97473,70843,167956,58.03,42.18
G0617,2015,233192,0,233192,100,0
G0618,2015,230460,93470,323930,71.15,28.85
G0619,2015,181802,64061,245863,73.94,26.06
G0620,2015,180980,74811,255791,70.75,29.25
G0621,2015,57282,75126,132408,43.26,56.74
G0622,2015,76211,158755,234966,32.43,67.57
G0623,2015,74468,167116,241584,30.82,69.18
G0624,2015,166034,144780,310814,53.42,46.58
G0625,2015,122406,138755,261161,46.87,53.13
G0626,2015,169248,111059,280307,60.38,39.62
G0627,2015,168977,81655,250632,67.42,32.58
G0628,2015,210883,59526,270409,77.99,22.01
G0629,2015,171824,0,171824,100,0
G0630,2015,205279,77325,282604,72.64,27.36
G0631,2015,121070,94866,215936,56.07,43.93
G0632,2015,186646,0,186646,100,0
G0633,2015,219397,110822,330219,66.44,33.56
G0634,2015,159156,0,159156,100,0
G0635,2015,124044,47309,171353,72.39,27.61
G0636,2015,144348,88269,232617,62.05,37.95
G0637,2015,237272,0,237272,100,0
G0638,2015,163590,68524,232114,70.48,29.52
G0639,2015,112769,150777,263456,42.8,57.23
G0640,2015,106554,0,149297,71.37,0
G0641,2015,128164,69159,197323,64.95,35.05
G0642,2015,104689,149547,254236,41.18,58.82
G0643,2015,167017,52499,219516,76.08,23.92
G0644,2015,178413,0,178413,100,0
G0645,2015,129231,182618,311849,41.44,58.56
G0646,2015,164593,0,164593,100,0
G0647,2015,154759,88109,242868,63.72,36.28
G0648,2015,127715,178701,306416,41.68,58.32
G0649,2015,154267,155888,310155,49.74,50.26
G0650,2015,103646,179937,283583,36.55,63.45
G0651,2015,145162,54362,199524,72.75,27.25
G0652,2015,181253,139403,320656,56.53,43.47
G0653,2015,198988,97968,296956,67.01,32.99
G0801,2015,257254,105030,379036,67.87,27.71
G0802,2015,260175,170001,457312,56.89,37.17
G0803,2015,150914,204220,374037,40.35,54.6
G0804,2015,123642,248230,390633,31.65,63.55
