placekey,location_name,street_address,city,region,postal_code,lat,long,visitor_home_cbgs_ex,count
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406111,16
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406113,17
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406122,88
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406123,41
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406131,36
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406132,20
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406133,28
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406142,12
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406191,94
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406201,179
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406211,45
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406221,66
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406222,37
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130630406223,102
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130670304091,7
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130771704061,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,130771705011,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131131403051,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131131404061,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131171305032,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131210069003,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131210105142,12
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510701041,7
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510701061,7
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510702051,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510703043,12
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510704033,12
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510705011,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,131510705012,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,132310101001,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,132310102001,12
