fid,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,MAG_1,x_utm,y_utm
2144,668,1967,8,10,8/10/1967,17:30:00,3,GA,13,20,0,0,0,0,0,32.6,-83.62,0,0,0.4,37,0,1381829.4086503251,3646047.9854806503
2145,676,1967,8,19,8/19/1967,18:45:00,3,GA,13,21,2,0,0,4,0,33.45,-84.3,0,0,0.5,33,2,1309791.426824024,3735222.701312443
2155,861,1967,11,22,11/22/1967,17:30:00,3,GA,13,22,2,2,0,4,0,33.72,-85.15,33.73,-84.92,13.9,33,2,1228177.6710929489,3758907.4336653114
2159,865,1967,11,30,11/30/1967,6:35:00,3,GA,13,23,1,0,0,4,0,33.75,-85.2,0,0,2.2,37,1,1223274.6120299925,3761890.7678496405
2184,900,1967,12,18,12/18/1967,16:15:00,3,GA,13,24,2,2,0,4,0,34.22,-85.2,34.23,-85.15,3.3,27,2,1219270.2151712133,3814184.8904110054
2200,15,1968,3,11,3/11/1968,5:15:00,3,GA,13,1,1,0,0,3,0,31,-84,0,0,2,30,1,1360862.787621175,3464604.4307704456
2205,20,1968,3,11,3/11/1968,16:30:00,3,GA,13,2,1,0,0,4,0,32.8,-84.47,32.8,-84.38,4.9,33,1,1299854.7396121249,3661514.4150543264
2207,22,1968,3,12,3/12/1968,0:01:00,3,GA,13,3,2,0,0,4,0,33.75,-85.27,33.78,-85.17,6.2,100,2,1216768.5398452908,3761397.8517080564
2208,23,1968,3,12,3/12/1968,10:30:00,3,GA,13,4,1,0,0,3,0,31.08,-83.2,0,0,0.5,100,1,1436925.197424781,3480085.4356950084
2211,26,1968,3,12,3/12/1968,15:44:00,3,GA,13,5,0,0,0,0,0,31.17,-82.33,0,0,0.3,33,0,1519552.479892665,3497934.824521752
2215,33,1968,3,22,3/22/1968,14:10:00,3,GA,13,6,1,0,0,4,0,33.4,-84.2,0,0,0.1,10,1,1319602.8378159478,3730445.731043832
2242,137,1968,4,27,4/27/1968,17:00:00,3,GA,13,7,0,0,0,3,0,31.7,-82.2,0,0,0.2,30,0,1526150.0023601237,3558378.6250765333
2268,269,1968,5,28,5/28/1968,0:30:00,3,GA,13,8,1,0,0,4,0,31.72,-83.2,0,0,2,37,1,1430498.2392998633,3551493.6580713275
2269,270,1968,5,28,5/28/1968,0:30:00,3,GA,13,9,1,0,0,3,0,31.72,-83.2,0,0,0.9,33,1,1430498.2392998633,3551493.6580713275
2273,275,1968,5,29,5/29/1968,19:00:00,3,GA,13,10,2,0,0,4,0,34.3,-85.1,0,0,0.8,33,2,1227817.567518144,3823803.1298779706
2275,289,1968,6,2,6/2/1968,16:00:00,3,GA,13,11,2,0,0,4,0,32.22,-82.42,0,0,0.1,33,2,1499397.6480643454,3614364.543121157
2281,333,1968,6,11,6/11/1968,19:00:00,3,GA,13,12,1,0,0,3,0,33.8,-83.53,0,0,0.4,30,1,1378104.1904015655,3780572.1272880738
2285,357,1968,6,17,6/17/1968,18:30:00,3,GA,13,13,0,0,0,4,0,31.2,-84.3,0,0,1,37,0,1330300.2748317732,3484579.6737086037
2296,473,1968,7,28,7/28/1968,17:30:00,3,GA,13,15,0,0,0,3,0,32.4,-83.68,0,0,0.6,33,0,1378133.8762462959,3623251.230225612
2298,491,1968,8,6,8/6/1968,15:30:00,3,GA,13,16,2,0,0,3,0,32.9,-81.73,0,0,0.3,10,2,1556775.070512917,3697101.823716819
2303,539,1968,8,24,8/24/1968,13:45:00,3,GA,13,17,2,12,0,5,0,31.67,-83.63,0,0,0.3,33,2,1389987.2245162087,3542278.4037268157
2330,604,1968,11,11,11/11/1968,3:00:00,3,GA,13,18,3,0,0,4,0,31.35,-83.93,0,0,2,100,3,1364360.11519452,3504171.278882791
2340,615,1968,11,17,11/17/1968,16:16:00,3,GA,13,19,1,0,0,4,0,34.2,-83.23,0,0,2.6,50,1,1401728.2982922513,3827797.285817221
2341,616,1968,11,17,11/17/1968,17:30:00,3,GA,13,20,1,0,0,4,0,33.9,-83.4,0,0,2,33,1,1389150.7081881077,3792849.1287408997
2342,617,1968,11,18,11/18/1968,5:05:00,3,GA,13,21,1,0,0,3,0,32.5,-83.73,32.62,-83.58,12,33,1,1372429.0351447356,3633983.231237599
2343,618,1968,11,18,11/18/1968,13:20:00,3,GA,13,22,3,0,0,4,0,31.17,-82.3,0,0,0.5,33,3,1522434.5048253736,3498216.311128304
2349,630,1968,12,3,12/3/1968,9:30:00,3,GA,13,23,2,0,0,3,0,30.9,-83.3,0,0,0.1,27,2,1429089.5893883547,3459150.1863529533
2359,659,1968,12,28,12/28/1968,3:44:00,3,GA,13,24,3,0,0,4,0,30.75,-84.63,0,0,0.5,100,3,1302495.824835299,3432000.2198665836
2365,5,1969,2,13,2/13/1969,18:15:00,3,GA,13,1,1,0,0,4,0,32.1,-83.8,0,0,0.1,10,1,1369676.1046867906,3588820.674936009
2388,61,1969,4,18,4/18/1969,6:15:00,3,GA,13,2,2,30,0,6,0,30.8,-84.8,31.87,-81.4,217.8,233,2,1285732.2344070731,3436350.8304449352
2410,169,1969,5,15,5/15/1969,4:00:00,3,GA,13,3,2,0,0,3,0,31.47,-83.47,0,0,2,33,2,1407207.524491622,3521306.078429759
2413,189,1969,5,16,5/16/1969,16:00:00,3,GA,13,4,1,0,0,3,0,34.1,-84,0,0,0.5,50,1,1331427.6774147218,3810034.898008913
2421,203,1969,5,18,5/18/1969,13:30:00,3,GA,13,5,2,0,0,3,0,33.33,-83.92,33.53,-83.78,15.9,50,2,1346451.219309316,3724912.3252728796
2422,204,1969,5,18,5/18/1969,14:30:00,3,GA,13,6,1,0,0,4,0,33.75,-83.67,0,0,0.8,50,1,1365587.7610460431,3773800.6889519417
2456,439,1969,7,19,7/19/1969,2:45:00,3,GA,13,7,2,0,0,4,0,33.4,-84.2,0,0,1,37,2,1319602.8378159478,3730445.731043832
2457,440,1969,7,21,7/21/1969,13:50:00,3,GA,13,8,1,0,0,1,0,31.35,-81.47,0,0,0.5,40,1,1600091.1910870979,3526466.9937105402
2461,447,1969,7,24,7/24/1969,7:24:00,3,GA,13,9,1,2,0,4,0,30.75,-84.5,0,0,0.2,33,1,1315003.3317773703,3432948.620708224
2470,511,1969,8,12,8/12/1969,20:30:00,3,GA,13,10,1,0,0,5,0,33.7,-84.1,0,0,0.5,200,1,1326053.4842455916,3764663.9070778578
2480,535,1969,9,2,9/2/1969,13:17:00,3,GA,13,11,0,0,0,0,0,31.97,-81.15,0,0,0.1,10,0,1623177.206296304,3599153.9547209744
2503,600,1969,12,25,12/25/1969,15:00:00,3,GA,13,12,2,7,0,4,0,31.7,-84.25,31.75,-84.2,4.7,200,2,1330614.9320995924,3540672.439703158
2518,9,1970,1,29,1/29/1970,16:00:00,3,GA,13,1,2,0,0,4,0,34,-83.9,0,0,0.5,33,2,1341693.5311064445,3799722.399445091
2530,25,1970,2,25,2/25/1970,16:10:00,3,GA,13,2,2,2,0,5,0,31.2,-82.48,31.2,-82.3,10.9,100,2,1504822.0332942791,3499890.6201782515
2537,42,1970,3,20,3/20/1970,7:30:00,3,GA,13,3,2,1,0,4,0,32.67,-84.9,0,0,2,100,2,1260533.6322202217,3643841.680104567
2548,60,1970,4,2,4/2/1970,2:25:00,3,GA,13,4,3,0,0,4,0,33.33,-84.8,0,0,0.3,100,3,1264182.723389313,3718042.976850721
2550,62,1970,4,2,4/2/1970,4:00:00,3,GA,13,5,3,0,0,4,0,34.23,-84.18,34.32,-84.13,6.5,50,3,1313488.3401403339,3823046.5420809384
2551,63,1970,4,2,4/2/1970,5:20:00,3,GA,13,6,1,4,0,4,0,32.65,-83.77,0,0,0.3,100,1,1367187.8473189988,3650371.329660472
2552,64,1970,4,2,4/2/1970,5:40:00,3,GA,13,7,0,0,0,3,0,31.43,-84.73,0,0,0.5,100,0,1287191.5887077325,3507011.1198336575
2553,65,1970,4,2,4/2/1970,5:40:00,3,GA,13,8,2,2,0,4,0,34.3,-82.93,34.35,-82.87,5.2,100,2,1428405.190554968,3841680.3842608817
2554,70,1970,4,9,4/9/1970,16:45:00,3,GA,13,9,2,0,0,5,0,34.3,-83.13,34.32,-83.1,2.3,400,2,1409899.3437775758,3839847.0040057027
2560,101,1970,4,19,4/19/1970,20:00:00,3,GA,13,10,2,1,0,4,0,32.65,-84.9,0,0,0.5,100,2,1260704.6374789015,3641615.3160028304
2583,218,1970,5,15,5/15/1970,18:00:00,3,GA,13,11,2,0,0,5,0,30.88,-84.6,0,0,0.4,40,2,1304286.5086871048,3446698.5363224354
2588,239,1970,5,26,5/26/1970,14:30:00,3,GA,13,13,1,0,0,4,0,32.4,-83.7,0,0,0.5,33,1,1376242.4205132527,3623085.067572245
2589,246,1970,5,29,5/29/1970,11:35:00,3,GA,13,14,0,0,0,3,0,31.6,-83.23,0,0,0.1,150,0,1428847.4905304592,3537846.7840581182
2604,374,1970,6,22,6/22/1970,1:15:00,3,GA,13,15,2,0,0,4,0,31.17,-83.45,0,0,0.3,33,2,1412046.1306137622,3488011.65839364
2622,450,1970,7,19,7/19/1970,13:00:00,3,GA,13,16,2,2,0,4,0,34.2,-84.9,0,0,0.5,20,2,1247179.0061119006,3814137.0817176956
2623,455,1970,7,22,7/22/1970,14:00:00,3,GA,13,17,2,1,1,4,0,32.8,-82.4,0,0,2,300,2,1494781.9402936464,3679312.4129206883
2624,457,1970,7,22,7/22/1970,15:15:00,3,GA,13,18,0,0,0,0,0,33.03,-82.32,0,0,0.1,10,0,1499693.51830029,3705758.9196640435
2659,646,1970,12,16,12/16/1970,6:45:00,3,GA,13,19,2,1,0,4,0,31.95,-84.25,0,0,0.5,40,2,1328354.0403252682,3568526.2293348927
2662,649,1970,12,29,12/29/1970,10:00:00,3,GA,13,20,2,4,0,3,0,30.8,-84.37,30.8,-84.28,5.1,400,2,1327080.1683282773,3439483.1638037586
2664,2,1971,1,4,1/4/1971,12:15:00,3,GA,13,1,0,0,0,3,0,34.27,-85.15,0,0,0.5,10,0,1223459.836267307,3820105.3108112984
2666,4,1971,1,5,1/5/1971,12:03:00,3,GA,13,2,2,1,0,4,0,31.52,-82.83,31.5,-82.88,3.3,77,2,1467891.0048539597,3532436.1581007135
2668,6,1971,1,15,1/15/1971,11:30:00,3,GA,13,3,2,1,1,4,0,32.05,-84.03,0,0,2,100,2,1348322.9845413372,3581394.472600227
2669,7,1971,1,15,1/15/1971,12:00:00,3,GA,13,4,2,0,0,4,0,32.38,-83.37,0,0,0.5,10,2,1407660.032791196,3623643.420253874
2670,8,1971,1,15,1/15/1971,12:20:00,3,GA,13,5,1,1,0,4,0,32.22,-82.42,0,0,0.1,10,1,1499397.6480643454,3614364.543121157
2671,9,1971,1,15,1/15/1971,12:30:00,3,GA,13,6,1,0,0,4,0,31.7,-83.25,0,0,0.8,30,1,1425931.8028228465,3548830.583407025
2672,10,1971,1,15,1/15/1971,12:40:00,3,GA,13,7,1,0,0,4,0,30.88,-84.22,0,0,0.5,50,1,1340803.0576053434,3449529.8749492867
2673,11,1971,1,15,1/15/1971,12:40:00,3,GA,13,8,2,0,0,4,0,32.23,-82.12,0,0,0.1,10,2,1527765.8995276634,3618359.692527637
2674,12,1971,1,15,1/15/1971,12:40:00,3,GA,13,9,2,0,0,4,0,31.93,-81.93,0,0,1,100,2,1549292.998879577,3586702.271540821
2675,13,1971,1,15,1/15/1971,13:00:00,3,GA,13,10,2,0,0,4,0,31.63,-82.58,0,0,0.1,10,2,1490618.2834125222,3546990.076033613
2676,14,1971,1,15,1/15/1971,13:15:00,3,GA,13,11,2,4,0,4,0,31.8,-81.6,0,0,0.5,100,2,1582298.759597581,3575472.164487127
2679,19,1971,1,30,1/30/1971,16:35:00,3,GA,13,12,1,6,0,4,0,34.57,-83.42,0,0,0.5,27,1,1380200.9266484764,3867345.7407683763
2686,30,1971,2,7,2/7/1971,7:00:00,3,GA,13,13,2,2,0,5,0,30.93,-84.97,31.05,-84.65,20.6,300,2,1268343.6102009732,3449631.9863072247
2687,31,1971,2,7,2/7/1971,8:00:00,3,GA,13,14,1,0,0,4,0,31.07,-83.77,31.17,-83.57,13.8,200,1,1382297.0055525228,3474234.983177333
2688,32,1971,2,7,2/7/1971,11:30:00,3,GA,13,15,1,0,0,4,0,31.42,-82.6,31.52,-82.37,15.4,200,1,1490958.0912739572,3523356.614762975
2692,36,1971,2,8,2/8/1971,5:40:00,3,GA,13,16,1,0,0,4,0,31.05,-83.5,0,0,1,100,1,1408408.0435342733,3474210.386669954
2693,37,1971,2,8,2/8/1971,6:00:00,3,GA,13,17,1,2,0,4,0,30.78,-83.67,0,0,0.8,100,1,1394626.2389447116,3442703.694058366
2694,38,1971,2,8,2/8/1971,6:45:00,3,GA,13,18,1,2,0,4,0,31,-83.2,0,0,0.5,100,1,1437720.3747767524,3471158.4282112047
2695,39,1971,2,8,2/8/1971,7:05:00,3,GA,13,19,1,2,0,4,0,31.52,-83.07,0,0,1.5,100,1,1444945.068752338,3530309.894547356
2723,98,1971,2,26,2/26/1971,14:00:00,3,GA,13,20,1,0,0,4,0,32.88,-85.17,0,0,0.5,100,1,1233375.5869608861,3665291.856377951
2725,100,1971,2,26,2/26/1971,14:15:00,3,GA,13,21,1,1,0,4,0,33.08,-84.33,0,0,1,100,1,1310437.5292668482,3693779.465103124
2726,101,1971,2,26,2/26/1971,15:17:00,3,GA,13,22,0,0,0,4,0,33.3,-84.87,0,0,0.5,100,0,1257903.81408423,3714187.9926641444
2732,108,1971,3,3,3/3/1971,9:30:00,3,GA,13,23,1,0,0,4,0,31.08,-83.8,31.12,-83.75,4.1,400,1,1379324.5312267747,3475108.856671087
2747,176,1971,4,23,4/23/1971,9:10:00,3,GA,13,24,1,0,0,3,0,33.98,-84.2,0,0,0.1,33,1,1314055.2690426772,3795043.822843248
2750,179,1971,4,23,4/23/1971,12:30:00,3,GA,13,25,1,0,0,3,0,32.87,-81.7,32.92,-81.62,6.1,77,1,1559966.7166333797,3694056.1359644183
2751,180,1971,4,23,4/23/1971,14:30:00,3,GA,13,26,1,0,0,3,0,32.82,-82.3,0,0,0.1,10,1,1503982.6746691356,3682506.1600520746
2752,181,1971,4,23,4/23/1971,14:55:00,3,GA,13,27,3,1,0,5,0,31.77,-84.63,31.92,-84.48,13.9,500,3,1293821.4827755336,3545605.5210497878
2753,182,1971,4,23,4/23/1971,17:30:00,3,GA,13,28,2,10,1,4,0,32.37,-84.22,32.4,-84.17,3.8,100,2,1327356.6642034547,3615551.4060521377
2754,183,1971,4,23,4/23/1971,18:25:00,3,GA,13,29,3,8,0,5,0,32.02,-84,32.03,-83.8,13.5,150,3,1351451.2682585716,3578290.118313537
2755,184,1971,4,23,4/23/1971,19:30:00,3,GA,13,30,2,1,0,4,0,32.02,-83.33,0,0,2,100,2,1415091.375945753,3583837.5198747977
2756,185,1971,4,23,4/23/1971,19:30:00,3,GA,13,31,2,3,0,4,0,32,-81.97,32.03,-81.88,5.6,100,2,1544673.618158528,3594130.6508360957
2757,186,1971,4,23,4/23/1971,19:30:00,3,GA,13,32,1,0,0,4,0,31.8,-81.43,0,0,1,50,1,1598534.7347017284,3577210.74912854
2768,204,1971,4,28,4/28/1971,5:35:00,3,GA,13,33,2,0,0,5,0,33.87,-84.67,0,0,0.3,77,2,1271460.0327016092,3779128.638386641
2769,214,1971,4,29,4/29/1971,15:30:00,3,GA,13,35,2,0,0,4,0,30.78,-83.67,30.85,-83.5,11,100,2,1394626.2389447116,3442703.694058366
2770,215,1971,4,29,4/29/1971,15:50:00,3,GA,13,34,2,2,0,6,0,30.9,-84.33,30.88,-84.17,10,300,2,1330056.2378274675,3450925.579192927
2771,216,1971,4,30,4/30/1971,6:30:00,3,GA,13,36,1,0,0,4,0,31.18,-84.17,0,0,1,50,1,1342931.6349480678,3483345.491164047
2772,217,1971,4,30,4/30/1971,6:35:00,3,GA,13,37,2,2,0,4,0,31.58,-84.83,31.48,-84.5,21.8,100,2,1276390.1104976814,3522993.9271330456
2780,255,1971,5,8,5/8/1971,7:30:00,3,GA,13,38,1,0,0,4,0,32.12,-83.8,0,0,2,77,1,1369484.15854254,3591050.0265882867
2796,290,1971,5,12,5/12/1971,14:00:00,3,GA,13,39,1,0,0,4,0,32.87,-84.87,0,0,1,100,1,1261636.6740220394,3666323.0326250587
2797,291,1971,5,12,5/12/1971,14:15:00,3,GA,13,40,1,0,0,3,0,32.8,-81.95,0,0,0.5,50,1,1537224.12694137,3683709.2019400406
2799,293,1971,5,12,5/12/1971,16:00:00,3,GA,13,41,2,0,0,4,0,31.6,-82.9,31.63,-82.85,4.3,100,2,1460365.0904005438,3540739.7961018034
2817,520,1971,6,15,6/15/1971,10:13:00,3,GA,13,42,1,0,0,4,0,32.72,-84.02,0,0,1,30,1,1342952.4764884282,3656132.8653557887
2819,526,1971,6,15,6/15/1971,19:30:00,3,GA,13,43,1,0,0,4,0,31.83,-83.02,0,0,2,50,1,1446528.0269256253,3565342.3139648098
2835,646,1971,7,19,7/19/1971,11:00:00,3,GA,13,44,1,0,0,4,0,34.1,-82.9,0,0,0.1,50,1,1433414.654092487,3819655.7696125833
2836,652,1971,7,19,7/19/1971,18:30:00,3,GA,13,45,2,0,0,4,0,32.63,-83.93,0,0,0.1,20,2,1352294.3646533662,3646831.609156773
2837,653,1971,7,19,7/19/1971,18:30:00,3,GA,13,46,1,0,0,4,0,33.2,-82.38,0,0,0.1,30,1,1492107.0251546116,3724157.4447270557
2904,5,1972,1,5,1/5/1972,3:30:00,3,GA,13,1,2,0,0,5,0,32.18,-83.6,32.18,-83.55,3.3,300,2,1387869.5089510856,3599391.895240534
2912,13,1972,1,10,1/10/1972,10:25:00,3,GA,13,2,3,9,1,5,0,33.67,-84.4,33.7,-84.3,6.3,200,3,1298407.5903446386,3758938.2523797797
2915,16,1972,1,11,1/11/1972,7:00:00,3,GA,13,3,1,0,0,4,0,31.9,-84.5,0,0,0.3,50,1,1305049.3556112652,3561051.1083624973
2916,17,1972,1,11,1/11/1972,14:00:00,3,GA,13,4,1,0,0,4,0,32.85,-82.02,0,0,2,100,1,1530032.8842588486,3688597.5519008795
2919,20,1972,1,13,1/13/1972,1:30:00,3,GA,13,5,1,0,0,3,0,32.53,-84.6,0,0,1,100,1,1290024.696219517,3630463.3471435723
2920,21,1972,1,13,1/13/1972,2:00:00,3,GA,13,6,1,0,0,4,0,31.78,-85.13,0,0,1.5,300,1,1246182.4498349216,3543145.6859706864
2922,23,1972,1,13,1/13/1972,3:40:00,3,GA,13,7,1,0,0,4,0,32.15,-84,0,0,2,300,1,1350232.3354068936,3592777.5228420394
2923,24,1972,1,13,1/13/1972,4:00:00,3,GA,13,8,1,0,0,4,0,32.33,-83.8,0,0,1,200,1,1367462.3429655635,3614457.536718514
2924,25,1972,1,13,1/13/1972,4:00:00,3,GA,13,9,2,2,0,4,0,31.08,-84.2,0,0,1,150,2,1340949.2370086554,3471970.8547172686
2925,26,1972,1,13,1/13/1972,5:00:00,3,GA,13,10,1,0,0,4,0,32.38,-84.43,0,0,0.5,100,1,1307414.2966527704,3615043.3950445517
2926,27,1972,1,13,1/13/1972,6:45:00,3,GA,13,11,2,3,0,4,0,30.73,-84.65,0,0,2,300,2,1300738.912054623,3429627.933790385
2927,28,1972,1,13,1/13/1972,13:45:00,3,GA,13,12,2,0,0,5,0,32.5,-83.03,32.62,-82.9,11.3,200,2,1438579.005400478,3640008.2296355288
2928,29,1972,1,13,1/13/1972,14:30:00,3,GA,13,13,3,21,0,6,0,32.87,-82.38,33.08,-81.87,33.6,400,3,1495873.0865337213,3687318.6964465105
2929,30,1972,1,13,1/13/1972,15:30:00,3,GA,13,14,1,0,0,3,0,31.53,-83.25,0,0,0.3,100,1,1427640.2902383665,3529865.281566679
2931,32,1972,1,13,1/13/1972,17:45:00,3,GA,13,15,0,0,0,3,0,32.67,-81.63,0,0,0.5,50,0,1569001.1343843956,3672422.724076487
2935,36,1972,2,3,2/3/1972,9:00:00,3,GA,13,16,0,0,0,4,0,32.75,-81.63,0,0,0.1,20,0,1568029.4210758165,3681363.653947864
2948,50,1972,3,2,3/2/1972,13:00:00,3,GA,13,17,1,0,0,4,0,31.17,-84.22,0,0,1,50,1,1338230.2130391244,3481846.9366576653
2950,52,1972,3,2,3/2/1972,15:00:00,3,GA,13,18,1,0,0,5,0,34,-82.78,34.12,-82.77,8.2,400,1,1445673.914552101,3809620.9016265054
2956,62,1972,3,16,3/16/1972,9:10:00,3,GA,13,19,1,0,0,4,0,31.02,-84.82,0,0,0.5,100,1,1282000.422189664,3460708.2438252917
2957,63,1972,3,16,3/16/1972,9:30:00,3,GA,13,20,2,12,0,5,0,32.38,-83.35,0,0,0.5,100,2,1409552.6823696522,3623815.5984283746
2959,65,1972,3,16,3/16/1972,16:30:00,3,GA,13,21,1,0,0,4,0,31.83,-82.5,31.82,-82.45,3.6,100,1,1496084.658411771,3570064.385171266
2991,127,1972,4,7,4/7/1972,21:30:00,3,GA,13,22,1,1,0,5,0,33.98,-84.63,34.03,-84.62,3.6,300,1,1274168.8502643919,3791678.078985524
2992,128,1972,4,7,4/7/1972,21:45:00,3,GA,13,23,1,0,0,4,0,33.75,-83.52,0,0,0.5,50,1,1379552.0173271983,3775085.847837377
2993,129,1972,4,7,4/7/1972,23:15:00,3,GA,13,24,1,0,0,4,0,32.85,-83.65,32.85,-83.62,2.7,200,1,1376517.7871591703,3673663.8212194997
3017,181,1972,4,22,4/22/1972,10:00:00,3,GA,13,25,1,0,0,4,0,31.98,-84.23,0,0,0.5,100,1,1329980.9191063994,3572023.597465892
3018,182,1972,4,22,4/22/1972,11:00:00,3,GA,13,26,1,0,0,4,0,32.23,-83.53,0,0,1,100,1,1394011.5794106368,3605554.4841556777
3030,233,1972,5,8,5/8/1972,14:35:00,3,GA,13,27,0,0,0,3,0,31.23,-84.22,0,0,0.5,50,0,1337695.2193173117,3488532.976676453
3049,411,1972,6,19,6/19/1972,12:55:00,3,GA,13,28,1,1,0,4,0,31.25,-82.25,0,0,1,50,1,1526358.67255542,3507626.0061245956
3050,412,1972,6,19,6/19/1972,14:00:00,3,GA,13,29,2,0,0,5,0,31.48,-82.87,0,0,1.5,50,2,1464483.0150996498,3527613.2419534167
3052,435,1972,6,25,6/25/1972,11:00:00,3,GA,13,30,1,0,0,3,0,31.95,-84,0,0,0.5,40,1,1352105.8042402563,3570489.0248427927
3056,439,1972,6,25,6/25/1972,16:30:00,3,GA,13,31,1,0,0,4,0,31.02,-84.45,0,0,0.5,50,1,1317492.8237719089,3463397.9675524607
3058,442,1972,6,27,6/27/1972,7:30:00,3,GA,13,32,1,0,0,3,0,32.72,-84.12,0,0,0.1,10,1,1333534.0790576113,3655332.843681021
3059,443,1972,6,27,6/27/1972,8:00:00,3,GA,13,33,1,0,0,4,0,33.82,-85.18,0,0,0.5,50,1,1224538.6875254046,3769821.2785654576
3061,446,1972,6,27,6/27/1972,13:00:00,3,GA,13,34,0,0,0,3,0,32.23,-83.4,0,0,0.3,50,0,1406333.3113389048,3606658.396980446
3062,447,1972,6,27,6/27/1972,14:30:00,3,GA,13,35,1,1,0,4,0,31.12,-83.53,0,0,0.3,30,1,1404854.6613335877,3481769.620684354
3063,448,1972,6,27,6/27/1972,15:00:00,3,GA,13,36,0,0,0,4,0,30.98,-83.37,0,0,0.5,50,0,1421576.1626868285,3467486.291693481
3081,592,1972,8,7,8/7/1972,19:00:00,3,GA,13,37,0,0,0,2,0,33.88,-84.55,33.88,-84.5,3,20,0,1282511.5819951436,3781158.0159805026
3096,706,1972,10,27,10/27/1972,11:30:00,3,GA,13,38,1,0,0,4,0,31.03,-84.68,31.05,-84.62,4.1,100,1,1295344.1886538179,3462825.4033564087
3099,709,1972,10,27,10/27/1972,11:57:00,3,GA,13,39,1,0,0,3,0,30.75,-84.75,0,0,0.5,100,1,1290952.1850396926,3431138.064432355
3100,711,1972,10,27,10/27/1972,12:15:00,3,GA,13,40,2,0,0,5,0,30.75,-84.48,0,0,1,100,2,1316927.7405976392,3433095.8587272135
3104,715,1972,10,27,10/27/1972,20:45:00,3,GA,13,41,2,0,0,5,0,32.37,-81.32,0,0,1,400,2,1602041.0642724193,3642102.80339429
3111,730,1972,11,13,11/13/1972,20:00:00,3,GA,13,42,0,0,0,3,0,31.45,-84.93,0,0,0.5,10,0,1267931.3437093536,3507808.1600964614
3132,34,1973,2,2,2/2/1973,2:30:00,3,GA,13,1,1,0,0,3,0,33.45,-82.7,0,0,1,50,1,1459297.5138687217,3749015.7959847064
3133,35,1973,2,2,2/2/1973,2:30:00,3,GA,13,2,1,0,0,3,0,33.5,-82.47,0,0,1,50,1,1480239.648805602,3756775.7880997267
3134,39,1973,2,8,2/8/1973,16:40:00,3,GA,13,3,0,0,0,3,0,31.65,-84.25,0,0,0.1,20,0,1331065.2164361747,3535101.504328963
3135,40,1973,2,8,2/8/1973,17:30:00,3,GA,13,4,2,5,0,5,0,31.58,-83.93,0,0,2,500,2,1362223.6266895784,3529808.7934411136
3150,91,1973,3,16,3/16/1973,13:25:00,3,GA,13,5,2,1,0,6,0,34.5,-85.25,34.58,-85.17,7.6,100,2,1212256.2945581127,3844981.0115127875
3151,92,1973,3,16,3/16/1973,13:37:00,3,GA,13,6,2,5,0,5,0,34.57,-84.95,0,0,2,300,2,1239266.6685070433,3854942.675308539
3152,93,1973,3,16,3/16/1973,13:45:00,3,GA,13,7,1,0,0,4,0,33.75,-85.28,0,0,1,100,1,1215839.1343343882,3761327.8048704304
3153,94,1973,3,16,3/16/1973,14:05:00,3,GA,13,8,1,0,0,5,0,34.68,-84.48,34.9,-84.25,20,100,1,1281496.348691688,3870763.917874066
3160,118,1973,3,31,3/31/1973,16:30:00,3,GA,13,9,2,100,2,8,0,33.53,-84.33,34.02,-83.23,72.4,500,2,1306240.9889373505,3743896.1478358977
3210,253,1973,4,25,4/25/1973,17:30:00,3,GA,13,10,1,0,0,4,0,31.25,-83.42,0,0,0.1,50,1,1414143.0444526663,3497186.5289453855
3215,259,1973,4,26,4/26/1973,12:30:00,3,GA,13,11,2,0,0,5,0,30.82,-84.65,0,0,0.1,73,2,1299985.9998076335,3439652.5570906186
3216,260,1973,4,26,4/26/1973,14:00:00,3,GA,13,12,1,0,0,4,0,31.53,-84.13,0,0,0.1,50,1,1343596.6494940305,3522659.3862559386
3240,357,1973,5,11,5/11/1973,18:05:00,3,GA,13,13,1,0,0,2,0,33.08,-84.88,0,0,0.1,50,1,1258881.8691936717,3689626.3387737586
3297,471,1973,5,27,5/27/1973,17:30:00,3,GA,13,14,1,0,0,4,0,34.83,-83.33,0,0,0.1,50,1,1385686.757353159,3897119.9180844435
3301,475,1973,5,27,5/27/1973,18:00:00,3,GA,13,15,1,0,0,3,0,34.67,-85.17,0,0,0.1,50,1,1218148.467288109,3864465.7923921463
3306,482,1973,5,27,5/27/1973,20:00:00,3,GA,13,16,2,0,0,6,0,33.25,-85.08,0,0,0.8,100,2,1238701.5082604438,3707104.2814389374
3311,488,1973,5,27,5/27/1973,23:30:00,3,GA,13,17,3,0,0,5,0,33.72,-84.5,0,0,0.5,100,3,1288635.8076560642,3763729.297295907
3313,490,1973,5,28,5/28/1973,1:30:00,3,GA,13,18,1,0,0,5,0,34.32,-83.22,0,0,1,40,1,1401356.386368196,3841263.7832315355
3317,497,1973,5,28,5/28/1973,15:00:00,3,GA,13,19,3,65,1,7,0,33.87,-83.63,33.97,-83.33,18.7,200,3,1368083.3694307862,3787514.033073231
3333,516,1973,5,29,5/29/1973,11:00:00,3,GA,13,20,1,0,0,3,0,32.13,-81.28,0,0,0.1,100,1,1608809.3939505785,3615681.1590048005
