GEOID,totpop_race,wht_pop,blk_pop,amin_pop,asn_pop,hisp_pop,hpi_pop,oth_pop,two_pop,thr_pop,totpop_ed,LessHS,HSGrad,SomeCol,BADeg,GradDeg,totpop_pov,pov_pop,allcit_pop,nat_pop,fbnat_pop,fb_pop,nat_ins,fbnat_ins,fb_ins,wht_pop_pct,blk_pop_pct,amin_pop_pct,asn_pop_pct,hisp_pop_pct,hpi_pop_pct,oth_pop_pct,two_pop_pct,thr_pop_pct,LessHS_pct,HSGrad_pct,SomeCol_pct,BADeg_pct,GradDeg_pct,pov_pop_pct,nat_pct,fbnat_pct,fb_pct,nat_ins_pct,fbnat_ins_pct,fb_ins_pct
06039,155433,53053,4770,1546,3020,89798,141,250,3054,2656,97527,27373,24303,14310,9917,4275,146837,29273,147253,116801,9408,21044,110458,8819,15774,34.13239144840542,3.0688463839725157,0.9946407776984295,1.9429593458274625,57.77280242934255,0.0907143270734014,0.16084100544929328,1.9648337225685666,1.7087748418932915,28.067099367354682,24.91925312990249,14.672859823433509,10.168466168343125,4.383401519579193,19.93571102651239,79.31994594337637,14.291050097451324,14.291050097451324,94.56939580996739,93.73937074829932,74.95723246531078
06041,259943,184960,5527,438,15110,41527,249,2345,10126,9448,190403,12759,20018,19316,65371,47903,253869,18349,255421,208974,22493,23954,204860,22008,19566,71.15406069792223,2.1262353669843006,0.168498478512597,5.812812808961965,15.9754253817183,0.0957902309352435,0.9021208495708675,3.8954693913665692,3.6346429794224115,6.701049878415781,10.513489808458901,10.14479813868479,34.33296744273987,25.1587422467083,7.227743442484116,81.8155124285004,9.378242196217226,9.378242196217226,98.03133404155541,97.84377361845907,81.68155631627285
06043,17420,13935,253,325,210,1963,53,12,704,634,13632,1283,3320,2973,2169,1179,17221,2616,17256,16246,476,534,15396,471,420,79.99425947187142,1.452353616532721,1.8656716417910446,1.2055109070034442,11.26865671641791,0.30424799081515497,0.06888633754305395,4.041331802525833,3.639494833524684,9.411678403755868,24.354460093896712,21.808978873239436,15.911091549295776,8.648767605633804,15.19075547296905,94.14696337505795,3.0945757997218357,3.0945757997218357,94.76794287824696,98.94957983193278,78.65168539325843
06045,87224,56857,626,2938,1773,21898,165,51,2940,2892,62005,8346,15528,10783,9685,5472,85684,15251,86352,75625,3775,6952,70954,3367,4618,65.18504081445474,0.7176923782445199,3.368338989269008,2.0326974227276895,25.105475557186097,0.18916811886636706,0.05847014583142254,3.370631936164358,3.3156012106759607,13.46020482219176,25.04314168212241,17.390533021530523,15.619708088057415,8.825094750423352,17.799122356565984,87.57758940151936,8.05076894571058,8.05076894571058,93.82347107438017,89.19205298013246,66.42692750287686
06047,271382,75037,7812,931,19650,161814,607,226,5498,5112,160388,49522,40500,22588,14630,7488,265217,56217,268611,197717,27971,42923,187416,26391,32427,27.649954676433957,2.8785991701734086,0.3430588616783722,7.240716038646632,59.62591476221709,0.22366995600297734,0.08327744655135565,2.025926553713953,1.8836916228784517,30.876374791131507,25.251265680724245,14.083347881387635,9.121630047135696,4.668678454747238,21.196605044171378,73.60718660069766,15.97961364203253,15.97961364203253,94.79002817157857,94.35129240999606,75.54690958227523
06049,8907,6920,136,372,99,1291,9,3,77,77,6740,1025,2224,1635,638,386,8603,1618,8698,8066,200,432,7035,174,398,77.69170315482205,1.5268889637363872,4.176490400808353,1.1114853486022231,14.49421803076232,0.10104412260020208,0.033681374200067365,0.8644886044683957,0.8644886044683957,15.207715133531158,32.997032640949556,24.258160237388722,9.46587537091988,5.72700296735905,18.807392769963965,92.73396183030582,4.9666590020694414,4.9666590020694414,87.21795189685098,87,92.12962962962963
06051,14310,9308,59,242,363,3865,0,96,377,377,9927,1135,2402,1151,2084,777,14190,1713,14198,11385,824,1989,10552,488,873,65.04542278127184,0.4122990915443746,1.6911250873515022,2.5366876310272537,27.009084556254372,0,0.670859538784067,2.634521313766597,2.634521313766597,11.433464289311978,24.19663543870253,11.59464087841241,20.993250730331418,7.827138108189785,12.071881606765327,80.18735033103253,14.00901535427525,14.00901535427525,92.68335529205093,59.22330097087378,43.89140271493213
06053,433410,129738,10737,819,23348,254294,1982,561,12238,11624,275668,78519,56000,35873,40905,27201,416284,54393,417249,290636,35229,91384,276744,33763,65747,29.934242403267113,2.4773309337578735,0.18896656745345056,5.3870469070856695,58.672850188043654,0.4573037078055421,0.1294386377794698,2.8236542765510717,2.6819870330633813,28.483175413903684,20.31429110379152,13.013117227969879,14.838501385724859,9.867304148468447,13.066320108387544,69.65528976702161,21.901550393170506,21.901550393170506,95.22013790445781,95.83865565301313,71.94585485424145
06055,139623,73210,2780,407,11196,47544,284,526,3883,3469,98223,14227,17473,15984,22816,12275,136360,10614,137806,107188,14772,15846,103011,14097,12626,52.43405456121126,1.9910759688589987,0.2914992515559757,8.018736168109838,34.051696353752604,0.20340488314962435,0.3767287624531775,2.7810604270070116,2.484547674810024,14.484387567066776,17.789112529651916,16.273174307443266,23.22877533775185,12.49707298697861,7.783807568201818,77.78180921004892,11.49877363830312,11.49877363830312,96.10310855692802,95.43054427294882,79.67941436324625
06057,99244,84513,478,413,1043,9373,124,98,3247,3157,76000,4286,13957,14300,18412,9895,98185,10844,98232,93527,2602,2103,87867,2519,1413,85.15678529684413,0.48164120752891865,0.41614606424569744,1.0509451452984562,9.44439966144049,0.1249445810326065,0.09874652371931805,3.2717343113941393,3.1810487283866027,5.639473684210526,18.364473684210523,18.815789473684212,24.226315789473684,13.019736842105264,11.044456892600703,95.21031842983957,2.140850232103592,2.140850232103592,93.94827162209843,96.81014604150653,67.18972895863052
06059,3168044,1285855,51269,6116,642948,1078726,8928,6032,92579,83761,2168424,315045,373447,283121,564720,315366,3130730,340048,3151089,2200915,518900,431274,2101829,493433,316796,40.58829359693237,1.6183171698372876,0.1930528742656352,20.29479388543846,34.050221524701044,0.28181426773113,0.1904013959402079,2.9222763320206413,2.6439342382870943,14.528754524022977,17.22204697974197,13.056533224129598,26.042877223273674,14.543557901960133,10.861620133323537,69.8461706413243,13.686506474428365,13.686506474428365,95.49796334706248,95.09211794179996,73.45585405102094
06061,385512,280105,6361,1373,28573,53969,566,391,14600,13748,270397,14777,48614,49966,71518,35860,382208,29588,382926,339197,28352,15377,326937,27467,13078,72.65791985722882,1.6500134885554796,0.3561497437174459,7.411701840669033,13.999304820602212,0.1468177384880367,0.10142356139367906,3.787171346157837,3.566166552532736,5.464927495497361,17.97874976423555,18.478755311634373,26.44925794295055,13.261981456894862,7.741334561286001,88.58030011020406,4.015658377858908,4.015658377858908,96.38558124040011,96.87852708803611,85.04909930415556
06063,18660,15514,141,268,212,1670,86,94,675,675,14479,709,3773,3025,2141,1291,18334,2224,18504,17742,441,321,17196,441,298,83.14040728831725,0.7556270096463023,1.4362272240085745,1.1361200428724545,8.94962486602358,0.4608788853161843,0.5037513397642015,3.617363344051447,3.617363344051447,4.896747012915256,26.05842944954762,20.892326818150426,14.786932799226465,8.916361627184198,12.130467982982438,95.88197146562905,1.7347600518806745,1.7347600518806745,96.92255664524856,100,92.83489096573209
06065,2411439,851702,147160,10362,152347,1179478,6471,5936,60279,55687,1559869,280136,418902,239472,221322,126615,2373706,325279,2389375,1872812,262588,253975,1754887,241779,183420,35.319242991425455,6.1025802435807,0.429701933161071,6.3176800242510796,48.911790843558556,0.26834599589705566,0.24616007288594072,2.499710753620556,2.309285036859734,17.958943988245167,26.854947434688427,15.35205841003315,14.188499162429666,8.117027776050424,13.70342409717126,78.38083180748103,10.629348679047867,10.629348679047867,93.70331885955451,92.07541852636069,72.21970666404174
06067,1524553,681829,144695,5554,235434,353318,17026,5074,84189,79057,1028580,126265,230622,171954,210144,107175,1504340,220713,1510932,1193144,182963,134825,1145718,174292,108168,44.7232073925931,9.490978667189662,0.3643035040434803,15.442821600823322,23.17518643169506,1.1167863629536001,0.3328188655953581,5.522208804810328,5.185585545402489,12.275661591708959,22.421396488362596,16.71761068657761,20.430496412529894,10.419704835793036,14.67174973742638,78.96741878522661,8.923300320596823,8.923300320596823,96.0251235391537,95.26079043303838,80.22844427962174
06069,60376,20703,454,186,1754,36081,36,101,1131,991,38958,7616,9644,6320,5294,2392,60052,5061,60212,48245,5332,6635,45981,5074,4635,34.29011527759375,0.7519544189744269,0.30806943156221017,2.9051278653769708,59.760500861269385,0.05962634159268584,0.16728501391281306,1.8732608983702135,1.6413806810653238,19.54925817547102,24.75486421274193,16.222598696031625,13.58899327480877,6.139945582422095,8.427695996802772,80.1252242077991,11.01939812661928,11.01939812661928,95.30728572909109,95.16129032258065,69.85681989449887
06071,2149031,613066,169340,7783,150165,1145874,6160,3624,55809,50229,1350620,270241,355250,212588,183593,99891,2091206,333613,2099054,1654771,222422,221861,1560893,206237,155378,28.527554977103637,7.879830491044569,0.36216322612377394,6.987567885246886,53.32049654006853,0.28664081625625687,0.16863414255075893,2.5969378757216623,2.337285967489534,20.00866268824688,26.302735040203757,15.74003050450904,13.593238660763204,7.395936680931721,15.953139002087791,78.83413194705805,10.569570863827229,10.569570863827229,94.3268283043394,92.72329176070713,70.03394016974592
06073,3316073,1510756,156084,12474,385657,1117517,12747,6560,117071,111485,2246571,282031,409613,316994,533725,338057,3234305,374787,3216326,2450133,414824,351369,2311304,389154,263832,45.55858691892489,4.706892761407846,0.3761678346646772,11.629930945428523,33.70001203230448,0.3844004640428603,0.19782435428894357,3.530410820268432,3.3619585576071453,12.553843168099293,18.232809023173537,14.110126054329019,23.757317262619342,15.047688232421766,11.587868181881426,76.17800558774204,10.924545583998636,10.924545583998636,94.3338177968298,93.81183345225928,75.08687448238177
06075,874961,354423,43782,1634,298108,133314,2934,3626,38843,35437,695330,80204,83795,57861,241699,162017,861359,89030,870863,572151,189117,109595,555059,184155,99746,40.50729118212126,5.003880172944851,0.1867511809097777,34.07100430762057,15.236564829746696,0.3353292318171896,0.41441847122328884,4.4393978703050765,4.050123376927657,11.53466699265097,12.05111242144018,8.321372585678741,34.76032962765881,23.300734902851882,10.33599230982668,65.6993120617135,12.584643049480803,12.584643049480803,97.01267672345237,97.37622741477499,91.01327615310917
06077,742603,236509,50030,1697,112885,307463,4055,956,30745,27271,467455,96843,132461,78882,60276,27429,726994,105461,732477,560561,85244,86672,535955,81084,68319,31.848645911745578,6.7371125621630945,0.22852048806697522,15.20125827662964,41.403414745159935,0.5460521974729431,0.12873635037833137,4.140166414625311,3.6723525221417095,20.71707437079505,28.33663133349734,16.87477939052957,12.894503214213133,5.8677305836925475,14.506447095849484,76.52950195023188,11.832726488340247,11.832726488340247,95.61046879822179,95.11989113603303,78.82476462986892
