GEOID,totpop_race,wht_pop,blk_pop,amin_pop,asn_pop,hisp_pop,hpi_pop,oth_pop,two_pop,thr_pop,totpop_ed,LessHS,HSGrad,SomeCol,BADeg,GradDeg,totpop_pov,pov_pop,allcit_pop,nat_pop,fbnat_pop,fb_pop,nat_ins,fbnat_ins,fb_ins,wht_pop_pct,blk_pop_pct,amin_pop_pct,asn_pop_pct,hisp_pop_pct,hpi_pop_pct,oth_pop_pct,two_pop_pct,thr_pop_pct,LessHS_pct,HSGrad_pct,SomeCol_pct,BADeg_pct,GradDeg_pct,pov_pop_pct,nat_pct,fbnat_pct,fb_pct,nat_ins_pct,fbnat_ins_pct,fb_ins_pct
01043,82853,76129,1034,234,314,3611,0,48,1556,1410,57726,10648,19668,10877,5121,2883,81597,12133,81979,79853,813,1313,71400,598,889,91.88442180729726,1.2479934341544663,0.28242791449917326,0.3789844664647025,4.358321364344079,0,0.05793393117931759,1.8780249357295453,1.7018092283924542,18.44576100890413,34.0713023594221,18.842462668468283,8.871219207982538,4.994283338530298,14.869419218843829,97.40665292330964,1.6016296856512033,1.6016296856512033,89.41429877399723,73.55473554735548,67.7075399847677
01045,49277,33787,9749,280,603,3210,4,160,1529,1439,33509,4651,10819,5998,4047,2031,47739,8424,46283,44639,624,1020,39791,579,543,68.56545650100453,19.784077764474297,0.5682164092781623,1.2236946242668993,6.51419526351036,0.008117377275402318,0.3246950910160927,3.1028674635225357,2.920226474825984,13.87985317377421,32.28684830940941,17.899668745710105,12.077352353099167,6.061058223163926,17.645949852322,96.44793984832444,2.203832940820604,2.203832940820604,89.13954165639912,92.78846153846155,53.23529411764706
01047,39149,10694,27572,37,222,419,5,0,210,190,26200,4757,9411,4038,2305,1549,38546,11204,38879,38374,105,400,34063,105,395,27.31615111497101,70.42836343201614,0.09451071547165955,0.5670642928299574,1.0702699941250096,0.012771718306981022,0,0.5364121688932029,0.4853252956652788,18.15648854961832,35.91984732824427,15.412213740458014,8.797709923664122,5.912213740458015,29.066569812691327,98.70109827927674,1.0288330461174413,1.0288330461174413,88.76583103142754,100,98.75
01049,71310,57359,1021,766,86,10376,150,20,1532,1532,47990,12072,16431,7658,3727,2519,70355,14833,70519,65325,820,4374,58705,578,1595,80.4361239657832,1.4317767494040106,1.0741831440190717,0.12060019632590101,14.550553919506381,0.2103491796381994,0.02804655728509325,2.1483662880381433,2.1483662880381433,25.155240675140654,34.238382996457595,15.957491143988332,7.76620129193582,5.249010210460512,21.083078672446874,92.63460911243779,6.2025837008465805,6.2025837008465805,89.86605434366628,70.48780487804878,36.46547782350251
01051,81144,59364,17223,211,439,2404,0,173,1369,1291,56093,7503,18232,8640,9143,4917,76637,8820,76190,74565,658,967,69487,640,408,73.15882874889085,21.22522922212363,0.2600315488514246,0.5410135068520162,2.9626343290939565,0,0.21320122251799273,1.6871241250123237,1.5909987183279108,13.376000570481164,32.50316438771326,15.402991460610057,16.299716542171037,8.765799654145793,11.508801231780993,97.86717416983856,1.269195432471453,1.269195432471453,93.18983437269497,97.26443768996961,42.1923474663909
01053,37057,22321,11850,1476,102,865,55,41,351,343,25859,4878,11308,3209,2112,1112,34089,7551,34190,33940,179,71,29172,134,24,60.23423374800983,31.977763985211972,3.98305313436058,0.27525163936638153,2.3342418436462746,0.1484200016191273,0.11064036484334944,0.9471894648784306,0.9256011010065575,18.86383850883638,43.72945589543292,12.40960593990487,8.167369194477745,4.30024362891063,22.150840447065036,99.26879204445744,0.20766305937408597,0.20766305937408597,85.95167943429581,74.86033519553072,33.80281690140845
01055,102748,80001,15861,377,764,3982,24,53,1686,1686,72032,11127,23668,11813,7899,4916,101346,17625,101958,99050,1120,1788,89271,945,961,77.86136956437109,15.43679682329583,0.3669171176081286,0.7435667847549344,3.8755012263012416,0.023358118892825165,0.051582512554988906,1.640907852220968,1.640907852220968,15.447301199466903,32.85761883607285,16.399655708573967,10.965959573522879,6.824744557974234,17.390918240483096,97.14784519115715,1.7536632731124582,1.7536632731124582,90.12720848056537,84.375,53.74720357941835
01057,16494,13937,1843,0,78,297,7,0,332,332,11706,2037,4831,1765,1062,389,16182,3146,16299,16145,124,30,14922,120,21,84.49739299139081,11.173760155207955,0,0.4728992360858494,1.8006547835576574,0.04243967503334546,0,2.0128531587243845,2.0128531587243845,17.401332649923116,41.26943447804545,15.077737912181789,9.072270630445924,3.3230821800785924,19.441354591521442,99.05515675808331,0.18406037180195106,0.18406037180195106,92.42489934964385,96.7741935483871,70
01059,31466,24181,1349,88,117,5400,0,10,321,321,20786,4739,7601,3056,1819,1088,30947,6007,31264,28447,596,2221,26067,494,1047,76.84802644123816,4.287167100997903,0.2796669420962309,0.3718299116506706,17.161380537723257,0,0.031780334329117144,1.0201487319646603,1.0201487319646603,22.79899932646974,36.567882228422974,14.702203406138747,8.751082459347638,5.234292312133166,19.410605228293534,90.98963664278403,7.104017400204708,7.104017400204708,91.63356417196893,82.88590604026845,47.14092751013057
01061,26417,22151,2487,236,115,1051,12,0,365,365,18660,3672,6714,3285,1419,912,26092,5743,26143,25750,218,175,22610,162,67,83.85130786993224,9.414392247416437,0.8933641215883711,0.4353257372146723,3.978498694022788,0.04542529431805277,0,1.3816860355074383,1.3816860355074383,19.678456591639872,35.98070739549839,17.60450160771704,7.604501607717042,4.887459807073955,22.010577954928713,98.49672952606817,0.6693952492062885,0.6693952492062885,87.80582524271846,74.31192660550458,38.285714285714285
01063,8324,1435,6614,37,0,145,0,0,126,60,5793,1204,2237,580,353,233,8242,3140,8269,8246,16,7,7189,16,7,17.239308024987988,79.45699183085055,0.4444978375780875,0,1.7419509851033157,0,0,1.513695338779433,0.7208073041806823,20.78370447091317,38.61557051614017,10.012083549110997,6.09356119454514,4.022095632660107,38.0975491385586,99.72185270286613,0.08465352521465716,0.08465352521465716,87.18166383701188,100,100
01065,14809,5854,8792,30,33,4,0,32,64,64,9921,1587,4303,1194,925,486,14565,3522,14582,14558,14,10,13177,14,10,39.530015531095955,59.3693024512121,0.20257951245864,0.222837463704504,0.027010601661152003,0,0.21608481328921603,0.43216962657843205,0.43216962657843205,15.996371333534926,43.37264388670497,12.035077109162383,9.32365688942647,4.8986997278500155,24.181256436663233,99.83541352352215,0.06857769853243725,0.06857769853243725,90.51380684159912,100,100
