placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors
223-222@8ts-zxh-fxq,,Waffle House,4824 E Chandler Blvd,Phoenix,AZ,85048,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-14T00:00:00-07:00,2022-03-21T00:00:00-07:00,5,4,"[2,0,0,1,1,0,1]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",40131167192,"{""040131167121"":4}","{""55021970700"":4}","{""480913107031"":4}","{""US"":4}",,5,"{""<5"":2,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":2}",{},{},"{""android"":0,""ios"":0}",63.58784519,5.69E-07,1.60E-06,4.51E-06,5.48E-06
224-222@5q9-9yy-mkz,,Waffle House,12880 E Mississippi Ave,Aurora,CO,80012,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-02-07T00:00:00-07:00,2022-02-14T00:00:00-07:00,71,64,"[3,5,9,13,10,21,10]","[0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,0,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0]",80050807002,"{""080010087092"":5,""080050801003"":4,""080310083893"":4,""080050805001"":4,""080050818001"":4,""080050809002"":4,""080310070371"":4,""080050807001"":4,""080590118062"":4,""060670052021"":4,""080050862003"":4,""080050821003"":4}","{""08005007702"":5,""08005080900"":5,""08005081400"":4,""08031007037"":4,""08001008309"":4,""08005080700"":4,""08013013508"":4,""08035013911"":4,""08031006901"":4,""08005080600"":4,""08005082100"":4,""08001008308"":4,""08005084500"":4,""08005006808"":4,""08005082400"":4,""08005086900"":4,""08005086200"":4,""08005086800"":4}","{""080310083912"":4,""080050813001"":4,""080050818001"":4,""080050809002"":4,""080050869002"":4,""080050821003"":4,""080310041061"":4,""060670052021"":4,""080050801003"":4,""080350144033"":4,""080050867001"":4,""080050811002"":4,""080350139114"":4,""080310050024"":4,""080319801001"":4}","{""US"":63}",5748,23,"{""<5"":1,""5-10"":25,""11-20"":6,""21-60"":30,""61-120"":4,""121-240"":0,"">240"":5}","{""King Soopers"":9,""Phillips 66"":7,""Walmart"":6,""7-Eleven"":6,""Circle K"":6,""McDonald's"":6,""Ross Stores"":4,""Walgreens"":4,""Burger King"":4,""Pizza Hut"":4,""Uniform Destination"":4,""Subway"":4,""Dollar Tree"":4,""Advance Auto Parts"":3,""Chevrolet"":3,""Safeway"":3,""ARC Thrift Stores"":3,""Starbucks"":3,""Wendy's"":3,""Pep Boys"":3}","{""Walmart"":38,""McDonald's"":34,""King Soopers"":25,""ConocoPhillips"":22,""Phillips 66"":19,""Subway"":19,""Walgreens"":17,""Target"":16,""7-Eleven"":16,""Dollar Tree"":16,""Uniform Destination"":14,""Circle K"":13,""AutoZone"":13,""Shell Oil"":13,""Chick-fil-A"":11,""Burger King"":11,""Starbucks"":9,""Wendy's"":9,""Panda Express"":9,""Pizza Hut"":9}","{""android"":34,""ios"":29}",1383.611496,1.16E-05,3.87E-05,9.71E-05,1.25E-04
222-222@8ts-znj-mrk,,Waffle House,101 E 29th Ave,Apache Junction,AZ,85119,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-02-07T00:00:00-07:00,2022-02-14T00:00:00-07:00,6,6,"[0,0,1,2,2,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",40210003181,"{""040134226291"":4}","{""04013422629"":4}",{},"{""US"":4}",13505,51.5,"{""<5"":0,""5-10"":1,""11-20"":1,""21-60"":1,""61-120"":3,""121-240"":0,"">240"":0}","{""The Home Depot"":33,""QuikTrip"":33,""Walmart"":17,""Chevron"":17,""Dutch Bros Coffee"":17,""Blimpie"":17,""Fry's Food & Drug Stores"":17}","{""Walmart"":50,""The Home Depot"":50,""QuikTrip"":50,""Fry's Food & Drug Stores"":50,""Church's Chicken"":33,""Farmer Boys"":33,""Brain Balance Centers"":33,""Circle K"":33,""Dutch Bros Coffee"":33,""Chompie's"":33,""CVS"":33,""AutoZone"":33,""Minuteman Press"":17,""Chevron"":17,""Buca di Beppo"":17,""PetSmart"":17,""Rosati's Chicago Pizza"":17,""True Value Hardware"":17,""Jack in the Box"":17,""Bed Bath & Beyond"":17}","{""android"":4,""ios"":0}",116.2779437,7.14E-07,2.80E-06,5.94E-06,7.43E-06
222-222@5q9-b39-yqf,,Waffle House,19312 E Plaza Dr,Parker,CO,80138,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-01-24T00:00:00-07:00,2022-01-31T00:00:00-07:00,61,49,"[7,2,8,11,13,5,15]","[0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,1,2,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,2,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0]",80350139042,"{""080050862003"":6,""080350140013"":5,""081010031052"":4,""080350139011"":4,""080050832001"":4,""080350140131"":4,""080350140103"":4,""080590120592"":4,""080350139072"":4,""080350139112"":4,""080350140051"":4,""080350139101"":4,""080350140124"":4}","{""08035014005"":8,""08035014013"":5,""08035014001"":4,""08035014011"":4,""08005084900"":4,""08035013910"":4,""08035013907"":4,""08039961207"":4,""08039961204"":4,""08059012059"":4,""08005086200"":4,""08005083200"":4,""08001008401"":4,""08035013911"":4}","{""080350140084"":4,""080050067111"":4,""080350140011"":4,""080010084011"":4,""080350140051"":4,""080050862003"":4,""080350139101"":4,""080350140083"":4,""080350140124"":4}","{""US"":47}",5519,31,"{""<5"":0,""5-10"":7,""11-20"":4,""21-60"":35,""61-120"":5,""121-240"":5,"">240"":5}","{""Subway"":19,""McDonald's"":11,""Walmart"":9,""Chick-fil-A"":7,""Murphy USA"":5,""Planet Fitness"":4,""Cinnabon"":4,""Les Schwab"":4,""Safeway"":4,""7-Eleven"":4,""ConocoPhillips"":4,""CrossFit"":4,""Maverik"":4,""Dutch Bros Coffee"":4,""Sinclair Oil"":4,""Subaru"":4,""Shell Oil"":4,""Circle K Gas"":2,""IHOP"":2,""Hyatt Place"":2}","{""Subway"":31,""Walmart"":29,""McDonald's"":27,""Chick-fil-A"":24,""7-Eleven"":20,""ConocoPhillips"":20,""Target"":16,""Starbucks"":16,""King Soopers"":16,""Chipotle Mexican Grill"":12,""Taco Bell"":12,""Safeway"":12,""Dutch Bros Coffee"":12,""Sinclair Oil"":12,""Raising Cane's"":12,""Phillips 66"":12,""Sonic"":10,""Walgreens"":10,""Del Taco"":8,""Wendy's"":8}","{""android"":17,""ios"":33}",1256.386568,1.07E-05,3.12E-05,9.13E-05,1.17E-04
224-222@5q9-75q-54v,,Waffle House,1039 Space Center Dr,Colorado Springs,CO,80915,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-01-31T00:00:00-07:00,2022-02-07T00:00:00-07:00,115,90,"[15,9,8,16,21,23,23]","[0,0,0,0,0,0,0,2,2,0,2,0,1,1,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,0,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,1,2,1,1,2,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,1,2,2,1,0,2,1,1,2,1,2,0,2,1,3,0,0,0,1,1,1,2,0,4,0,1,1,0,0,1,2,1,0,1,0,1]",80410059005,"{""080410045031"":5,""080410045061"":4,""080410071011"":4,""080410051062"":4,""080410045111"":4,""080410016003"":4,""080410076011"":4,""330170805003"":4,""080410063021"":4,""080410045021"":4,""080410040081"":4,""080410039022"":4,""080410051112"":4,""080410019002"":4,""080410051083"":4,""080410064002"":4,""080050832003"":4,""080410045033"":4}","{""08041005000"":8,""08041005109"":5,""08041007101"":4,""08041006302"":4,""08041003905"":4,""08041005110"":4,""08041006301"":4,""08041007601"":4,""08041006100"":4,""22097960800"":4,""08041004402"":4,""08041004506"":4,""08041005111"":4,""35001000710"":4,""08041005104"":4,""08041005105"":4,""08041005201"":4,""08005083200"":4,""08041005900"":4,""08041006901"":4,""08041004503"":4,""08041004008"":4,""08041003902"":4}","{""080410039051"":8,""080410051103"":5,""080410033051"":4,""080410050003"":4,""080410041001"":4,""080410071011"":4,""080410040081"":4,""080410045031"":4,""080410021022"":4,""080410040091"":4,""080259696004"":4,""080410045021"":4,""080410051112"":4,""220979608003"":4,""080410045111"":4,""200610005002"":4}","{""US"":88}",9448,24,"{""<5"":5,""5-10"":31,""11-20"":9,""21-60"":44,""61-120"":8,""121-240"":12,"">240"":6}","{""Walmart"":15,""Domino's Pizza"":5,""Shell Oil"":5,""Planet Fitness"":4,""Loaf 'N Jug"":4,""Circle K"":4,""Dutch Bros Coffee"":4,""Kum & Go"":4,""Jimmy John's"":3,""Freddy's Frozen Custard"":3,""7-Eleven"":3,""Chick-fil-A"":3,""Tiger Rock Martial Arts"":3,""Walgreens"":3,""Raising Cane's"":3,""McDonald's"":3,""Parry's Pizzeria & Bar"":2,""Target"":2,""Chevron"":2,""Safeway"":2}","{""Walmart"":47,""McDonald's"":23,""Kum & Go"":20,""Loaf 'N Jug"":19,""Shell Oil"":14,""ConocoPhillips"":13,""Circle K"":13,""Chick-fil-A"":13,""Sonic"":11,""Starbucks"":11,""Walgreens"":11,""IHOP"":10,""Target"":10,""Safeway"":10,""Dutch Bros Coffee"":10,""Domino's Pizza"":8,""Taco Bell"":8,""7-Eleven"":8,""Wendy's"":8,""Subway"":8}","{""android"":42,""ios"":45}",2156.862868,1.99E-05,5.16E-05,1.68E-04,2.12E-04
224-222@8ts-d5n-hqz,,Waffle House,820 N Dysart Rd,Goodyear,AZ,85338,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-28T00:00:00-07:00,2022-04-04T00:00:00-07:00,147,137,"[17,14,16,28,14,33,25]","[0,0,1,0,0,1,0,1,4,3,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,2,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,2,0,1,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,2,3,0,1,4,1,2,3,3,2,0,1,1,0,0,2,0,1,1,0,0,1,0,0,1,1,2,1,2,0,0,2,0,0,0,1,0,1,0,1,0,0,2,0,3,0,1,1,3,2,4,4,0,2,3,2,1,2,0,0,0,0,0,1,0,2,0,1,1,0,0,3,0,2,3,2,3,2,0,3,0,0,0,2,0,0,0,1,0,2]",40130610122,"{""040130822113"":5,""040130610453"":4,""040130610092"":4,""040130610442"":4,""040130506052"":4,""011270208002"":4,""080490002021"":4,""040130610122"":4,""040130610091"":4,""040130506061"":4,""040130610462"":4,""040130610121"":4,""040130610441"":4,""060710023042"":4,""060371064051"":4,""320030036171"":4,""040130610361"":4,""040159506002"":4,""040130610183"":4,""051310101023"":4,""040130506053"":4,""040130610344"":4,""040130610232"":4,""040130506091"":4,""040130506081"":4,""040130820083"":4,""040130820262"":4,""060710073031"":4,""040130612003"":4,""040130506082"":4,""040130614023"":4,""290970113005"":4,""040130822111"":4,""040130610234"":4}","{""04013061036"":7,""04013050605"":7,""04013061012"":6,""04013050608"":6,""04013061023"":6,""29097011300"":5,""04013040517"":5,""04013061044"":5,""04013092708"":4,""04013061045"":4,""04013082026"":4,""06071009117"":4,""04019004114"":4,""04013050606"":4,""06071000504"":4,""04013083000"":4,""04013061009"":4,""04013082023"":4,""04013082211"":4,""04013061019"":4,""01127020800"":4,""04013422220"":4,""32003003617"":4,""18089042602"":4,""04013061200"":4,""04013109705"":4,""04013061022"":4,""05131010102"":4,""06071007303"":4,""04015950600"":4}","{""040130507021"":8,""040130405172"":8,""040130610424"":5,""040131125142"":4,""040130610191"":4,""040130610223"":4,""290970110003"":4,""040130506082"":4,""060730085111"":4,""040134222201"":4,""040130612004"":4,""040130717011"":4,""051310013012"":4,""040130610234"":4,""290470222002"":4,""040130506091"":4,""040130506081"":4,""040130610101"":4,""040130822113"":4,""040159506002"":4,""060730083502"":4,""040130506051"":4,""060710005042"":4,""040130506072"":4,""040130610192"":4,""040250002031"":4,""481410103411"":4,""040130610091"":4,""040130610122"":4,""040130610344"":4,""040130506052"":4,""060710073031"":4,""120860043031"":4,""040130830002"":4,""040130611001"":4,""060710023042"":4,""171978801121"":4,""040130610092"":4}","{""US"":133}",16716,28,"{""<5"":4,""5-10"":29,""11-20"":10,""21-60"":90,""61-120"":4,""121-240"":5,"">240"":5}","{""Walmart"":10,""Circle K"":8,""McDonald's"":8,""QuikTrip"":6,""Dutch Bros Coffee"":5,""Chevron"":4,""Walgreens"":4,""Subway"":4,""Taco Bell"":3,""The Home Depot"":3,""Starbucks"":3,""Sam's Club Fuel Center"":3,""Love's Travel Stops and Country Stores"":3,""Cracker Barrel"":3,""Lowe's"":3,""Mobil"":3,""Black Bear Diner"":3,""Pilot Flying J"":3,""Burger King"":3,""Sam's Club"":3}","{""McDonald's"":36,""Walmart"":35,""Circle K"":24,""QuikTrip"":22,""Chevron"":18,""Shell Oil"":18,""Starbucks"":16,""Chick-fil-A"":14,""Sam's Club"":14,""Subway"":13,""Dutch Bros Coffee"":12,""Walgreens"":12,""The Home Depot"":11,""Pilot Flying J"":11,""Burger King"":11,""Sonic"":10,""Safeway"":9,""Cracker Barrel"":9,""Dollar Tree"":9,""Wendy's"":9}","{""android"":75,""ios"":60}",1780.92689,1.56E-05,5.17E-05,1.29E-04,1.59E-04
224-222@8ts-d5n-hqz,,Waffle House,820 N Dysart Rd,Goodyear,AZ,85338,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-21T00:00:00-07:00,2022-03-28T00:00:00-07:00,134,113,"[21,22,11,16,19,24,21]","[0,1,0,0,0,0,0,2,4,3,3,3,0,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,4,0,5,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,3,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,4,2,0,2,3,1,1,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,1,1,10,0,3,0,2,1,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,4,2,1,4,3,3,1,0,0,1,0,0,0,0,0,0]",40130610122,"{""271390804002"":7,""481410001092"":7,""040130506063"":5,""040131096031"":4,""040130610131"":4,""040130820222"":4,""040130820081"":4,""040130506031"":4,""040130610153"":4,""040137233083"":4,""040131096041"":4,""080410033081"":4,""040130610231"":4,""040131125133"":4,""040130507012"":4,""040130822113"":4,""040130405172"":4,""040130506081"":4,""060375324001"":4,""040130610132"":4,""040130506111"":4,""040130610161"":4,""040130610281"":4,""120710501062"":4,""040130822061"":4}","{""04013050608"":8,""04013082008"":8,""04013061013"":6,""06059032034"":5,""04013061012"":5,""04013061200"":4,""04013050610"":4,""48141000109"":4,""04013112513"":4,""06065043244"":4,""04013050603"":4,""04013050701"":4,""04013723305"":4,""04013082211"":4,""04013050606"":4,""04013092724"":4,""04013061019"":4,""04013109704"":4}","{""040130610112"":7,""040130610191"":5,""040131042161"":4,""040130610132"":4,""040130405286"":4,""040130830001"":4,""060650449041"":4,""040130506031"":4,""040131096041"":4,""040130923071"":4,""040130820083"":4,""CA:48112358"":4,""040130506101"":4,""040130931051"":4,""040130610122"":4,""040130506082"":4,""040131144022"":4,""040130610131"":4,""040130610153"":4,""040130506042"":4,""040130612001"":4,""481410001092"":4,""040131125134"":4}","{""US"":109}",15207,34,"{""<5"":2,""5-10"":25,""11-20"":18,""21-60"":61,""61-120"":14,""121-240"":5,"">240"":9}","{""Walmart"":10,""QuikTrip"":10,""McDonald's"":10,""Circle K"":8,""Love's Travel Stops and Country Stores"":6,""Shell Oil"":6,""Subway"":5,""Starbucks"":4,""Dutch Bros Coffee"":4,""Super 8"":4,""Walgreens"":4,""Pilot Flying J"":4,""Quality Inn"":4,""Denny's"":3,""ARCO"":3,""Sam's Club"":3,""Arby's"":3,""Petco"":2,""Cinnabon"":2,""Ross Stores"":2}","{""Walmart"":41,""QuikTrip"":30,""Circle K"":27,""McDonald's"":27,""Shell Oil"":19,""Walgreens"":18,""Jack in the Box"":15,""Love's Travel Stops and Country Stores"":14,""Chevron"":13,""Starbucks"":13,""Dutch Bros Coffee"":12,""Subway"":12,""Dollar Tree"":12,""Sam's Club"":11,""Taco Bell"":10,""ARCO"":10,""Family Dollar Stores"":10,""Ross Stores"":9,""Sam's Club Fuel Center"":9,""Denny's"":9}","{""android"":60,""ios"":54}",1581.643331,1.41E-05,4.12E-05,1.20E-04,1.47E-04
zzw-222@8ts-3ny-5j9,,Waffle House,709 W Starr Pass Blvd,Tucson,AZ,85713,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-21T00:00:00-07:00,2022-03-28T00:00:00-07:00,60,58,"[4,14,4,6,14,11,7]","[0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,1,1,2,1,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0]",40190025011,"{""040190033023"":4,""040190025063"":4,""040190005004"":4,""060650407031"":4,""410290024001"":4,""040190046411"":4,""040190027032"":4,""040190027021"":4,""270530271011"":4,""040190043291"":4,""040190025062"":4}","{""49035101200"":4,""16049940000"":4,""04019002506"":4,""04019004329"":4,""04019004334"":4,""41029002400"":4,""17031805600"":4,""04019002504"":4,""04013619500"":4,""04019000500"":4,""41051010407"":4}","{""040190040641"":4,""040190041181"":4,""040190025063"":4,""170318056002"":4,""040190045062"":4,""040190005004"":4,""040190040691"":4,""040190002001"":4,""040190025014"":4,""060710078001"":4,""040190043341"":4}","{""US"":55}",16053,23,"{""<5"":2,""5-10"":10,""11-20"":9,""21-60"":38,""61-120"":1,""121-240"":0,"">240"":0}","{""Eegee's"":10,""Safeway"":10,""McDonald's"":10,""Walmart"":7,""Circle K"":5,""Raising Cane's"":5,""Pilot Flying J"":5,""Spectrum"":5,""Texas Roadhouse"":5,""Hibbett Sports"":3,""Chevron"":3,""Goodwill Industries"":3,""Dickey's Barbecue Pit"":3,""Krispy Kreme Doughnuts"":3,""QuikTrip"":3,""Denny's"":3,""Dutch Bros Coffee"":3,""Motel 6"":3,""Chick-fil-A"":3,""Food City Arizona"":3}","{""Walmart"":31,""McDonald's"":29,""Circle K"":26,""Eegee's"":21,""QuikTrip"":21,""Safeway"":19,""Motto by Hilton"":19,""IHOP"":17,""Starbucks"":17,""Chevron"":16,""Burger King"":16,""Target"":14,""ARCO"":14,""Goodwill Industries"":12,""Pilot Flying J"":12,""Walgreens"":10,""Shell Oil"":10,""Fry's Food & Drug Stores"":10,""Dave & Buster's"":9,""Speedway"":9}","{""android"":20,""ios"":37}",708.1985063,6.30E-06,2.11E-05,5.37E-05,6.59E-05
222-222@8ts-3pw-4qf,,Waffle House,3565 E Irvington Rd,Tucson,AZ,85714,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-21T00:00:00-07:00,2022-03-28T00:00:00-07:00,38,37,"[5,3,6,6,4,8,6]","[0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0]",40190041181,"{""040190040641"":5,""040190040222"":4,""131350507093"":4,""040190041153"":4,""040131042163"":4,""060590758142"":4,""040190046243"":4,""040190033033"":4}","{""04021001710"":4,""04019003101"":4,""04019004125"":4,""04019004115"":4,""04013104216"":4,""04009961500"":4,""04019004064"":4,""04019004109"":4}","{""040210017101"":4,""040190046243"":4,""040190023002"":4,""040131042163"":4,""131350507093"":4,""060590758142"":4,""061130107012"":4}","{""US"":36}",23175,25,"{""<5"":0,""5-10"":8,""11-20"":8,""21-60"":21,""61-120"":0,""121-240"":0,"">240"":1}","{""QuikTrip"":16,""Walmart"":11,""Chevron"":11,""Circle K"":11,""Days Inn"":8,""Best Western"":8,""Target"":5,""Jersey Mike's"":5,""Motto by Hilton"":5,""Shell Oil"":5,""Oregano's Pizza Bistro"":3,""Jimmy John's"":3,""Kawasaki Motors"":3,""Vasa Fitness"":3,""Tesla Motors"":3,""Sunbelt Rentals"":3,""Olive Garden"":3,""Safeway Fuel Station"":3,""ALON"":3,""Staybridge Suites"":3}","{""Circle K"":46,""Walmart"":41,""QuikTrip"":35,""Taco Bell"":30,""Chevron"":24,""McDonald's"":24,""Motto by Hilton"":16,""The Home Depot"":14,""Ace Hardware"":14,""Pilot Flying J"":14,""Arby's"":14,""Target"":11,""Goodwill Industries"":11,""Speedway"":11,""Wendy's"":11,""Panda Express"":11,""Valero Energy"":11,""Dollar Tree"":11,""Just Sports"":8,""El Super"":8}","{""android"":31,""ios"":7}",448.5257206,3.99E-06,1.35E-05,3.40E-05,4.17E-05
222-222@8ts-zgj-7kf,,Waffle House,2189 E University Dr,Tempe,AZ,85281,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-28T00:00:00-07:00,2022-04-04T00:00:00-07:00,84,80,"[13,10,13,9,4,15,20]","[1,1,0,0,0,0,0,0,3,1,1,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,2,0,2,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,5,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,2,1,0,0,2,4,0,0,1,0,3,0,2,0,0]",40133192011,"{""040138172003"":4,""040133187001"":4,""040133191011"":4,""040210017032"":4,""040134221041"":4,""060650406091"":4,""040130506062"":4,""040136122001"":4,""040134221072"":4}","{""04021000214"":9,""04013319000"":6,""04013815900"":4,""04013319905"":4,""04013319201"":4,""04013421101"":4,""04013319403"":4,""04013103216"":4,""06065040609"":4,""04021000319"":4,""04013817100"":4,""04013318700"":4,""06071000105"":4,""26163592000"":4}","{""261635920002"":8,""040131032162"":7,""060650406091"":7,""040134211011"":4,""040131167272"":4,""040133199031"":4,""261251240003"":4,""040138172003"":4,""320030029791"":4,""040133194033"":4,""040134215022"":4,""040134226322"":4,""040138159001"":4,""040134225041"":4,""040133187001"":4,""040133199043"":4,""060730139051"":4,""040133190004"":4}","{""US"":77}",17095,23.5,"{""<5"":4,""5-10"":13,""11-20"":10,""21-60"":51,""61-120"":4,""121-240"":2,"">240"":0}","{""McDonald's"":11,""QuikTrip"":10,""Circle K"":10,""Dutch Bros Coffee"":8,""Walmart"":6,""Chevron"":6,""Starbucks"":6,""In-N-Out Burger"":6,""Target"":4,""The Home Depot"":4,""PetSmart"":4,""Jack in the Box"":4,""Filibertos"":4,""Dunkin'"":4,""IHOP"":2,""Jimmy John's"":2,""EoS Fitness"":2,""Taco Bell"":2,""Native Grill & Wings"":2,""Bass Pro Shops"":2}","{""McDonald's"":38,""Circle K"":29,""Walmart"":26,""Taco Bell"":21,""Starbucks"":21,""QuikTrip"":21,""Chevron"":19,""Dutch Bros Coffee"":19,""Jack in the Box"":16,""In-N-Out Burger"":16,""Shell Oil"":16,""Target"":13,""Filibertos"":13,""Chick-fil-A"":11,""Raising Cane's"":10,""Fry's Food & Drug Stores"":10,""Chipotle Mexican Grill"":9,""Popeyes Louisiana Kitchen"":9,""Wendy's"":9,""Denny's"":9}","{""android"":21,""ios"":58}",1017.672509,8.93E-06,3.02E-05,7.38E-05,9.06E-05
