placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors
222-222@5q9-b39-yqf,,Waffle House,19312 E Plaza Dr,Parker,CO,80138,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-01-03T00:00:00-07:00,2022-01-10T00:00:00-07:00,54,42,"[6,6,9,9,7,10,7]","[0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",80350139042,"{""720133010001"":5,""080519637001"":4,""080350140103"":4,""350430107054"":4,""080350140084"":4}","{""01063060100"":4,""13067030343"":4,""08035013910"":4,""08059011729"":4,""08035013911"":4,""08035013905"":4,""08035014011"":4}","{""080050816003"":6,""080350140051"":5,""080350140092"":4,""080350140111"":4,""080399612044"":4}","{""US"":40}",7875,25.5,"{""<5"":0,""5-10"":7,""11-20"":8,""21-60"":27,""61-120"":5,""121-240"":3,"">240"":4}","{""King Soopers"":12,""Walmart"":6,""Sprouts Farmers Market"":6,""Kohl's"":6,""Dutch Bros Coffee"":6,""Chili's Grill & Bar"":4,""Target"":4,""Planet Fitness"":4,""Safeway"":4,""PetSmart"":4,""Starbucks"":4,""Wendy's"":4,""Costco"":4,""Z Ultimate Self Defense Studios"":4,""AutoZone"":4,""Shell Oil"":4,""Subway"":4,""Sonic"":2,""Hallmark Cards"":2,""Advance Auto Parts"":2}","{""Starbucks"":29,""McDonald's"":26,""King Soopers"":24,""Walmart"":19,""Subway"":19,""Kohl's"":17,""Phillips 66"":17,""Target"":12,""Safeway"":12,""Dutch Bros Coffee"":12,""Costco"":12,""Chick-fil-A"":12,""Chili's Grill & Bar"":10,""Lowe's"":10,""ConocoPhillips"":10,""Panera Bread"":10,""Shell Oil"":10,""Dunkin'"":10,""Arby's"":10,""Sonic"":7}","{""android"":16,""ios"":23}",957.7226784,9.42E-06,2.33E-05,8.23E-05,1.03E-04
zzy-223@8ts-zbh-bp9,,Waffle House,1831 South Country,Mesa,AZ,85210,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-02-28T00:00:00-07:00,2022-03-07T00:00:00-07:00,60,53,"[7,9,4,3,8,17,12]","[0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,3,2,1,2,2,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0,1,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0]",40134223013,"{""040210003152"":5,""040134219022"":4,""040134222032"":4,""040134215012"":4,""040134204011"":4,""040138155002"":4}","{""04013420401"":6,""04021000315"":5,""04013421001"":4,""04013422628"":4,""04013422002"":4,""06071008500"":4,""48141001111"":4,""04013422307"":4,""04013422001"":4,""04013422203"":4,""53033001300"":4,""32003003410"":4,""04013816400"":4}","{""040134220022"":4,""040131170003"":4,""040134226292"":4,""040134223083"":4,""040138112001"":4,""040134210012"":4}","{""US"":55}",14846,31.5,"{""<5"":1,""5-10"":10,""11-20"":7,""21-60"":31,""61-120"":4,""121-240"":5,"">240"":2}","{""QuikTrip"":20,""Circle K"":16,""Walmart"":11,""Chevron"":7,""Dutch Bros Coffee"":5,""Culver's"":5,""McDonald's"":5,""Shell Oil"":5,""Fry's Food & Drug Stores"":5,""Ross Stores"":4,""Taco Bell"":4,""Popeyes Louisiana Kitchen"":4,""Starbucks"":4,""Holiday Inn"":4,""Denny's"":4,""Chick-fil-A"":4,""ARCO"":4,""In-N-Out Burger"":4,""Smashburger"":4,""IHOP"":2}","{""QuikTrip"":47,""Circle K"":42,""Walmart"":38,""McDonald's"":30,""Starbucks"":28,""Shell Oil"":23,""Chevron"":21,""Chick-fil-A"":21,""In-N-Out Burger"":21,""Denny's"":19,""Dutch Bros Coffee"":17,""Fry's Food & Drug Stores"":15,""Wendy's"":13,""Walgreens"":13,""Raising Cane's"":13,""Chipotle Mexican Grill"":11,""Jersey Mike's"":11,""Jack in the Box"":11,""Costco Gasoline"":11,""Taco Bell"":9}","{""android"":24,""ios"":30}",712.234558,6.39E-06,1.92E-05,5.52E-05,6.77E-05
223-222@8ts-zh9-z4v,,Waffle House,1801 W Baseline Rd,Guadalupe,AZ,85283,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-02-28T00:00:00-07:00,2022-03-07T00:00:00-07:00,18,15,"[1,4,0,1,6,4,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0]",40133200021,{},"{""04013092720"":4,""04021941400"":4,""04013422512"":4,""04013320007"":4,""04013319800"":4}","{""040133198001"":4,""040131084001"":4,""040131165003"":4}","{""US"":12}",17160,115,"{""<5"":0,""5-10"":5,""11-20"":1,""21-60"":2,""61-120"":3,""121-240"":5,"">240"":2}","{""Ramada"":39,""Circle K"":17,""TitleMax"":6,""Jersey Mike's"":6,""Pure Barre"":6,""Safeway"":6,""Firestone Complete Auto Care"":6,""Krispy Kreme Doughnuts"":6,""Denny's"":6,""Nationwide Vision"":6,""Holiday Inn Express"":6,""Motto by Hilton"":6,""Bank of America"":6,""Primrose Schools"":6,""In-N-Out Burger"":6,""Smashburger"":6,""Shell Oil"":6,""Fry's Food & Drug Stores"":6}","{""Circle K"":40,""Ramada"":27,""Walmart"":20,""QuikTrip"":20,""McDonald's"":20,""In-N-Out Burger"":20,""Shell Oil"":20,""The Home Depot"":13,""Starbucks"":13,""Wendy's"":13,""Bank of America"":13,""Subway"":13,""Petco"":7,""Hibbett Sports"":7,""TitleMax"":7,""Sprouts Farmers Market"":7,""EoS Fitness"":7,""Goodwill Industries"":7,""Jersey Mike's"":7,""Pure Barre"":7}","{""android"":4,""ios"":14}",213.6703674,1.92E-06,5.45E-06,1.66E-05,2.03E-05
222-222@8ts-zgj-7kf,,Waffle House,2189 E University Dr,Tempe,AZ,85281,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-12-27T00:00:00-07:00,2022-01-03T00:00:00-07:00,76,72,"[17,3,7,13,16,8,12]","[0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,2,3,1,0,3,1,0,0,0,1,0,0,2,0,1,1,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,2,0,1,0,1,0,0,0,1,0,0,1]",40133192011,"{""040130715124"":8,""060373013001"":5,""481410103421"":4,""040133191031"":4,""060590762013"":4,""240276011081"":4,""040134223021"":4,""040134214002"":4,""040136111001"":4,""360290037002"":4,""040136188002"":4,""040132173002"":4,""518100430022"":4,""040134211013"":4,""040138123003"":4}","{""04013319800"":6,""06037301300"":6,""32003002835"":4,""04013421101"":4,""53063010100"":4,""04013421001"":4,""48121021625"":4,""04013107201"":4,""06059076201"":4,""27053126100"":4,""04013421201"":4,""04013422203"":4,""08069001709"":4,""04013319103"":4,""04013421400"":4,""04013422102"":4,""04013116606"":4,""04013421302"":4}","{""040130822052"":5,""040139413001"":4,""040210002103"":4,""060670085083"":4,""530630101004"":4,""040070012002"":4,""481210216252"":4,""040133191031"":4,""040133187002"":4,""040133194031"":4,""040138119002"":4,""518100430022"":4}","{""US"":72}",23928,21.5,"{""<5"":3,""5-10"":20,""11-20"":6,""21-60"":38,""61-120"":8,""121-240"":0,"">240"":1}","{""Circle K"":14,""Chick-fil-A"":14,""QuikTrip"":11,""Walmart"":9,""Shell Oil"":9,""Dutch Bros Coffee"":8,""McDonald's"":7,""In-N-Out Burger"":7,""Chevron"":5,""Taco Bell"":5,""P.F. Chang's China Bistro"":5,""AC Hotel"":5,""Sheraton Hotels & Resorts"":4,""Target"":4,""Shake Shack"":4,""ARCO"":4,""Rubio's Restaurants"":4,""Fry's Food & Drug Stores"":4,""IHOP"":3,""Golden Corral"":3}","{""QuikTrip"":38,""Walmart"":36,""Circle K"":35,""McDonald's"":33,""Shell Oil"":31,""Chick-fil-A"":26,""Target"":22,""Starbucks"":21,""Dutch Bros Coffee"":19,""In-N-Out Burger"":19,""Chevron"":18,""ARCO"":18,""Raising Cane's"":14,""Sonic"":11,""Taco Bell"":11,""Twin Peaks Restaurant"":11,""Tesla Motors"":10,""Wendy's"":10,""Jack in the Box"":10,""Fry's Food & Drug Stores"":10}","{""android"":22,""ios"":52}",1329.395168,1.06E-05,3.25E-05,8.24E-05,9.78E-05
222-222@8ts-3pb-wff,,Waffle House,1380 W Grant Rd,Tucson,AZ,85745,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2022-03-07T00:00:00-07:00,2022-03-14T00:00:00-07:00,118,88,"[17,20,10,18,24,12,17]","[0,0,0,0,0,0,0,0,2,1,1,1,0,4,0,2,0,2,0,2,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,2,2,1,3,1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,2,0,1,4,1,0,1,2,4,1,1,3,1,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,4,0,0,1,1,0,0,1,0,0,0,0,0,3]",40190045044,"{""040190012001"":4,""040190046221"":4,""484759502002"":4,""530330042001"":4,""040190044242"":4,""250250005021"":4,""040190045113"":4,""040190025063"":4,""040190033042"":4,""040190044112"":4,""040190046473"":4,""040190040621"":4,""040190029012"":4,""481410103331"":4,""040190041161"":4,""040190002002"":4,""040190046132"":4,""010730108013"":4,""350290005002"":4}","{""04019001200"":7,""04019004427"":5,""04019004424"":4,""04019004613"":4,""04023966200"":4,""04019004511"":4,""04019000200"":4,""04019004716"":4,""04019004647"":4,""17031100400"":4,""04019001302"":4,""04019004313"":4,""04019004112"":4,""35029000500"":4,""48475950200"":4,""04019004626"":4,""22051023800"":4,""04019004627"":4,""04019004414"":4}","{""040190045043"":5,""040190012001"":5,""040190046132"":5,""040190002001"":4,""040190007004"":4,""060376011003"":4,""170315202001"":4,""040190025062"":4,""040190031013"":4,""040190045081"":4,""484759502002"":4,""040190040621"":4,""040190025063"":4,""040239662002"":4,""220510238002"":4,""490351133053"":4,""040190002002"":4,""040190013042"":4}","{""US"":84}",13489,22.5,"{""<5"":4,""5-10"":37,""11-20"":9,""21-60"":51,""61-120"":9,""121-240"":4,"">240"":4}","{""Circle K"":18,""Walmart"":9,""QuikTrip"":8,""McDonald's"":8,""Dutch Bros Coffee"":8,""Chevron"":5,""Walgreens"":5,""Pavilions"":4,""Love's Travel Stops and Country Stores"":4,""ARCO"":4,""AutoZone"":4,""Target"":3,""Safeway"":3,""Speedway"":3,""First Watch Restaurants"":3,""Costco Gasoline"":3,""Costco"":3,""CVS"":3,""ampm"":3,""Oregano's Pizza Bistro"":2}","{""Walmart"":41,""Circle K"":34,""McDonald's"":34,""QuikTrip"":27,""Dutch Bros Coffee"":17,""Target"":16,""Speedway"":16,""Taco Bell"":15,""Walgreens"":15,""Family Dollar Stores"":15,""Eegee's"":14,""Costco"":14,""Burger King"":14,""Safeway"":13,""Chevron"":11,""Costco Gasoline"":11,""Subway"":11,""Fry's Food & Drug Stores"":11,""Circle K Gas"":10,""Starbucks"":10}","{""android"":38,""ios"":50}",1563.789626,1.35E-05,3.54E-05,1.12E-04,1.36E-04
zzy-223@8ts-zbh-bp9,,Waffle House,1831 South Country,Mesa,AZ,85210,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-12-27T00:00:00-07:00,2022-01-03T00:00:00-07:00,56,55,"[16,6,3,3,7,14,7]","[0,0,0,0,0,0,0,0,2,1,4,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1]",40134223013,"{""040134221022"":4,""040138150002"":4,""040133199041"":4,""040134222201"":4,""040134224012"":4,""040138133002"":4,""040210003182"":4,""040134226282"":4,""040134224041"":4,""040134220022"":4}","{""41029000700"":6,""49035113307"":6,""04013811500"":4,""42069111500"":4,""04013116703"":4,""04013813300"":4,""04013422628"":4,""04013422220"":4,""04013422301"":4,""04013422402"":4,""04021000318"":4}","{""040135230023"":4,""060375030003"":4,""040210003182"":4,""040138115001"":4,""483750133003"":4,""040133194022"":4,""040138168002"":4,""040131032161"":4,""040134203031"":4}","{""US"":54}",18201,26,"{""<5"":0,""5-10"":13,""11-20"":6,""21-60"":33,""61-120"":3,""121-240"":1,"">240"":0}","{""Circle K"":18,""Walmart"":11,""McDonald's"":11,""QuikTrip"":9,""Starbucks"":5,""Jack in the Box"":5,""Famous Dave's"":5,""Sonic"":4,""Chili's Grill & Bar"":4,""Total Wine & More"":4,""Whataburger"":4,""T.J. Maxx"":4,""Handel's Home Made Ice Cream"":4,""Denny's"":4,""Carl's Jr."":4,""CVS"":4,""Nordstrom Rack"":4,""In-N-Out Burger"":4,""Fry's Food & Drug Stores"":4,""Petco"":2}","{""Walmart"":44,""Circle K"":40,""QuikTrip"":31,""McDonald's"":31,""Dutch Bros Coffee"":22,""Fry's Food & Drug Stores"":22,""Target"":18,""Sonic"":16,""Chevron"":16,""Starbucks"":16,""Jack in the Box"":13,""Chick-fil-A"":13,""Raising Cane's"":13,""Shell Oil"":13,""Taco Bell"":11,""Costco"":11,""Olive Garden"":9,""Barnes and Noble"":9,""Wendy's"":9,""Denny's"":9}","{""android"":24,""ios"":30}",979.5543341,7.82E-06,2.48E-05,6.07E-05,7.21E-05
222-222@5q9-6pn-guk,,Waffle House,222 Wolfensberger Rd,Castle Rock,CO,80109,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-12-27T00:00:00-07:00,2022-01-03T00:00:00-07:00,60,55,"[9,11,4,7,5,17,7]","[0,0,1,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,4,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0]",80350144033,"{""080350144064"":5,""080350146033"":4,""080350139082"":4,""080050871002"":4,""080350145051"":4,""080350144054"":4,""120231108002"":4,""080350139051"":4,""080350144063"":4,""311090034022"":4,""080350140131"":4,""080350145062"":4,""401450307981"":4}","{""08035014406"":17,""31109003402"":5,""08035014505"":4,""08015000402"":4,""08043979100"":4,""08035014604"":4,""08035014506"":4,""08035014013"":4}","{""080350144064"":6,""080350144062"":5,""080350144054"":4,""080350145062"":4,""080350146032"":4,""120231105001"":4,""080350139082"":4,""120860006071"":4,""080350140131"":4,""300310011013"":4}","{""US"":50}",5179,23.5,"{""<5"":2,""5-10"":10,""11-20"":7,""21-60"":34,""61-120"":2,""121-240"":2,"">240"":3}","{""Walmart"":8,""Starbucks"":7,""Target"":5,""Chick-fil-A"":5,""Tokyo Joe's"":5,""McDonald's"":5,""IHOP"":3,""Chipotle Mexican Grill"":3,""Simon mall"":3,""EZ GO"":3,""Rocky Mountain Spine & Sports"":3,""King Soopers"":3,""Qdoba Mexican Grill"":3,""Burger King"":3,""REI"":3,""Shell Oil"":3,""Subway"":3,""La Quinta Inns & Suites"":3,""Petco"":2,""Perfumania"":2}","{""McDonald's"":35,""Walmart"":33,""Target"":33,""Chick-fil-A"":25,""King Soopers"":18,""Sonic"":15,""Starbucks"":15,""Burger King"":15,""Shell Oil"":15,""Freddy's Frozen Custard"":13,""Subway"":13,""Safeway"":11,""7-Eleven"":11,""Sierra"":11,""Walgreens"":11,""Phillips 66"":11,""ConocoPhillips"":9,""Qdoba Mexican Grill"":9,""Panda Express"":9,""In-N-Out Burger"":9}","{""android"":14,""ios"":41}",1065.555049,1.10E-05,3.02E-05,9.07E-05,1.11E-04
225-222@5q6-79s-vxq,,Waffle House,8401 Pearl St,Thornton,CO,80229,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-12-27T00:00:00-07:00,2022-01-03T00:00:00-07:00,17,16,"[2,4,1,2,3,1,4]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0]",80010090012,"{""080010085471"":4,""530110413192"":4}","{""08123002009"":10,""08001009002"":6,""08123002019"":4}","{""080050067062"":4,""530110413192"":4,""080140305003"":4,""080010093061"":4}","{""US"":16}",8212,8,"{""<5"":1,""5-10"":14,""11-20"":1,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}","{""Sonic"":12,""Walmart"":12,""Chipotle Mexican Grill"":12,""Subway"":12,""Jimmy John's"":6,""Target"":6,""Cinnabon"":6,""Fuzzy's Taco"":6,""Barnes and Noble"":6,""Romantix"":6,""Murphy USA"":6,""Starbucks"":6,""Ace Hardware"":6,""Crocs"":6,""Circle K"":6,""Love's Travel Stops and Country Stores"":6,""Sinclair Oil"":6,""Super 8"":6,""Natural Grocers"":6,""Costco"":6}","{""Walmart"":63,""Starbucks"":31,""Cinnabon"":25,""Circle K"":25,""Sonic"":19,""Subway"":19,""Little Caesars"":13,""Jimmy John's"":13,""Chipotle Mexican Grill"":13,""The Home Depot"":13,""Safeway"":13,""Wendy's"":13,""Ace Hardware"":13,""Sinclair Oil"":13,""Costco"":13,""Walgreens"":13,""Panera Bread"":13,""McDonald's"":13,""Sam's Club"":13,""Exxon Mobil"":13}","{""android"":10,""ios"":7}",301.907264,3.11E-06,8.78E-06,2.57E-05,3.13E-05
zzy-222@5qk-jcn-vj9,,Waffle House,3811 Hwy 119 At I 25,Longmont,CO,80504,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-12-27T00:00:00-07:00,2022-01-03T00:00:00-07:00,85,78,"[7,12,6,10,24,14,12]","[0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,3,2,2,1,2,3,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,1,0,0,1,0,0,0,0,0,2]",81230020101,"{""080690010035"":4,""080130133062"":4,""081230021033"":4,""080590605003"":4,""081230020042"":4,""480291605013"":4,""080130127071"":4,""080130132131"":4,""080130127051"":4,""080130132113"":4,""080130134012"":4,""080590103062"":4,""080350145061"":4,""350410003001"":4}","{""08069002600"":4,""16011950100"":4,""08123002208"":4,""08123002009"":4,""08013013305"":4,""49035115209"":4,""08005082900"":4,""08123002101"":4,""49029970100"":4,""31109010300"":4,""08035014506"":4,""08123002014"":4,""08011966700"":4,""08031000903"":4,""08013012705"":4,""08041002400"":4,""08123002103"":4,""08059060500"":4,""08013013213"":4}","{""080130134012"":7,""380150112003"":4,""080130133053"":4,""470679605001"":4,""080130133062"":4,""120330024002"":4,""490211106003"":4,""081230025022"":4,""080590605003"":4,""401230891001"":4,""080130132131"":4,""080130128003"":4,""080690027004"":4,""081230020141"":4,""080690026002"":4,""080130132112"":4,""480291419001"":4,""080130132051"":4,""081230020091"":4,""080130127071"":4,""080410030004"":4}","{""US"":75}",25185,28,"{""<5"":0,""5-10"":8,""11-20"":14,""21-60"":54,""61-120"":7,""121-240"":0,"">240"":2}","{""Walmart"":13,""ConocoPhillips"":9,""Phillips 66"":7,""Love's Travel Stops and Country Stores"":6,""The Home Depot"":5,""McDonald's"":5,""Subway"":5,""American Furniture Warehouse (AFW)"":4,""Safeway Fuel Station"":4,""Murphy USA"":4,""7-Eleven"":4,""King Soopers"":4,""Circle K"":4,""Sinclair Oil"":4,""AutoZone"":4,""Chuck & Don's Pet Food Outlet"":4,""Little Caesars"":2,""Goodwill Industries"":2,""Taco Bell"":2,""Safeway"":2}","{""Walmart"":37,""McDonald's"":31,""ConocoPhillips"":24,""7-Eleven"":18,""King Soopers"":18,""Subway"":15,""Taco Bell"":14,""Walgreens"":14,""Phillips 66"":14,""Shell Oil"":13,""The Home Depot"":12,""Circle K"":12,""Chick-fil-A"":12,""Target"":10,""Murphy USA"":10,""Starbucks"":10,""Wendy's"":10,""Chili's Grill & Bar"":9,""Safeway"":9,""Love's Travel Stops and Country Stores"":9}","{""android"":38,""ios"":40}",1509.53632,1.55E-05,4.28E-05,1.28E-04,1.57E-04
224-222@5q9-75q-54v,,Waffle House,1039 Space Center Dr,Colorado Springs,CO,80915,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-12-27T00:00:00-07:00,2022-01-03T00:00:00-07:00,137,109,"[13,19,14,27,25,22,17]","[0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,1,1,3,2,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,2,5,0,0,1,0,0,0,2,3,1,2,0,0,2,0,4,1,2,2,1,1,2,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,3,5,0,3,0,4,2,0,1,2,1,0,0,1,0,0,1,0,2,1,0,0,0,1,0,2,2,5,0,2,0,0,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,6,3,0,0,2,1,0,1,0,0,1,0,0]",80410059005,"{""080410061002"":5,""080410061001"":5,""080410050001"":5,""080410063013"":5,""080410051101"":5,""518100454222"":4,""080410044023"":4,""080410051111"":4,""280450303008"":4,""080410039022"":4,""080410059005"":4,""080410051082"":4,""310550060004"":4,""080410046032"":4,""080410046011"":4,""311699632001"":4,""080410002024"":4,""080410040081"":4,""080410045083"":4,""295101193003"":4,""311530106232"":4,""080410045034"":4,""080410065022"":4}","{""08041004507"":6,""08041004008"":6,""31153010623"":5,""08041006100"":5,""08041004603"":5,""17163500400"":4,""08041005110"":4,""48439113108"":4,""31169963200"":4,""08041005108"":4,""08041005501"":4,""08041006400"":4,""08041006501"":4,""08041006301"":4,""08041005111"":4,""08041000202"":4,""08041003902"":4,""08041004503"":4,""08041005900"":4,""08041005109"":4}","{""080410051081"":4,""310550060004"":4,""080410045022"":4,""080410040081"":4,""080410062002"":4,""080410051111"":4,""080410045071"":4,""080410044022"":4,""080410038011"":4,""080410020001"":4,""080410063013"":4,""080410051062"":4,""080410039022"":4,""080410065022"":4,""080410051091"":4,""295101193003"":4,""080410051082"":4,""080410045084"":4,""080410061001"":4,""080410076011"":4,""080410051101"":4}","{""US"":106}",8325,22,"{""<5"":2,""5-10"":41,""11-20"":17,""21-60"":55,""61-120"":9,""121-240"":6,"">240"":7}","{""Walmart"":20,""ConocoPhillips"":6,""King Soopers"":4,""McDonald's"":4,""Sonic"":3,""Green Burrito"":3,""Loaf 'N Jug"":3,""Circle K"":3,""Shell Oil"":3,""Sheraton Hotels & Resorts"":2,""Safeway Fuel Station"":2,""Dutch Bros Coffee"":2,""Big Lots Stores"":2,""Kum & Go"":2,""Target"":2,""Viewhouse"":2,""Barnes and Noble"":2,""Freddy's Frozen Custard"":2,""Ross Stores"":2,""Huddle House"":2}","{""Walmart"":56,""McDonald's"":24,""Starbucks"":17,""ConocoPhillips"":17,""King Soopers"":17,""Shell Oil"":16,""Dutch Bros Coffee"":15,""Walgreens"":15,""Sonic"":14,""Loaf 'N Jug"":13,""Taco Bell"":13,""7-Eleven"":13,""Kum & Go"":13,""Target"":12,""Safeway"":10,""Raising Cane's"":10,""Chick-fil-A"":9,""Pizza Hut"":9,""Subway"":9,""AutoZone"":8}","{""android"":54,""ios"":54}",2433.017363,2.50E-05,5.98E-05,2.07E-04,2.52E-04
