status_id,word
1438221942461436e3,mat
1438221942461436e3,14
1438221942461436e3,yesterday
1438221942461436e3,we’re
1438221942461436e3,flood
1438221942461436e3,watch
1438221942461436e3,severe
1438221942461436e3,floods
1438221942461436e3,2
1438221942461436e3,weeks
1438221942461436e3,ago
1438221942461436e3,yeah
1438221942461436e3,crisis
1438221942461436e3,https
1438221942461436e3,t.co
1438221942461436e3,sgmkh3ubhh
143822191989615e4,rainy
143822191989615e4,night
143822191989615e4,helsinge
143822191989615e4,denmark
143822191989615e4,gischat
1437920020798005200,link
1437920020798005200,7
1437920020798005200,i’d
1437920020798005200,college
1437920020798005200,https
1437920020798005200,t.co
1437920020798005200,3fsxxz0fsg
1437920020798005200,scotthyoung
1437920020798005200,gischat
1436321335496556500,ancient
1436321335496556500,meltwater
1436321335496556500,channels
1436321335496556500,entombed
1436321335496556500,north
1436321335496556500,sea
1436321335496556500,scientists
1436321335496556500,understand
1436321335496556500,modern
1436321335496556500,climatechange
1436321335496556500,lost
1436321335496556500,ice
1436321335496556500,age
1436321335496556500,landscapes
1436321335496556500,buried
1436321335496556500,seafloor
1436321335496556500,mapped
1436321335496556500,scientists
1436321335496556500,https
1436321335496556500,t.co
1436321335496556500,aa81e2zjhc
1436321335496556500,gischat
1436321335496556500,mapping
1438221840070189e3,checking
1438221840070189e3,san
1438221840070189e3,diego
1438221840070189e3,appears
1438221840070189e3,summer
1438221840070189e3,day
1438221840070189e3,fall
1438221840070189e3,night
1438221840070189e3,words
1438221840070189e3,typical
1438221840070189e3,september
1438221840070189e3,midst
1438221840070189e3,index
1438221840070189e3,data
1438221840070189e3,cleanup
1438221840070189e3,document
1438221840070189e3,management
1438221840070189e3,conversion
1438221840070189e3,week
1438221840070189e3,possibly
1438221840070189e3,home
1438221840070189e3,stretch
1438221840070189e3,gischat
1437370188786290700,jachymc
1437370188786290700,i’ve
1437370188786290700,tweet
1437370188786290700,yesterday
1437370188786290700,couple
1437370188786290700,job
1437370188786290700,ads
1437370188786290700,blogs
1437370188786290700,wrote
1437370188786290700,3
1437370188786290700,ago
1437370188786290700,complete
1437370188786290700,data
1437370188786290700,https
1437370188786290700,t.co
1437370188786290700,65cvijwg8e
1437370188786290700,https
1437370188786290700,t.co
1437370188786290700,sd75lh63ni
1437370188786290700,gischat
1438221523039424500,micheletobias
1438221523039424500,presently
1438221523039424500,revisiting
1438221523039424500,postgis
1438221523039424500,training
1438221523039424500,pickup
1438221523039424500,missed
1438221523039424500,previously
1438221523039424500,totally
1438221523039424500,forgotten
1438221523039424500,gischat
1435754123991867400,micheletobias
1435754123991867400,uphill
1435754123991867400,boat
1435754123991867400,sail
1435754123991867400,sri
1435754123991867400,lanka
1435754123991867400,top
1435754123991867400,australia
1435754123991867400,200m
1435754123991867400,centre
1435754123991867400,earth
1435754123991867400,gischat
1438209095866138600,rustprooflabs
1438209095866138600,gerardathletics
1438209095866138600,proof
1438209095866138600,concept
1438209095866138600,webmap
1438209095866138600,temporal
1438209095866138600,support
1438209095866138600,qgis
1438209095866138600,boss
1438209095866138600,loved
1438209095866138600,decided
1438209095866138600,expand
1438209095866138600,ready
1438209095866138600,share
1438209095866138600,gischat
1438220810402082800,geospatial
1438220810402082800,hub
1438220810402082800,rising
1438220810402082800,gischat
1438220810402082800,geoint
1438220810402082800,mapping
1438220810402082800,nga_geoint
1438220810402082800,https
1438220810402082800,t.co
1438220810402082800,j0osj3oinq
1435744001710252e3,micheletobias
1435744001710252e3,diff
1435744001710252e3,srid
1435744001710252e3,3857
1435744001710252e3,reality
1435744001710252e3,denver
1435744001710252e3,29.8
1435744001710252e3,magically
1435744001710252e3,1km
1435744001710252e3,line
