fid,store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,X,Y,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,method,match,st_fips,COUNTYFP,tract_fips,gisjn_tct,cty_fips,place_fips,place_name,gisjn_plc,msa_fips,msa_name,msaclass_name,msa_class,gisjn_msa,puma_fips,gisjn_puma
"31498",st_432368,Family Dollar 11634,A141053,"8370",Senoia Rd,,Fairburn,GA,30213,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.57596,33.52873,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121010510",G1301210010510,"13121","1328380",Fairburn city,G13028380,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"31505",st_432887,Family Dollar Store 6973,A147967,8570A,Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.36333,33.52064,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","063","13063040612",G1300630040612,"13063","1342604",Jonesboro city,G13042604,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"31521",st_432861,Family Dollar Store 5675,A147163,9145B,Roosevelt Hwy,,Palmetto,GA,30268,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.66158,33.52818,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121010400",G1301210010400,"13121","1358884",Palmetto city,G13058884,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"31563",st_430250,Dollar General 19085,A103416,"1291",Columbia Dr,,Decatur,GA,30032,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.26524,33.7516,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089022900",G1300890022900,"13089","1306884",Belvedere Park CDP,G13006884,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"31626",st_430184,Dollar General 19003,A103534,"2310",Martin Luther King Jr Dr SW,,Atlanta,GA,30310,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.46577,33.75179,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121008102",G1301210008102,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31637",st_430191,Dollar General 19011,A103566,"2690",Metropolitan Pkwy SW,,Atlanta,GA,30315,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.4077,33.68163,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007400",G1301210007400,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31638",st_430251,Dollar General 19086,A103593,"2628",Rainbow Way,,Decatur,GA,30034,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.27066,33.71185,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089023412",G1300890023412,"13089","1359080",Panthersville CDP,G13059080,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"31640",st_430244,Dollar General 19079,A103576,"2779",Lakewood Ave SW,,Atlanta,GA,30315,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.40864,33.69728,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007500",G1301210007500,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31692",st_430252,Dollar General 19087,A103615,"4824",Flat Shoals Pkwy,,Decatur,GA,30034,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.23035,33.68147,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089023413",G1300890023413,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"31696",st_430625,DOLLAR GENERAL 2565,A046056,"5055",Austell Rd,,Austell,GA,30106,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.61362,33.82925,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","067","13067031404",G1300670031404,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"31706",st_430255,Dollar General 19090,A103414,"5209",Memorial Dr,,Stone Mountain,GA,30083,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.22396,33.79691,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089022005",G1300890022005,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"31723",st_430254,Dollar General 19089,A103564,"6355",Jimmy Carter Blvd,,Norcross,GA,30071,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.22157,33.93101,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","135","13135050306",G1301350050306,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"31739",st_430247,Dollar General 19082,A103482,"807",Cascade Ave SW,,Atlanta,GA,30310,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.43755,33.73348,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121006000",G1301210006000,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31749",st_430248,Dollar General 19083,A103483,"8775",Roswell Rd,,Atlanta,GA,30350,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.35065,33.99762,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121010119",G1301210010119,"13121","1368516",Sandy Springs city,G13068516,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301001",G13001001
"31806",st_431413,Dollar Tree 7560,A091725,"2020",Campbellton Rd SW,,Atlanta,GA,30311,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.45593,33.70699,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007603",G1301210007603,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31819",st_431169,Dollar Tree 6839,A125293,"2344",Marietta Blvd NW,,Atlanta,GA,30318,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.45387,33.8207,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121008800",G1301210008800,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301006",G13001006
"31838",st_431162,Dollar Tree 6832,A125286,"3030",Veterans Memorial Hwy SW,,Austell,GA,30168,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.63679,33.80503,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","067","13067031408",G1300670031408,"13067","1304252",Austell city,G13004252,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"31925",st_432586,Family Dollar 12190,A141454,"9591",Conners Rd,,Villa Rica,GA,30180,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.89571,33.73217,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","097","13097080404",G1300970080404,"13097","1379528",Villa Rica city,G13079528,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"32587",st_454319,Dollar General 13836,,"3509",Mlk Jr Dr SW,,Atlanta,GA,30331,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.50284,33.75787,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","121","13121007807",G1301210007807,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"32600",st_454106,Dollar General 19460,,"3690",Highway 166,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.69686,33.65953,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","097","13097080511",G1300970080511,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"32716",st_454263,Dollar General 20164,,"4423",Jonesboro Rd,,Forest Park,GA,30297,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.35829,33.63395,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","063","13063040303",G1300630040303,"13063","1330536",Forest Park city,G13030536,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"33079",st_454117,Dollar General 19469,,"925",Shiloh Rd NW,,Kennesaw,GA,30144,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.57665,34.05237,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","067","13067030228",G1300670030228,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"33197",st_453983,Dollar Tree 7774,,"1900",Duluth Hwy,,Lawrenceville,GA,30043,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.07828,33.97673,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","135","13135050511",G1301350050511,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"33211",st_454292,Dollar Tree 5242,,"2034",Metropolitan Pkwy SW,,Atlanta,GA,30315,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.408,33.69918,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","121","13121007500",G1301210007500,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"33242",st_454107,Dollar Tree 7700,,"2710",Fairburn Rd,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.6686,33.73241,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","097","13097080602",G1300970080602,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"33288",st_454118,Dollar Tree 1807,,"4283",Wade Green Rd NW,,Kennesaw,GA,30144,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.59302,34.05726,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","067","13067030223",G1300670030223,"13067","1343192",Kennesaw city,G13043192,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"33293",st_454399,Dollar Tree 7676,,"4470",Nelson Brogdon Blvd,,Buford,GA,30518,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.01646,34.09824,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","135","13135050106",G1301350050106,"13135","1374180",Sugar Hill city,G13074180,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304002",G13004002
"33299",st_454062,Dollar Tree 7776,,"4890",Cherokee St,,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.67714,34.0734,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","067","13067030104",G1300670030104,"13067","1300408",Acworth city,G13000408,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"33300",st_453963,Dollar Tree 1480,,"4855",Flat Shoals Pkwy,,Decatur,GA,30034,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.22931,33.68106,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","089","13089023425",G1300890023425,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"33605",st_454327,Family Dollar 12249,,2461A,Riverdale Rd,,Atlanta,GA,30337,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.46976,33.63522,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","121","13121010603",G1301210010603,"13121","1317776",College Park city,G13017776,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"33670",st_453971,Family Dollar 12308,,"3295",Highway 124,,Snellville,GA,30039,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.0419,33.81328,0,0,0,0,0,0,0,0,0,0,0,1,usda,,"13","135","13135050723",G1301350050723,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
