fid,store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,X,Y,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,method,match,st_fips,COUNTYFP,tract_fips,gisjn_tct,cty_fips,place_fips,place_name,gisjn_plc,msa_fips,msa_name,msaclass_name,msa_class,gisjn_msa,puma_fips,gisjn_puma
"18401",st_212582,Family Dollar Store 8168,A148691,"4104",Redan Rd,,Stone Mountain,GA,30083,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.22216,33.76379,0,0,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023111",G1300890023111,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"18530",st_216447,Family Dollar Store 4367,A146381,"7490",Old National Hwy,,Riverdale,GA,30296,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.46593,33.55257,0,0,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121010515",G1301210010515,"13121",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"18603",st_225275,Dollar General 12233,A106442,"1941",Auburn Rd,,Dacula,GA,30019,Combination Grocery/Other,2,Small retail,4,Dollar General,-83.92818,34.04923,0,0,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050605",G1301350050605,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304004",G13004004
"18617",st_224036,Dollar General 12190,A106399,"8446",Highway 85,,Jonesboro,GA,30238,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.42275,33.52489,0,0,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040526",G1300630040526,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"18882",st_243774,Dollar General 12586,A106794,"2105",S Cobb Dr SE,,Smyrna,GA,30080,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.54111,33.90145,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031004",G1300670031004,"13067","1371492",Smyrna city,G13071492,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"18891",st_248293,Dollar General 12715,A106904,"2200",Powder Springs Rd,,Marietta,GA,30064,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.61752,33.88507,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031503",G1300670031503,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"19038",st_261027,Dollar General 13043,A107194,"3900",Glenwood Rd,,Decatur,GA,30032,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.25833,33.73808,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023101",G1300890023101,"13089","1306884",Belvedere Park CDP,G13006884,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"19062",st_266319,Dollar General 13141,A107271,"4286",Chamblee Tucker Rd,,Tucker,GA,30084,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.2204,33.88083,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089021812",G1300890021812,"13089","1377652",Tucker city,G13077652,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"19087",st_267236,Dollar General 12819,A107000,"4570",Klondike Rd,,Lithonia,GA,30038,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.12648,33.64696,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023418",G1300890023418,"13089","1373784",Stonecrest city,G13073784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"19204",st_245515,Dollar General 11983,A106211,"710",Six Flags Dr,,Austell,GA,30168,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.57571,33.77864,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031311",G1300670031311,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"19273",st_241474,Dollar General 12581,A106789,"989",Athens Hwy,,Loganville,GA,30052,Combination Grocery/Other,2,Small retail,4,Dollar General,-83.95755,33.86178,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050724",G1301350050724,"13135","1371604",Snellville city,G13071604,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"19275",st_252695,Dollar General 12540,A106749,"980",N Indian Creek Dr,,Clarkston,GA,30021,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.24036,33.80595,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089022008",G1300890022008,"13089","1316544",Clarkston city,G13016544,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"19327",st_248362,Dollar Tree 1967,A120864,"11585",Jones Bridge Rd,,Alpharetta,GA,30022,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.21374,34.06372,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121011623",G1301210011623,"13121","1342425",Johns Creek city,G13042425,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301002",G13001002
"19593",st_257876,Dollar Tree 1388,A120333,"2840",Chapel Hill Rd,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.737,33.72818,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080603",G1300970080603,"13097","1323900",Douglasville city,G13023900,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"19639",st_248367,Dollar Tree 2033,A120929,"3255",Lawrenceville Suwanee Rd,,Suwanee,GA,30024,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.05292,34.0371,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050213",G1301350050213,"13135","1374936",Suwanee city,G13074936,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304002",G13004002
"19653",st_249058,Dollar Tree 3672,A122451,"3425",Centerville Hwy,,Snellville,GA,30039,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.04352,33.8068,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050723",G1301350050723,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"19700",st_257875,Dollar Tree 859,A125822,"4100",Five Forks Trickum Rd,,Liburn,GA,30047,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.09413,33.86773,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050429",G1301350050429,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"19726",st_257869,Dollar Tree 4590,A123294,"4880",Lower Roswell Rd,,Marietta,GA,30068,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.4096,33.96613,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030319",G1300670030319,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303005",G13003005
"19874",st_248335,Family Dollar Store 8456,A148830,"0",Mableton Pkwy,,Mableton,GA,30126,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.53363,33.7792,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031312",G1300670031312,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"19904",st_262703,Family Dollar Store 8515,A148869,"11108",Tara Blvd,,Lovejoy,GA,30250,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.32479,33.4483,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040606",G1300630040606,"13063","1347616",Lovejoy city,G13047616,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"19908",st_267987,Family Dollar Store 8582,A148904,"12100",County Line Rd,,Fayetteville,GA,30215,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.40226,33.42667,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040608",G1300630040608,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"19918",st_267245,Family Dollar Store 8649,A148936,"1355",E West Connector,,Austell,GA,30106,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.59645,33.85535,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031406",G1300670031406,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"19992",st_267839,Family Dollar Store 8557,A148888,"2630",Old Norcross Rd,,Lawrenceville,GA,30044,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.08753,33.94966,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050539",G1301350050539,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"20056",st_253419,Family Dollar Store 8551,A148883,"4624",Jimmy Carter Blvd,,Norcross,GA,30093,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.19194,33.88543,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050434",G1301350050434,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"20082",st_259091,Family Dollar Store 4220,A146280,"5638",Riverdale Rd,,Atlanta,GA,30349,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.42934,33.60122,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040520",G1300630040520,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"20108",st_248324,Family Dollar Store 8331,A148771,"7050",Jimmy Carter Blvd,,Norcross,GA,30092,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.24097,33.94515,0,0,0,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050317",G1301350050317,"13135","1359735",Peachtree Corners city,G13059735,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"20470",st_282866,DOLLAR GENERAL 13055,A107205,"2847",Bouldercrest Rd,,Ellenwood,GA,30294,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.30775,33.67678,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","089","13089023423",G1300890023423,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"20870",st_295271,Dollar Tree 4864,A123548,"1453",Terrell Mill Rd SE,,Marietta,GA,30067,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.46889,33.9168,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","067","13067030413",G1300670030413,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"21014",st_295266,Dollar Tree 4819,A123505,"4271",Lawrenceville Hwy,,Tucker,GA,30084,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.20964,33.85422,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","089","13089021806",G1300890021806,"13089","1377652",Tucker city,G13077652,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"21021",st_295267,Dollar Tree 4895,A123577,"4420",Jonesboro Rd,,Forest Park,GA,30297,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.35806,33.63366,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","063","13063040303",G1300630040303,"13063","1330536",Forest Park city,G13030536,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"21248",st_283397,Family Dollar Store 8859,A149048,"1605",Austell Rd SE,,Marietta,GA,30008,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.55464,33.91374,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","067","13067031002",G1300670031002,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"21319",st_278791,Family Dollar Store 8474,A148842,"2500",Snapfinger Rd,,Decatur,GA,30034,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.21845,33.70697,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","089","13089023414",G1300890023414,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"21323",st_272192,Family Dollar Store 8652,A148940,"2683",Lee Rd,,Lithia Springs,GA,30122,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.66734,33.73436,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","097","13097080602",G1300970080602,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"21477",st_272196,Family Dollar Store 8648,A148935,"6365",Highway 85,,Riverdale,GA,30274,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.41164,33.58174,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","063","13063040510",G1300630040510,"13063","1365464",Riverdale city,G13065464,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"21478",st_280915,Family Dollar Store 8385,A148793,"6385",Old National Hwy,,Atlanta,GA,30349,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.46943,33.58144,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","121","13121010516",G1301210010516,"13121",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"21576",st_277096,Dollar Tree 4765,A123458,"790",Powder Springs St,,Marietta,GA,30064,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.56104,33.93302,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","067","13067030902",G1300670030902,"13067","1349756",Marietta city,G13049756,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"21589",st_277860,Family Dollar Store 8805,A131624,"1800",Panola Rd,,Lithonia,GA,30058,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.16936,33.73801,0,0,0,0,1,1,1,1,1,1,1,1,usda,,"13","089","13089023314",G1300890023314,"13089","1363952",Redan CDP,G13063952,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"21994",st_318296,Dollar General 13962,A107972,"3510",N Decatur Rd,,Scottdale,GA,30079,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.24849,33.78802,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","089","13089022100",G1300890022100,"13089","1369392",Scottdale CDP,G13069392,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"22190",st_311503,Dollar General 13728,A107753,"6660",S Sweetwater Rd,,Lithia Springs,GA,30122,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.66027,33.7929,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","097","13097080202",G1300970080202,"13097","1346832",Lithia Springs CDP,G13046832,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"22256",st_313480,Dollar General 13653,A107686,"8427",Highway 166,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.85069,33.61948,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","097","13097080402",G1300970080402,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"22461",st_317264,Dollar Tree 5137,A123810,"2550",Sandy Plains Rd,,Marietta,GA,30066,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.49561,34.01294,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","067","13067030502",G1300670030502,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"22523",st_315880,Dollar Tree 4723,A123420,"4030",Lawrenceville Hwy NW,,Lilburn,GA,30047,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.11468,33.90399,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","135","13135050436",G1301350050436,"13135","1346356",Lilburn city,G13046356,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"22547",st_310425,Dollar Tree 4772,A123464,"4651",Woodstock Rd,,Roswell,GA,30075,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.42126,34.06237,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","067","13067030342",G1300670030342,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303005",G13003005
"22590",st_302051,Dollar Tree 6614,A125169,"630",E Lake Dr,,Decatur,GA,30030,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.30502,33.75974,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","089","13089022700",G1300890022700,"13089","1322052",Decatur city,G13022052,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"22593",st_316762,Dollar Tree 5135,A123807,"6526",Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.37241,33.57665,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","063","13063040414",G1300630040414,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"22813",st_319220,Family Dollar Store 9106,A149172,"2051",Austell Rd SW,,Marietta,GA,30008,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.56603,33.90378,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","067","13067031002",G1300670031002,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"22841",st_310410,Family Dollar Store 9097,A149170,"2324",Cascade Rd SW,,Atlanta,GA,30311,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.46462,33.72193,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","121","13121008000",G1301210008000,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"22891",st_317002,Family Dollar Store 9226,A149238,"307",Forest Pkwy,,Forest Park,GA,30297,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.3792,33.62061,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","063","13063040308",G1300630040308,"13063","1330536",Forest Park city,G13030536,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"22922",st_322915,Family Dollar 10491,A140327,"3429",Covington Dr,,Decatur,GA,30032,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.24923,33.76141,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","089","13089023107",G1300890023107,"13089","1306884",Belvedere Park CDP,G13006884,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"22945",st_317531,Family Dollar Store 10151,A144108,"3824",Powder Springs Rd,,Powder Springs,GA,30127,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.6652,33.86049,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","067","13067031506",G1300670031506,"13067","1362524",Powder Springs city,G13062524,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"22999",st_313458,Family Dollar Store 10281,A144179,"4949",Buford Hwy,,Atlanta,GA,30341,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.28745,33.88705,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","089","13089021307",G1300890021307,"13089","1315172",Chamblee city,G13015172,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302004",G13002004
"23079",st_313446,Family Dollar Store 8894,A149066,"7132",Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.37104,33.55947,0,0,0,0,0,1,1,1,1,1,1,1,usda,,"13","063","13063040417",G1300630040417,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"23322",st_335759,Dollar General 14326,A108332,"1219",Winder Hwy,,Dacula,GA,30019,Combination Grocery/Other,2,Small retail,4,Dollar General,-83.94432,33.97689,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050545",G1301350050545,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"23416",st_346081,Dollar General 14086,A108093,"1955",Harbins Rd,,Dacula,GA,30019,Combination Grocery/Other,2,Small retail,4,Dollar General,-83.85491,33.94765,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050608",G1301350050608,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304004",G13004004
"23595",st_328337,Dollar General 13941,A107952,"3570",Lee Rd,,Snellville,GA,30039,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.01069,33.78316,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050728",G1301350050728,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"24005",st_341242,Dollar Tree 5260,A123929,"2050",Lawrenceville Hwy,,Decatur,GA,30033,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.27345,33.80966,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","089","13089022302",G1300890022302,"13089","1356112",North Decatur CDP,G13056112,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"24057",st_335287,Dollar Tree 5351,A124012,"2725",Hamilton Mill Rd NE,,Buford,GA,30519,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-83.92175,34.0809,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050606",G1301350050606,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304002",G13004002
"24105",st_332965,Dollar Tree 5383,A124040,"3825",Venture Dr,,Duluth,GA,30096,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.13577,33.95217,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050211",G1301350050211,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"24193",st_332966,Dollar Tree 5178,A123851,"757",Whitlock Ave SW,,Marietta,GA,30064,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.57476,33.95189,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","067","13067030901",G1300670030901,"13067","1349756",Marietta city,G13049756,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"24210",st_345821,Dollar Tree 6525,A125108,"895",New Hope Rd,,Lawrenceville,GA,30046,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-83.95905,33.93514,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050522",G1301350050522,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"24268",st_345816,Family Dollar Store 10154,A144109,"1125",N Indian Creek Dr,,Clarkston,GA,30021,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.24199,33.8092,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","089","13089022007",G1300890022007,"13089","1316544",Clarkston city,G13016544,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"24305",st_329880,Family Dollar Store 10056,A144047,"1308",Powder Springs Rd SW,,Marietta,GA,30064,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.59212,33.91399,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","067","13067030901",G1300670030901,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"24427",st_340617,Family Dollar 10473,A140316,"2335",Highway 138 E,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.31429,33.53565,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","063","13063040614",G1300630040614,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
