state_name,st_fips,cd_fips,cd_id,year,dem_vote,repub_vote,total_vote,pct_dem,pct_gop,uncontest,missing
Pennsylvania,42,11,G4211,1990,138875,68112,206987,67.09358559,32.90641441,0,0
Pennsylvania,42,12,G4212,1990,166916,0,166916,100,0,1,0
Pennsylvania,42,13,G4213,1990,127685,126312,253997,50.27027878,49.72972122,0,0
Pennsylvania,42,14,G4214,1990,165633,61311,229038,72.31682079,26.76892044,0,0
Pennsylvania,42,15,G4215,1990,111419,99520,213324,52.22994131,46.65204103,0,0
Pennsylvania,42,16,G4216,1990,74741,137823,212564,35.16164543,64.83835457,0,0
Pennsylvania,42,17,G4217,1990,65881,150158,216039,30.49495693,69.50504307,0,0
Pennsylvania,42,18,G4218,1990,96655,154024,254329,38.00392405,60.56092699,0,0
Pennsylvania,42,19,G4219,1990,74798,98599,217587,34.3761346,45.31474766,0,0
Pennsylvania,42,20,G4220,1990,114898,111591,226489,50.73005753,49.26994247,0,0
Pennsylvania,42,21,G4221,1990,70802,150729,221531,31.96031255,68.03968745,0,0
Rhode Island,44,1,G4401,1990,48092,135982,194089,24.77832335,70.06167274,0,0
Rhode Island,44,2,G4402,1990,144450,49998,204413,70.66576001,24.45930543,0,0
South Carolina,45,1,G4501,1990,59908,121938,184549,32.4618394,66.07350893,0,0
South Carolina,45,2,G4502,1990,0,148667,169670,0,87.62126481,1,0
South Carolina,45,3,G4503,1990,119119,75660,194864,61.12930044,38.8270794,0,0
South Carolina,45,4,G4504,1990,94182,99879,198410,47.46837357,50.33970062,0,0
South Carolina,45,5,G4505,1990,112031,70866,183086,61.19036955,38.70640027,0,0
South Carolina,45,6,G4506,1990,120647,64149,184871,65.26010029,34.69933088,0,0
South Dakota,46,0,G4600,1990,230070,89375,332902,69.11042889,26.84724033,0,0
Tennessee,47,1,G4701,1990,47809,114797,170158,28.09682765,67.46494435,0,0
Tennessee,47,2,G4702,1990,52887,148377,205401,25.74817065,72.23772036,0,0
Tennessee,47,3,G4703,1990,105693,102763,216533,48.81149755,47.45835508,0,0
Tennessee,47,4,G4704,1990,98984,50340,154511,64.06275281,32.58020465,0,0
Tennessee,47,5,G4705,1990,125233,49417,187590,66.75888907,26.34308865,0,0
Tennessee,47,6,G4706,1990,120177,86289,212428,56.57305063,40.62035137,0,0
Tennessee,47,7,G4707,1990,72062,125101,202866,35.52197017,61.66681455,0,0
Tennessee,47,8,G4708,1990,136852,0,163432,83.73635518,0,1,0
Tennessee,47,9,G4709,1990,123276,60606,212755,57.94270405,28.48628704,0,0
Texas,48,1,G4801,1990,152209,0,152209,100,0,1,0
Texas,48,2,G4802,1990,118625,92176,211350,56.12727703,43.61296428,0,0
Texas,48,3,G4803,1990,0,201569,234139,0,86.08945968,1,0
Texas,48,4,G4804,1990,128008,83875,220333,58.09751603,38.06737983,0,0
Texas,48,5,G4805,1990,98567,62419,167330,58.90575509,37.30293432,0,0
Texas,48,6,G4806,1990,73933,189140,263073,28.10360622,71.89639378,0,0
Texas,48,7,G4807,1990,0,169407,169407,0,100,1,0
Texas,48,8,G4808,1990,53473,179349,232822,22.96733127,77.03266873,0,0
Texas,48,9,G4809,1990,118690,96270,221361,53.61829771,43.49004567,0,0
Texas,48,10,G4810,1990,177233,68646,261892,67.67407939,26.21156813,0,0
Texas,48,11,G4811,1990,199999,58033,178032,112.338793,32.59694886,0,0
Texas,48,12,G4812,1990,125492,74432,199924,62.76985254,37.23014746,0,0
Texas,48,13,G4813,1990,117892,77514,195406,60.33182195,39.66817805,0,0
Texas,48,14,G4814,1990,135930,54412,199671,68.07698664,27.25082761,0,0
Texas,48,15,G4815,1990,86351,56549,142900,60.42757173,39.57242827,0,0
Texas,48,16,G4816,1990,66731,61870,128601,51.8899542,48.1100458,0,0
Texas,48,17,G4817,1990,136213,69958,206171,66.0679727,33.9320273,0,0
Texas,48,18,G4818,1990,111422,56080,172208,64.70198829,32.56526991,0,0
Texas,48,19,G4819,1990,47325,162057,209382,22.60222942,77.39777058,0,0
Texas,48,20,G4820,1990,103755,0,103755,100,0,1,0
Texas,48,21,G4821,1990,62827,190979,264653,23.73938705,72.16203859,0,0
Texas,48,22,G4822,1990,67812,150221,218033,31.10171396,68.89828604,0,0
Texas,48,23,G4823,1990,63797,98259,166347,38.35175867,59.06869375,0,0
Texas,48,24,G4824,1990,104174,70042,174216,59.79588557,40.20411443,0,0
Texas,48,25,G4825,1990,98975,73192,176877,55.95696444,41.38016814,0,0
Texas,48,26,G4826,1990,55237,150209,205531,26.87526456,73.08337915,0,0
Texas,48,27,G4827,1990,87022,66853,156844,55.48315524,42.62388105,0,0
Texas,48,28,G4828,1990,122457,0,140585,87.10530995,0,1,0
Texas,48,29,G4829,1990,64064,34609,98673,64.92556221,35.07443779,0,0
Texas,48,30,G4830,1990,107831,37853,150747,71.53110841,25.11028412,0,0
Utah,49,1,G4901,1990,68712,160037,245254,28.01666843,65.25357385,0,0
Utah,49,2,G4902,1990,127738,118307,252969,50.49551526,46.76739047,0,0
Utah,49,3,G4903,1990,135029,84019,229061,58.94892627,36.67974906,0,0
Vermont,50,0,G5000,1990,22279,86901,281626,7.9108463,30.85688111,0,0
Virginia,51,1,G5101,1990,89814,133537,232051,38.70442273,57.54640144,0,0
Virginia,51,2,G5102,1990,99253,77797,177133,56.03303732,43.92010523,0,0
Virginia,51,3,G5103,1990,132432,35780,168473,78.60725457,21.23782446,0,0
Virginia,51,4,G5104,1990,147649,68286,215960,68.36867939,31.6197444,0,0
Virginia,51,5,G5105,1990,133031,60030,193084,68.89799258,31.0900955,0,0
Virginia,51,6,G5106,1990,84618,127309,212087,39.8977778,60.02678146,0,0
Virginia,51,7,G5107,1990,0,211618,255375,0,82.86558982,1,0
Virginia,51,8,G5108,1990,138542,102717,247126,56.06128048,41.56462695,0,0
Virginia,51,9,G5109,1990,133284,77985,211295,63.07958068,36.90811425,0,0
Virginia,51,10,G5110,1990,75775,144471,227191,33.35299374,63.590107,0,0
Virginia,51,11,G5111,1990,114172,103119,228272,50.01577066,45.1737401,0,0
Washington,53,1,G5301,1990,148844,113897,271274,54.86850933,41.98596253,0,0
Washington,53,2,G5302,1990,133207,107365,255920,52.05025008,41.9525633,0,0
Washington,53,3,G5303,1990,138043,108583,246626,55.97260629,44.02739371,0,0
Washington,53,4,G5304,1990,106556,103028,209584,50.8416673,49.1583327,0,0
Washington,53,5,G5305,1990,135965,110443,246408,55.17880913,44.82119087,0,0
Washington,53,6,G5306,1990,152933,66664,238162,64.21385444,27.99103131,0,0
Washington,53,7,G5307,1990,222604,54149,283950,78.39549216,19.06990667,0,0
Washington,53,8,G5308,1990,87611,155874,258171,33.93525996,60.37626224,0,0
Washington,53,9,G5309,1990,110902,91910,212919,52.0864742,43.16665023,0,0
West Virginia,54,1,G5401,1990,172924,0,172924,100,0,1,0
West Virginia,54,2,G5402,1990,143988,59102,203090,70.89861638,29.10138362,0,0
West Virginia,54,3,G5403,1990,122279,64012,186291,65.63870504,34.36129496,0,0
Wisconsin,55,1,G5501,1990,147495,104352,256280,57.55228656,40.71796473,0,0
Wisconsin,55,2,G5502,1990,108291,183366,292898,36.97225655,62.60404646,0,0
Wisconsin,55,3,G5503,1990,108664,146903,260335,41.74006568,56.42844796,0,0
Wisconsin,55,4,G5504,1990,173482,84872,263803,65.76195115,32.17249235,0,0
Wisconsin,55,5,G5505,1990,162344,71085,234176,69.32563542,30.35537374,0,0
Wisconsin,55,6,G5506,1990,128232,143875,272137,47.12038422,52.86859192,0,0
Wisconsin,55,7,G5507,1990,166200,91772,257982,64.42309929,35.57302447,0,0
Wisconsin,55,8,G5508,1990,81792,191704,273532,29.90216867,70.08467017,0,0
Wisconsin,55,9,G5509,1990,77362,192898,276787,27.9500121,69.69185692,0,0
Wyoming,56,0,G5600,1990,77418,113882,196977,39.30306584,57.81487179,0,0
Alabama,1,1,G0101,2015,0,208083,215893,0,96.38246724,1,0
Alabama,1,2,G0102,2015,112089,134886,276584,40.52620542,48.76854771,0,0
Alabama,1,3,G0103,2015,94549,192164,287104,32.9319689,66.93184351,0,0
Alabama,1,4,G0104,2015,0,235925,239444,0,98.5303453,1,0
Alabama,1,5,G0105,2015,102234,205647,308326,33.15776159,66.69791065,0,0
Alabama,1,6,G0106,2015,83709,245313,329306,25.41982229,74.49393573,0,0
Alabama,1,7,G0107,2015,229330,0,233028,98.41306624,0,1,0
Alaska,2,0,G0200,2015,111019,155088,308198,36.02197289,50.3208976,0,0
Arizona,4,1,G0401,2015,142219,121745,280710,50.66403049,43.37038225,0,0
Arizona,4,2,G0402,2015,135873,179806,315679,43.04150735,56.95849265,0,0
Arizona,4,3,G0403,2015,148973,0,151035,98.63475353,0,1,0
Arizona,4,4,G0404,2015,81296,203487,284783,28.5466478,71.4533522,0,0
Arizona,4,5,G0405,2015,114940,205184,320124,35.90483688,64.09516312,0,0
Arizona,4,6,G0406,2015,122866,201578,324444,37.86970941,62.13029059,0,0
Arizona,4,7,G0407,2015,119465,39286,158811,75.22463809,24.73758115,0,0
Arizona,4,8,G0408,2015,0,204942,298971,0,68.54912349,1,0
Arizona,4,9,G0409,2015,169055,108350,277507,60.91918402,39.04406015,0,0
Arkansas,5,1,G0501,2015,0,183866,241047,0,76.27807025,1,0
Arkansas,5,2,G0502,2015,111347,176472,302464,36.81330671,58.34479475,0,0
Arkansas,5,3,G0503,2015,0,217192,280907,0,77.31811596,1,0
Arkansas,5,4,G0504,2015,0,"182,885",244159,0,74.90405842,1,0
California,6,1,G0601,2015,128588,185448,314036,40.94689781,59.05310219,0,0
California,6,2,G0602,2015,254194,76572,330766,76.85009947,23.14990053,0,0
California,6,3,G0603,2015,152513,104453,256996,59.34450342,40.64382325,0,0
California,6,4,G0604,2015,130845,220133,350978,37.28011442,62.71988558,0,0
California,6,5,G0605,2015,224526,67565,292091,76.86851016,23.13148984,0,0
California,6,6,G0606,2015,177565,57848,235413,75.4270155,24.5729845,0,0
California,6,7,G0607,2015,152133,145168,297301,51.17137177,48.82862823,0,0
California,6,8,G0608,2015,83035,136972,220007,37.74198094,62.25801906,0,0
California,6,9,G0609,2015,133163,98992,232155,57.35952273,42.64047727,0,0
California,6,10,G0610,2015,116470,124761,241141,48.29954259,51.73777997,0,0
California,6,11,G0611,2015,214868,83341,298209,72.05282201,27.94717799,0,0
California,6,12,G0612,2015,274035,0,338845,80.87326064,0,1,0
California,6,13,G0613,2015,293117,29754,322871,90.78455482,9.215445178,0,0
California,6,14,G0614,2015,231630,54817,286447,80.86312651,19.13687349,0,0
California,6,15,G0615,2015,198578,70619,269197,73.76679532,26.23320468,0,0
California,6,16,G0616,2015,97473,70843,167956,58.03484246,42.17949939,0,0
California,6,17,G0617,2015,233192,0,233192,100,0,1,0
California,6,18,G0618,2015,230460,93470,323930,71.14500046,28.85499954,0,0
California,6,19,G0619,2015,181802,64061,245863,73.94443247,26.05556753,0,0
California,6,20,G0620,2015,180980,74811,255791,70.75307575,29.24692425,0,0
California,6,21,G0621,2015,57282,75126,132408,43.26173645,56.73826355,0,0
California,6,22,G0622,2015,76211,158755,234966,32.43490548,67.56509452,0,0
California,6,23,G0623,2015,74468,167116,241584,30.82488907,69.17511093,0,0
California,6,24,G0624,2015,166034,144780,310814,53.41908666,46.58091334,0,0
California,6,25,G0625,2015,122406,138755,261161,46.86993847,53.13006153,0,0
California,6,26,G0626,2015,169248,111059,280307,60.37951246,39.62048754,0,0
California,6,27,G0627,2015,168977,81655,250632,67.42036133,32.57963867,0,0
California,6,28,G0628,2015,210883,59526,270409,77.98667944,22.01332056,0,0
California,6,29,G0629,2015,171824,0,171824,100,0,1,0
California,6,30,G0630,2015,205279,77325,282604,72.63839153,27.36160847,0,0
California,6,31,G0631,2015,121070,94866,215936,56.06753853,43.93246147,0,0
California,6,32,G0632,2015,186646,0,186646,100,0,1,0
California,6,33,G0633,2015,219397,110822,330219,66.4398475,33.5601525,0,0
California,6,34,G0634,2015,159156,0,159156,100,0,1,0
California,6,35,G0635,2015,124044,47309,171353,72.39091233,27.60908767,0,0
California,6,36,G0636,2015,144348,88269,232617,62.05393415,37.94606585,0,0
California,6,37,G0637,2015,237272,0,237272,100,0,1,0
California,6,38,G0638,2015,163590,68524,232114,70.47829946,29.52170054,0,0
California,6,39,G0639,2015,112769,150777,263456,42.80373193,57.23042937,0,0
California,6,40,G0640,2015,106554,0,149297,71.3704897,0,1,0
California,6,41,G0641,2015,128164,69159,197323,64.95137414,35.04862586,0,0
California,6,42,G0642,2015,104689,149547,254236,41.17788197,58.82211803,0,0
California,6,43,G0643,2015,167017,52499,219516,76.08420343,23.91579657,0,0
California,6,44,G0644,2015,178413,0,178413,100,0,1,0
California,6,45,G0645,2015,129231,182618,311849,41.44024833,58.55975167,0,0
California,6,46,G0646,2015,164593,0,164593,100,0,1,0
California,6,47,G0647,2015,154759,88109,242868,63.72144539,36.27855461,0,0
California,6,48,G0648,2015,127715,178701,306416,41.68026474,58.31973526,0,0
California,6,49,G0649,2015,154267,155888,310155,49.73867905,50.26132095,0,0
California,6,50,G0650,2015,103646,179937,283583,36.54873529,63.45126471,0,0
California,6,51,G0651,2015,145162,54362,199524,72.75415489,27.24584511,0,0
California,6,52,G0652,2015,181253,139403,320656,56.52568485,43.47431515,0,0
California,6,53,G0653,2015,198988,97968,296956,67.0092539,32.9907461,0,0
Colorado,8,1,G0801,2015,257254,105030,379036,67.87059804,27.70976899,0,0
Colorado,8,2,G0802,2015,260175,170001,457312,56.89223112,37.17396438,0,0
Colorado,8,3,G0803,2015,150914,204220,374037,40.34734532,54.59887658,0,0
Colorado,8,4,G0804,2015,123642,248230,390633,31.65170377,63.54557859,0,0
Colorado,8,5,G0805,2015,111676,225445,361993,30.85032031,62.2788286,0,0
Colorado,8,6,G0806,2015,160372,191626,376417,42.60487704,50.90790267,0,0
Colorado,8,7,G0807,2015,199758,144066,362010,55.18024364,39.79613823,0,0
Connecticut,9,1,G0901,2015,"187,021","105,674",312925,59.765439,33.76975314,0,0
Connecticut,9,2,G0902,2015,"186,210","111,149",330257,56.38336205,33.65530481,0,0
Connecticut,9,3,G0903,2015,"192,274","95,786",309379,62.14836818,30.96073101,0,0
Connecticut,9,4,G0904,2015,"187,811","120,653",313540,59.90017223,38.48089558,0,0
Connecticut,9,5,G0905,2015,"163,499","124,900",309082,52.89826001,40.40998829,0,0
Delaware,10,0,G1000,2015,233554,172301,420617,55.52652413,40.96386974,0,0
District of Columbia,11,98,G1198,2015,265178,0,312575,84.83659922,0,1,0
Florida,12,1,G1201,2015,114079,255107,369186,30.90014248,69.09985752,0,0
Florida,12,2,G1202,2015,102801,231163,343362,29.93953903,67.32340795,0,0
Florida,12,3,G1203,2015,136338,193843,342700,39.7834841,56.56346659,0,0
Florida,12,4,G1204,2015,113088,287509,409662,27.60519648,70.1820037,0,0
Florida,12,5,G1205,2015,194549,108325,302874,64.23430205,35.76569795,0,0
Florida,12,6,G1206,2015,151051,213519,364570,41.43264668,58.56735332,0,0
Florida,12,7,G1207,2015,182039,171583,353655,51.47361129,48.51705758,0,0
Florida,12,8,G1208,2015,127127,246483,390561,32.54984497,63.10998794,0,0
Florida,12,9,G1209,2015,195311,144450,339761,57.48482021,42.51517979,0,0
Florida,12,10,G1210,2015,198491,107498,305989,64.86867175,35.13132825,0,0
Florida,12,11,G1211,2015,124713,258016,394719,31.59538811,65.36700792,0,0
Florida,12,12,G1212,2015,116110,253559,369669,31.40917956,68.59082044,0,0
Florida,12,13,G1213,2015,184693,171149,355842,51.90309182,48.09690818,0,0
Florida,12,14,G1214,2015,195789,121088,316877,61.78706564,38.21293436,0,0
Florida,12,15,G1215,2015,135475,182999,318474,42.53879438,57.46120562,0,0
Florida,12,16,G1216,2015,155262,230654,385916,40.23207123,59.76792877,0,0
Florida,12,17,G1217,2015,115974,209348,338675,34.24344873,61.81383332,0,0
Florida,12,18,G1218,2015,161918,201488,375918,43.07269138,53.59892317,0,0
Florida,12,19,G1219,2015,123812,239225,363166,34.09239852,65.87208054,0,0
Florida,12,20,G1220,2015,222914,54646,277560,80.31200461,19.68799539,0,0
Florida,12,21,G1221,2015,210606,118038,335861,62.70629814,35.14489625,0,0
Florida,12,22,G1222,2015,199113,138737,337850,58.93532633,41.06467367,0,0
Florida,12,23,G1223,2015,183225,130818,323120,56.70493934,40.4858876,0,0
Florida,12,24,G1224,2015,-99,0,-99,100,0,1,1
Florida,12,25,G1225,2015,95319,157921,253240,37.63978834,62.36021166,0,0
Florida,12,26,G1226,2015,115493,148547,280542,41.16781088,52.95000392,0,0
Florida,12,27,G1227,2015,129760,157917,287677,45.10614335,54.89385665,0,0
Georgia,13,1,G1301,2015,0,210243,211112,0,99.58837015,1,0
Georgia,13,2,G1302,2015,148543,94056,242599,61.22984843,38.77015157,0,0
Georgia,13,3,G1303,2015,95969,207218,303187,31.65340203,68.34659797,0,0
Georgia,13,4,G1304,2015,220146,70593,290739,75.71945972,24.28054028,0,0
Georgia,13,5,G1305,2015,253781,46768,300549,84.43914303,15.56085697,0,0
Georgia,13,6,G1306,2015,124917,201088,326005,38.31751047,61.68248953,0,0
Georgia,13,7,G1307,2015,114220,174081,288301,39.61831558,60.38168442,0,0
Georgia,13,8,G1308,2015,83225,173983,257208,32.35708065,67.64291935,0,0
Georgia,13,9,G1309,2015,0,256535,256535,0,100,1,0
Georgia,13,10,G1310,2015,0,243725,244821,0,99.55232599,1,0
Georgia,13,11,G1311,2015,105383,217935,323318,32.59422612,67.40577388,0,0
Georgia,13,12,G1312,2015,99420,159492,258912,38.3991472,61.6008528,0,0
Georgia,13,13,G1313,2015,252833,0,252833,100,0,1,0
Georgia,13,14,G1314,2015,0,216743,216743,0,100,1,0
Hawaii,15,1,G1501,2015,145417,45958,213531,68.10111881,21.52287022,0,0
Hawaii,15,2,G1502,2015,170848,39668,224133,76.22616928,17.69842013,0,0
Idaho,16,1,G1601,2015,113052,242252,355357,31.81364093,68.17144449,0,0
Idaho,16,2,G1602,2015,95940,205292,326237,29.40806837,62.9272584,0,0
Illinois,17,1,G1701,2015,"234,037","81,817","315,862",74.09469958,25.90276766,0,0
Illinois,17,2,G1702,2015,"235,051","59,471","294,522",79.80762048,20.19237952,0,0
Illinois,17,3,G1703,2015,"225,320",0,"225,411",99.9596293,0,1,0
Illinois,17,4,G1704,2015,"171,297",0,"171,297",100,0,1,0
Illinois,17,5,G1705,2015,"212,842","86,222","313,724",67.84370976,27.48339305,0,0
Illinois,17,6,G1706,2015,"143,591","208,555","352,146",40.77598496,59.22401504,0,0
Illinois,17,7,G1707,2015,"250,584","46,882","297,466",84.23954334,15.76045666,0,0
Illinois,17,8,G1708,2015,"144,954","103,617","248,571",58.31492813,41.68507187,0,0
Illinois,17,9,G1709,2015,"217,306","109,550","326,948",66.46500361,33.50685736,0,0
Illinois,17,10,G1710,2015,"150,435","135,535","285,996",52.60038602,47.39052294,0,0
Illinois,17,11,G1711,2015,"166,578","108,995","275,573",60.44786681,39.55213319,0,0
Illinois,17,12,G1712,2015,"124,246","169,976","313,002",39.69495403,54.30508431,0,0
Illinois,17,13,G1713,2015,"126,811","187,583","314,394",40.33505728,59.66494272,0,0
Illinois,17,14,G1714,2015,"137,589","200,508","338,097",40.69512595,59.30487405,0,0
Illinois,17,15,G1715,2015,0,"274,554","274,554",0,100,1,0
Illinois,17,16,G1716,2015,0,"259,722","259,853",0,99.94958688,1,0
Illinois,17,17,G1717,2015,"173,125","113,943","287,068",60.30801065,39.69198935,0,0
Illinois,17,18,G1718,2015,"96,770","250,506","347,283",27.86488253,72.13310182,0,0
Indiana,18,1,G1801,2015,207515,0,254583,81.51172702,0,1,0
Indiana,18,2,G1802,2015,102401,164355,277357,36.92028685,59.25756336,0,0
Indiana,18,3,G1803,2015,66023,201396,287247,22.98474832,70.11248159,0,0
Indiana,18,4,G1804,2015,91256,193412,299434,30.47616503,64.59253124,0,0
Indiana,18,5,G1805,2015,123849,221957,361135,34.29437745,61.46094951,0,0
Indiana,18,6,G1806,2015,79135,204920,296385,26.70006917,69.13980127,0,0
Indiana,18,7,G1807,2015,158739,94456,264670,59.97619677,35.68821551,0,0
Indiana,18,8,G1808,2015,93356,187702,294713,31.67691958,63.68975919,0,0
Indiana,18,9,G1809,2015,130627,174791,322843,40.46146269,54.14117698,0,0
Iowa,19,1,G1901,2015,177403,206903,384977,46.08145422,53.74424966,0,0
Iowa,19,2,G1902,2015,198571,170933,370032,53.6631967,46.19411294,0,0
Iowa,19,3,G1903,2015,155002,208598,390287,39.71487649,53.44733491,0,0
Iowa,19,4,G1904,2015,142993,226719,370259,38.61972295,61.23254263,0,0
Kansas,20,1,G2001,2015,0,169992,257971,0,65.89577898,1,0
Kansas,20,2,G2002,2015,96840,181228,297401,32.56209629,60.93725307,0,0
Kansas,20,3,G2003,2015,139300,176022,343113,40.59886976,51.30146628,0,0
Kansas,20,4,G2004,2015,81495,166998,275251,29.60752186,60.67116922,0,0
Kentucky,21,1,G2101,2015,81710,216959,299001,27.3276678,72.56129578,0,0
Kentucky,21,2,G2102,2015,0,251825,251825,0,100,1,0
Kentucky,21,3,G2103,2015,212401,122093,334494,63.4991958,36.5008042,0,0
Kentucky,21,4,G2104,2015,94065,233922,327987,28.67949035,71.32050965,0,0
Kentucky,21,5,G2105,2015,0,221242,221242,0,100,1,0
Kentucky,21,6,G2106,2015,128728,202099,330827,38.9109716,61.0890284,0,0
Louisiana,22,1,G2201,2015,63785,243645,326788,19.51877058,74.55751129,0,0
Louisiana,22,2,G2202,2015,284269,0,284269,100,0,1,0
Louisiana,22,3,G2203,2015,56215,220621,282443,19.9031309,78.11168979,0,0
Louisiana,22,4,G2204,2015,46579,216540,268761,17.33101157,80.56972552,0,0
Louisiana,22,5,G2205,2015,0,255662,255662,0,100,1,0
Louisiana,22,6,G2206,2015,79202,241075,331098,23.92101432,72.81076902,0,0
Maine,23,1,G2301,2015,227546,164569,406942,55.91607649,40.44040674,0,0
Maine,23,2,G2302,2015,159081,192878,364886,43.59745235,52.85979731,0,0
Maryland,24,1,G2401,2015,103622,242574,362097,28.61719374,66.99144152,0,0
Maryland,24,2,G2402,2015,192183,102577,309480,62.09868166,33.14495282,0,0
Maryland,24,3,G2403,2015,214640,115048,339675,63.18981379,33.87002282,0,0
Maryland,24,4,G2404,2015,237501,68670,320650,74.06861063,21.41587401,0,0
Maryland,24,5,G2405,2015,242989,105931,360634,67.3782838,29.3735477,0,0
Maryland,24,6,G2406,2015,185770,133081,331973,55.95937019,40.08789871,0,0
Maryland,24,7,G2407,2015,238838,69556,318912,74.89150612,21.81040538,0,0
Maryland,24,8,G2408,2015,220657,124651,364324,60.56614442,34.21432571,0,0
Massachusetts,25,1,G2501,2015,235803,0,349676,67.43471099,0,1,0
Massachusetts,25,2,G2502,2015,275487,0,363197,75.85057145,0,1,0
Massachusetts,25,3,G2503,2015,236713,107519,360124,65.73097044,29.85610512,0,0
Massachusetts,25,4,G2504,2015,265823,113055,395304,67.24520875,28.59950823,0,0
Massachusetts,25,5,G2505,2015,285606,0,385455,74.09580885,0,1,0
Massachusetts,25,6,G2506,2015,308923,0,415749,74.30516971,0,1,0
Massachusetts,25,7,G2507,2015,253354,0,309645,81.82079478,0,1,0
Massachusetts,25,8,G2508,2015,271019,102744,396009,68.43758601,25.94486489,0,0
Massachusetts,25,9,G2509,2015,211790,127803,403642,52.46976281,31.66246327,0,0
Michigan,26,1,G2601,2015,144334,197777,360271,40.06261953,54.89673052,0,0
Michigan,26,2,G2602,2015,110391,212508,339328,32.53224019,62.62613165,0,0
Michigan,26,3,G2603,2015,128400,203545,342365,37.50383363,59.45263096,0,0
Michigan,26,4,G2604,2015,101277,194572,315751,32.0749578,61.62197428,0,0
Michigan,26,5,G2605,2015,195279,112102,319291,61.16019556,35.10966485,0,0
Michigan,26,6,G2606,2015,119980,193259,329565,36.40556491,58.64063235,0,0
Michigan,26,7,G2607,2015,134010,184321,334807,40.02604486,55.05291108,0,0
Michigan,26,8,G2608,2015,143791,205629,366698,39.2123764,56.07584443,0,0
Michigan,26,9,G2609,2015,199661,128937,344775,57.91052135,37.39743311,0,0
Michigan,26,10,G2610,2015,110112,215132,340983,32.29251898,63.09170838,0,0
Michigan,26,11,G2611,2015,152461,200872,379488,40.17544692,52.93237204,0,0
Michigan,26,12,G2612,2015,211378,96104,328542,64.33819725,29.25166341,0,0
Michigan,26,13,G2613,2015,198771,40541,257797,77.10369011,15.7259394,0,0
Michigan,26,14,G2614,2015,244135,58103,310974,78.50656325,18.68419868,0,0
Minnesota,27,1,G2701,2015,169071,166524,335873,50.33777648,49.57945414,0,0
Minnesota,27,2,G2702,2015,0,173970,370515,0,46.95356463,1,0
Minnesota,27,3,G2703,2015,0,223075,393457,0,56.69615739,1,0
Minnesota,27,4,G2704,2015,203299,121033,351945,57.76442342,34.3897484,0,0
Minnesota,27,5,G2705,2015,249957,80660,361875,69.07274611,22.28946459,0,0
Minnesota,27,6,G2706,2015,0,235385,358930,0,65.57963948,1,0
Minnesota,27,7,G2707,2015,173572,156944,330823,52.46672692,47.44047421,0,0
Minnesota,27,8,G2708,2015,179097,177088,356971,50.17130243,49.60851162,0,0
Mississippi,28,1,G2801,2015,83947,206455,300423,27.9429338,68.72143611,0,0
Mississippi,28,2,G2802,2015,192343,83542,286626,67.10591503,29.1466929,0,0
Mississippi,28,3,G2803,2015,96101,209490,316445,30.36894247,66.2010776,0,0
Mississippi,28,4,G2804,2015,77505,181323,278779,27.80159194,65.04184318,0,0
Missouri,29,1,G2901,2015,236993,62714,314024,75.46970932,19.97108501,0,0
Missouri,29,2,G2902,2015,155689,241954,413296,37.67009601,58.54254578,0,0
Missouri,29,3,G2903,2015,102891,249865,368333,27.93423342,67.83671297,0,0
Missouri,29,4,G2904,2015,92510,225348,332234,27.84483226,67.82809706,0,0
Missouri,29,5,G2905,2015,190766,123771,324270,58.82937059,38.16911833,0,0
Missouri,29,6,G2906,2015,99692,238388,350444,28.44734109,68.02456313,0,0
Missouri,29,7,G2907,2015,92756,228692,338607,27.39340888,67.53906446,0,0
Missouri,29,8,G2908,2015,70009,229792,308871,22.66609685,74.39740215,0,0
Montana,30,0,G3000,2015,205919,285358,507831,40.54872586,56.19152828,0,0
Nebraska,31,1,G3101,2015,189771,83467,273238,69.45263836,30.54736164,0,0
Nebraska,31,2,G3102,2015,141066,137602,288308,48.92892323,47.72743039,0,0
Nebraska,31,3,G3103,2015,226720,0,226720,100,0,1,0
Nevada,32,1,G3201,2015,116537,54174,188352,61.87192066,28.76210499,0,0
Nevada,32,2,G3202,2015,115722,182676,313336,36.93223887,58.30035489,0,0
Nevada,32,3,G3203,2015,146869,142926,310963,47.23037789,45.96238138,0,0
Nevada,32,4,G3204,2015,128985,118328,265846,48.51869127,44.50997946,0,0
New Hampshire,33,1,G3301,2015,162080,157176,365984,44.28608901,42.94613972,0,0
New Hampshire,33,2,G3302,2015,174371,158825,350509,49.747938,45.31267385,0,0
New Jersey,34,1,G3401,2015,183231,112388,305473,59.98271533,36.79146766,0,0
New Jersey,34,2,G3402,2015,110838,176338,297795,37.21956379,59.21456035,0,0
New Jersey,34,3,G3403,2015,127526,194596,328060,38.87276718,59.31719807,0,0
New Jersey,34,4,G3404,2015,111532,211992,332684,33.52490652,63.72172993,0,0
New Jersey,34,5,G3405,2015,172587,157690,337701,51.10645216,46.6951534,0,0
New Jersey,34,6,G3406,2015,167895,91908,263435,63.73298916,34.88830262,0,0
New Jersey,34,7,G3407,2015,148188,185850,343635,43.12366319,54.08354795,0,0
New Jersey,34,8,G3408,2015,134733,32337,174889,77.03915055,18.49001367,0,0
New Jersey,34,9,G3409,2015,162642,65376,233242,69.73100899,28.02925717,0,0
