GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021,ADNEM001,ADNEM002,ADNEM003,ADNEM004,ADNEM005,ADNEM006,ADNEM007,ADNEM008
"G42005","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Pennsylvania",706400,692896,654627,16071,1198,11821,147,625,8407,304,8103,13504,8438,1252,134,49,6,2133,1492,872,620,658813,48339,52976,29682,31809,48339,19699,427969,"Congressional District 5 (114th Congress), Pennsylvania",793,804,916,514,148,485,81,282,666,109,653,448,588,317,53,60,9,277,293,241,170,1753,1997,1974,1538,1832,1895,1230,3171
"G42006","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Pennsylvania",719763,678357,605065,29104,431,31486,114,955,11202,602,10600,41406,23966,1345,300,152,0,12666,2977,1944,1033,700966,25291,26252,16831,17996,30090,12675,571831,"Congressional District 6 (114th Congress), Pennsylvania",1640,1755,2492,1405,149,1195,71,321,1013,251,1000,1599,1867,338,194,107,23,1356,652,462,396,1879,1938,1646,1393,1474,2091,1269,3913
"G42007","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Pennsylvania",716023,693195,611773,37437,450,32058,109,965,10403,450,9953,22828,16920,1417,149,52,0,3197,1093,505,588,693167,18479,21652,16496,17564,27671,11911,579394,"Congressional District 7 (114th Congress), Pennsylvania",2373,2333,3088,1319,145,1498,86,341,845,218,797,1441,1411,393,94,33,23,523,309,183,219,2445,1286,1728,1592,1584,1787,1313,4275
"G42008","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Pennsylvania",708560,675749,605374,25876,796,32658,1,1130,9914,557,9357,32811,23884,1145,117,174,37,5730,1724,1061,663,699406,17686,23015,15789,19861,27751,13713,581591,"Congressional District 8 (114th Congress), Pennsylvania",393,648,1103,687,245,791,2,494,831,222,823,550,1054,291,66,174,36,953,466,335,307,920,1289,1787,1575,1954,2075,1508,4079
"G42009","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), Pennsylvania",701011,687094,652523,19275,906,4236,311,294,9549,274,9275,13917,9811,906,37,76,26,2206,855,473,382,678076,44306,59131,32121,35793,47686,21395,437644,"Congressional District 9 (114th Congress), Pennsylvania",818,893,982,768,170,285,309,134,648,93,628,304,679,285,28,48,28,490,206,177,119,1044,1968,2481,1592,1717,2031,1389,3695
"G42010","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,"Congressional District 10 (114th Congress), Pennsylvania",704169,676623,637599,23004,1145,5939,156,736,8044,361,7683,27546,19289,1238,158,230,84,4391,2156,901,1255,674690,36394,50441,31375,33236,47354,21466,454424,"Congressional District 10 (114th Congress), Pennsylvania",1300,1539,1552,1014,206,535,77,341,622,151,578,1185,1345,275,113,267,70,560,428,289,305,1684,1898,2238,1844,1317,2055,1390,3704
"G42011","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,"Congressional District 11 (114th Congress), Pennsylvania",707670,668463,611338,34680,954,10772,76,631,10012,440,9572,39207,20120,2428,536,68,58,12902,3095,1864,1231,679776,38969,45168,29361,30707,44389,18867,472315,"Congressional District 11 (114th Congress), Pennsylvania",1047,1511,1773,1417,191,756,52,319,837,249,817,1233,1264,470,393,47,77,1255,541,364,350,1677,2126,1959,1819,1583,2282,1503,3809
"G42012","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,"Congressional District 12 (114th Congress), Pennsylvania",704203,695098,650792,21504,354,11476,102,782,10088,126,9962,9105,5891,497,172,110,18,1208,1209,570,639,689804,28092,38127,22395,26613,40425,16912,517240,"Congressional District 12 (114th Congress), Pennsylvania",780,859,1362,864,87,786,52,273,773,109,738,622,619,150,136,83,32,226,318,204,224,1067,1548,1497,1525,1504,1895,1272,3252
"G42013","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,"Congressional District 13 (114th Congress), Pennsylvania",721966,640521,428616,130497,684,63494,130,2462,14638,1016,13622,81445,38651,5228,985,404,923,31006,4248,1889,2359,711360,41961,55721,28612,32466,41049,20451,491100,"Congressional District 13 (114th Congress), Pennsylvania",4761,4000,3318,3411,204,1915,79,710,1045,293,1006,2421,2092,948,373,291,700,2228,945,618,639,4622,2705,3277,2121,2329,2399,1929,5235
"G42014","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,"Congressional District 14 (114th Congress), Pennsylvania",704815,690295,496727,149709,799,21432,107,1340,20181,384,19797,14520,8807,1636,261,110,21,1990,1695,615,1080,677880,60183,67838,33893,34109,45398,19695,416764,"Congressional District 14 (114th Congress), Pennsylvania",530,814,1775,1719,148,823,74,277,1433,121,1413,714,662,336,151,67,19,411,318,185,267,1005,2355,2268,1977,1800,1973,1345,3446
"G42015","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,"Congressional District 15 (114th Congress), Pennsylvania",716514,611705,551205,28090,707,18482,36,1294,11891,547,11344,104809,55724,5868,656,277,120,35276,6888,3381,3507,693457,37494,41159,25774,27698,40429,19221,501682,"Congressional District 15 (114th Congress), Pennsylvania",1142,1497,2029,1381,170,805,31,453,959,217,945,1215,2410,908,238,193,141,2492,871,576,662,1645,2503,2630,1585,1977,2302,1709,3933
"G42016","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,"Congressional District 16 (114th Congress), Pennsylvania",717967,592196,524276,41722,614,12804,52,894,11834,321,11513,125771,67391,6084,2506,113,139,34979,14559,4027,10532,697650,42183,58164,29952,34829,48631,19288,464603,"Congressional District 16 (114th Congress), Pennsylvania",1413,1543,1917,1157,213,523,37,272,1172,149,1163,1407,2379,761,780,102,160,2176,1467,685,1441,1984,2431,3005,2192,2276,2929,1550,4577
"G42017","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"17",,,,,,,,,,,"Congressional District 17 (114th Congress), Pennsylvania",700379,644057,581029,38103,795,12592,90,1065,10383,277,10106,56322,37204,4425,603,176,68,9716,4130,1566,2564,675133,39935,52418,31331,33260,49268,19133,449788,"Congressional District 17 (114th Congress), Pennsylvania",1306,1859,1822,1122,230,686,88,382,841,110,843,1698,1666,849,372,124,51,1117,815,416,642,1748,2460,2338,1968,2164,2838,1530,4507
"G42018","2011-2015",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,"Congressional District 18 (114th Congress), Pennsylvania",707775,697540,656383,16244,693,13482,96,475,10167,603,9564,10235,7297,287,156,136,4,1331,1024,429,595,689556,23958,32996,21614,21866,33326,15803,539993,"Congressional District 18 (114th Congress), Pennsylvania",806,967,1899,1263,184,921,63,167,934,360,866,681,614,101,101,178,6,334,315,158,267,1539,1675,1345,1534,1429,1806,1274,3501
"G44001","2011-2015",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Rhode Island",528427,444590,368326,37292,1609,17598,294,5974,13497,2500,10997,83837,42250,9555,435,180,16,27735,3666,1750,1916,507862,35412,46170,24244,21650,32728,11328,336330,"Congressional District 1 (114th Congress), Rhode Island",1753,1814,1589,1612,347,1018,162,950,1137,558,964,1774,2025,1283,224,98,19,2120,619,376,458,1739,2077,2505,1877,1597,2283,1292,3919
"G44002","2011-2015",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Rhode Island",525234,465283,416919,19002,2290,16021,56,1388,9607,767,8840,59951,27364,2394,772,414,7,25988,3012,1648,1364,505593,28049,34592,17751,18744,25223,10518,370716,"Congressional District 2 (114th Congress), Rhode Island",1753,1814,1539,1117,327,950,50,445,887,280,803,1773,1673,622,410,190,11,1916,612,489,443,1752,1795,2161,1802,1883,1937,1275,4060
"G45001","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), South Carolina",712074,666114,501171,134712,1891,12797,405,511,14627,183,14444,45960,29106,1550,97,213,0,12808,2186,1216,970,700980,37701,47764,24891,29305,42246,21669,497404,"Congressional District 1 (114th Congress), South Carolina",2745,2577,2213,2527,330,629,151,235,1471,119,1464,1180,2124,542,77,140,29,1832,609,514,396,2715,2684,2911,2381,2261,2530,2327,4833
"G45002","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), South Carolina",681406,645732,458098,158787,1446,12570,492,741,13598,286,13312,35674,22222,1379,161,120,21,10016,1755,1189,566,661884,42728,51593,29284,30861,44565,19025,443828,"Congressional District 2 (114th Congress), South Carolina",3454,3438,2003,2609,328,631,209,306,1026,114,1020,897,1382,399,93,102,24,1147,473,413,214,3366,2686,2995,2485,2703,2841,1808,4868
"G45003","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), South Carolina",668814,638586,497563,123604,1331,5279,259,508,10042,259,9783,30228,17133,1040,201,49,28,9860,1917,1404,513,646329,55962,66677,39095,39058,50194,19446,375897,"Congressional District 3 (114th Congress), South Carolina",2164,2091,1739,1622,222,364,254,202,1069,140,1071,779,1245,377,133,62,39,1160,483,436,260,2239,3022,2650,2747,2570,2282,1858,5876
"G45004","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), South Carolina",689104,634877,476290,130280,1204,15920,324,772,10087,250,9837,54227,40398,1822,257,67,0,9320,2363,1402,961,670493,46290,63106,37807,32094,48909,19193,423094,"Congressional District 4 (114th Congress), South Carolina",2510,2366,1860,1787,209,558,67,311,767,192,757,856,1452,496,127,51,29,1096,600,433,379,2610,2569,3298,2640,2316,2868,1982,5145
"G45005","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), South Carolina",678910,650680,444415,183691,2483,7222,154,678,12037,292,11745,28230,17819,1079,105,25,13,7542,1647,905,742,665835,53767,62781,36726,34395,53043,21153,403970,"Congressional District 5 (114th Congress), South Carolina",2163,2042,1194,1897,291,458,102,279,1150,166,1145,669,1231,260,78,29,20,1174,480,313,319,2480,2562,3233,2209,2514,2993,1653,5390
"G45006","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), South Carolina",667105,635375,240016,375935,1771,6523,553,724,9853,267,9586,31730,16450,2065,98,34,24,10258,2801,1647,1154,624096,75029,86130,43311,47047,56671,20890,295018,"Congressional District 6 (114th Congress), South Carolina",4238,4184,3374,3973,347,654,401,315,1121,133,1105,1557,1073,412,57,31,47,1261,752,515,448,4304,3718,3097,2610,2915,2839,1879,5039
"G45007","2011-2015",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), South Carolina",680163,652120,433563,197450,3712,6115,281,1104,9895,350,9545,28043,16464,1664,209,48,34,8482,1142,565,577,666697,62999,78374,39641,39922,51834,22290,371637,"Congressional District 7 (114th Congress), South Carolina",928,962,828,1251,371,353,135,460,1161,237,1168,227,1306,525,128,50,50,1196,380,201,285,1314,2781,2821,2523,2650,2967,1943,5015
"G46000","2011-2015",,,"South Dakota","46",,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"Congressional District (at Large) (114th Congress), South Dakota",843190,815276,701699,12792,69951,10127,316,677,19714,351,19363,27914,14992,341,2668,25,16,7263,2609,955,1654,814079,50439,64468,37871,35777,54142,23876,547506,"Congressional District (at Large) (114th Congress), South Dakota",0,331,450,635,1032,452,121,342,1051,138,1029,331,1067,152,483,22,18,877,389,280,277,484,2356,2418,1833,1963,2124,1653,3959
"G47001","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Tennessee",709547,685105,651818,15211,1715,5000,102,127,11132,121,11011,24442,15594,457,115,12,21,7088,1155,928,227,692886,52705,81219,44350,43279,55080,22970,393283,"Congressional District 1 (114th Congress), Tennessee",595,532,596,572,330,324,46,72,733,68,723,188,1106,307,127,16,26,998,369,353,120,1078,2586,3154,2827,2595,2839,1614,5354
"G47002","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Tennessee",721436,694795,624260,45944,1430,10581,277,866,11437,393,11044,26641,19846,534,460,11,27,4157,1606,533,1073,703046,51481,61833,32324,35256,48543,18690,454919,"Congressional District 2 (114th Congress), Tennessee",717,703,740,717,296,495,111,288,907,214,856,189,1068,210,339,18,36,889,601,181,556,1151,2901,2789,2244,2305,2610,1712,4905
"G47003","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Tennessee",717815,692283,592950,77286,1612,8543,153,400,11339,276,11063,25532,19255,650,177,158,41,4016,1235,583,652,699340,52025,73648,40700,39980,52996,20394,419597,"Congressional District 3 (114th Congress), Tennessee",1045,1032,1035,626,261,360,97,142,754,117,726,396,1035,369,209,105,48,773,357,269,221,1509,2733,2917,2199,1934,2439,1929,4286
"G47004","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Tennessee",733717,691218,597094,59898,1371,11304,116,668,20767,322,20445,42499,31411,771,1067,39,37,7727,1447,1011,436,715989,48731,66931,39770,39142,55159,23132,443124,"Congressional District 4 (114th Congress), Tennessee",1237,1252,1465,926,251,512,86,216,1195,167,1197,601,1398,267,734,37,44,1198,361,337,162,1553,2411,3055,2946,2582,2846,2157,5134
"G47005","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Tennessee",737704,670396,446684,183032,1957,21416,433,1811,15063,595,14468,67308,38188,1211,138,64,42,25251,2414,1793,621,715138,55919,72375,38182,35660,51817,21707,439478,"Congressional District 5 (114th Congress), Tennessee",627,621,731,1051,302,743,180,644,1123,285,1110,234,1875,440,76,55,37,1940,636,527,280,1194,3045,3265,2584,2797,2483,2063,5200
"G47006","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Tennessee",728457,699814,649466,30834,1910,6334,391,617,10262,305,9957,28643,18546,325,516,52,6,7647,1551,1009,542,715995,48329,60571,38379,38340,53359,23971,453046,"Congressional District 6 (114th Congress), Tennessee",630,644,714,617,265,373,208,288,763,140,767,251,1060,170,293,52,12,1108,398,293,250,810,2790,3026,2541,2400,3013,1755,4288
"G47007","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Tennessee",732702,697615,595163,72154,1977,12246,854,857,14364,482,13882,35087,25390,1066,287,132,42,6060,2110,1036,1074,714587,46595,62116,33673,35299,49409,21621,465874,"Congressional District 7 (114th Congress), Tennessee",874,802,881,1046,268,522,80,292,1057,181,1060,453,1002,319,160,110,55,961,455,352,258,1180,2626,2747,2187,2501,2678,1881,4508
"G47008","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Tennessee",707982,686222,521403,139669,1408,13403,485,688,9166,223,8943,21760,13945,510,142,120,0,5384,1659,933,726,688775,40449,57552,33264,29390,45015,17365,465740,"Congressional District 8 (114th Congress), Tennessee",2031,2148,2180,2172,309,840,314,354,856,129,827,1271,1099,163,115,91,28,1064,417,301,322,2139,2481,2904,2615,2036,2690,1517,4378
"G47009","2011-2015",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), Tennessee",710255,662077,178031,459612,915,12526,151,1211,9631,244,9387,48178,20850,1906,605,86,145,22164,2422,1324,1098,693596,86853,98262,46905,45304,55160,20800,340312,"Congressional District 9 (114th Congress), Tennessee",2024,2123,2131,2351,304,744,67,439,1033,162,1012,1261,1860,517,331,81,173,1989,934,501,757,2275,4018,4320,3111,3099,3038,1853,5548
"G48001","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Texas",709646,591325,447510,125402,2309,8083,479,315,7227,235,6992,118321,99576,1584,564,76,38,13398,3085,1813,1272,684574,52284,74813,40060,40324,56588,21875,398630,"Congressional District 1 (114th Congress), Texas",1090,1086,1073,872,342,287,419,143,720,169,710,391,1494,435,325,60,43,1253,636,439,384,1573,3133,3275,2985,2802,2962,1996,5136
"G48002","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Texas",745283,515708,365243,78385,1847,54478,833,2430,12492,959,11533,229575,156925,2241,1859,391,53,62013,6093,3894,2199,736233,34939,47928,26104,25703,40731,17245,543583,"Congressional District 2 (114th Congress), Texas",6641,5465,4294,3438,612,2489,407,809,1489,413,1433,4939,5130,607,793,184,58,3671,948,692,674,6775,2990,3403,2649,2537,3523,2177,7627
"G48003","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Texas",770105,655919,461235,67331,2595,104531,445,2115,17667,1061,16606,114186,90049,1199,785,647,52,15676,5778,2927,2851,766031,25860,30870,17930,20369,34170,12135,624697,"Congressional District 3 (114th Congress), Texas",1572,1765,2361,1634,346,1318,103,684,1352,309,1337,1554,2258,476,400,237,42,1801,896,606,600,1667,2177,2639,1823,2150,2779,1551,5133
"G48004","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Texas",714953,622297,520329,75387,4110,7191,452,559,14269,357,13912,92656,62065,867,497,134,41,25367,3685,2157,1528,696042,44517,69102,37706,38075,49663,19336,437643,"Congressional District 4 (114th Congress), Texas",1465,1393,1474,1129,416,393,166,252,994,175,1000,1262,1874,277,230,110,35,1514,627,411,461,1719,2118,2765,2507,2518,2288,1527,3801
"G48005","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Texas",724157,526908,393249,105163,2401,13834,651,522,11088,335,10753,197249,150828,1338,1166,160,11,38042,5704,3403,2301,699305,46197,83891,49098,44542,60033,20991,394553,"Congressional District 5 (114th Congress), Texas",3391,3289,2479,2668,369,1048,400,254,1042,146,1031,3876,4637,412,431,152,14,2627,922,682,558,3651,2599,4100,3340,2812,3840,2026,5661
"G48006","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Texas",732310,573234,379995,140146,2129,34991,874,1022,14077,616,13461,159076,120584,2600,2705,393,58,25218,7518,3805,3713,724016,38335,56993,29688,31463,49651,18756,499130,"Congressional District 6 (114th Congress), Texas",2851,3303,2934,3083,406,1629,215,338,1278,288,1233,2901,3402,649,704,218,51,2454,1043,827,754,2914,2484,3669,2322,2499,3105,2152,5561
"G48007","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Texas",742386,515132,331878,91477,840,75394,209,2031,13303,788,12515,227254,176109,2745,745,367,275,40502,6511,3340,3171,740197,40724,53772,28933,32606,39116,17315,527731,"Congressional District 7 (114th Congress), Texas",6481,5202,4255,3850,326,2711,128,739,1420,344,1343,6168,6055,822,370,175,285,3406,1276,841,881,6469,3272,4077,2882,3378,3394,2272,7102
"G48008","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Texas",759942,598252,503999,56769,2561,18702,161,604,15456,369,15087,161690,126561,1090,1532,432,0,26038,6037,2566,3471,723839,38791,59688,31831,29770,41852,20409,501498,"Congressional District 8 (114th Congress), Texas",3018,2567,2264,1507,822,1071,99,280,1366,196,1331,2441,3379,413,682,253,30,3446,1224,788,867,3962,3120,3393,2785,2703,3363,3025,6111
"G48009","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), Texas",741226,462180,87346,278989,1076,83273,436,1186,9874,860,9014,279046,187317,3770,748,645,58,81578,4930,2672,2258,737604,65985,96931,54698,48146,62922,26127,382795,"Congressional District 9 (114th Congress), Texas",7356,5822,2709,4757,306,3072,219,486,1405,371,1327,5456,5320,989,354,358,61,4621,1097,752,831,7324,4371,4940,4031,2978,4039,2362,7619
"G48010","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,"Congressional District 10 (114th Congress), Texas",760755,551732,421489,76276,1073,38536,160,1678,12520,808,11712,209023,158798,1734,1900,402,0,40098,6091,3233,2858,746745,36831,51966,29366,32531,42927,18080,535044,"Congressional District 10 (114th Congress), Texas",5737,5474,4756,3043,264,1888,157,676,1244,259,1251,4840,5317,414,588,174,30,2865,1063,645,732,6068,2689,3595,3071,2937,3133,2223,6429
"G48011","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,"Congressional District 11 (114th Congress), Texas",733162,467577,423421,26536,2175,6437,224,473,8311,329,7982,265585,218457,1789,1594,288,21,36345,7091,3130,3961,710594,40444,60217,33960,36226,54066,25159,460522,"Congressional District 11 (114th Congress), Texas",913,848,837,795,316,367,172,250,807,217,776,601,3024,605,492,181,22,2801,763,521,659,1678,2621,3122,2520,2608,2968,2592,5232
"G48012","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,"Congressional District 12 (114th Congress), Texas",742964,577674,474350,60607,2659,24659,844,744,13811,583,13228,165290,126656,1665,1916,192,153,28780,5928,2985,2943,726842,37229,52121,31125,30195,43781,20053,512338,"Congressional District 12 (114th Congress), Texas",4841,4222,4505,2625,411,1588,531,319,1147,248,1128,3870,3429,626,712,111,113,2292,1041,512,876,5009,2293,2947,2924,2737,3452,2264,5965
"G48013","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,"Congressional District 13 (114th Congress), Texas",705632,524391,457175,36669,3580,13284,632,584,12467,330,12137,181241,149478,1834,1765,296,26,19837,8005,3918,4087,670618,40977,65665,38888,35937,49805,21377,417969,"Congressional District 13 (114th Congress), Texas",1134,968,1037,745,319,385,274,209,909,111,892,1037,2224,391,485,185,24,1541,881,612,639,1549,1995,3201,2266,2106,2563,1868,4587
"G48014","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,"Congressional District 14 (114th Congress), Texas",717656,547757,371792,142078,1684,20876,131,952,10244,1343,8901,169899,142186,2134,807,224,58,19639,4851,2256,2595,684866,49247,60632,31440,32505,43930,18223,448889,"Congressional District 14 (114th Congress), Texas",2084,1943,1645,1547,343,785,78,547,1093,593,999,2036,2677,548,316,161,70,2155,1043,681,687,2315,2903,3133,2045,2555,3049,2024,5630
"G48015","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,"Congressional District 15 (114th Congress), Texas",740657,142597,117595,12333,829,8483,84,209,3064,167,2897,598060,534966,1615,1976,208,39,53518,5738,3724,2014,724405,92947,118838,55571,49249,58633,21758,327409,"Congressional District 15 (114th Congress), Texas",3597,1464,1193,573,214,745,64,122,599,139,558,3689,4696,459,678,131,63,3597,898,798,478,3788,5157,5950,4002,3686,3838,2115,6219
"G48016","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,"Congressional District 16 (114th Congress), Texas",728187,151416,107841,25278,1655,8545,1059,717,6321,255,6066,576771,494629,3675,2552,375,265,64860,10415,5247,5168,713663,56527,92709,49203,51084,62852,27985,373303,"Congressional District 16 (114th Congress), Texas",2453,806,689,527,283,473,136,373,825,116,827,2301,4216,766,729,136,176,3218,1381,772,1089,2511,3654,4421,3448,3438,4033,2626,5759
"G48017","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"17",,,,,,,,,,,"Congressional District 17 (114th Congress), Texas",727840,551304,410731,93687,1406,32484,201,557,12238,519,11719,176536,135245,2587,1526,294,10,30894,5980,2683,3297,698066,68871,71683,37553,37072,49126,19216,414545,"Congressional District 17 (114th Congress), Texas",2673,2330,2281,1879,310,1207,88,258,1007,258,1043,2046,3515,733,455,158,16,2539,790,440,700,2959,2527,3432,2262,2955,2481,1903,5067
"G48018","2011-2015",,,"Texas","48",,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,"Congressional District 18 (114th Congress), Texas",736283,434086,119791,278116,914,26661,460,1707,6437,424,6013,302197,224862,3818,2236,208,78,65156,5839,3235,2604,715478,72465,103244,49887,50427,60666,22542,356247,"Congressional District 18 (114th Congress), Texas",6833,5100,2452,4745,409,1683,287,703,772,200,733,5682,5718,783,575,80,104,4400,965,736,603,6731,3872,4195,3250,2875,3518,1880,6613
